மற்றும்	y
ஆறுதல்	confort
ஆறுதல்	consuelo
ஆறுதல்	comodidad
பலவீனமான	débiles
பலவீனமான	débil
தகடுகள்	placas
தகடுகள்	platos
தகடுகள்	planchas
தகடுகள்	chapas
வலியை	dolor
வலியை	dolores
விதிமுறைகளை	términos
விதிமுறைகளை	terminos
விதிமுறைகளை	condiciones
தாள்கள்	sábanas
தாள்கள்	sabanas
தாள்கள்	hojas
தாள்கள்	chapas
கல்வியாளர்கள்	educadores
கல்வியாளர்கள்	académicos
கிரீஸ்	grecia
சீக்கியம்	sijismo
உதயம்	amanecer
கரீபியன்	caribeño
கரீபியன்	caribe
கரீபியன்	caribeños
ஏற்கவில்லை	desacuerdo
ஏற்கவில்லை	discrepar
சண்டைகள்	peleas
சண்டைகள்	luchas
வராக	varaja
பானம்	bebida
பானம்	beber
பானம்	beba
பானம்	bebe
நித்திய	eternidad
நித்திய	eternos
நித்திய	eterno
நித்திய	eterna
நித்திய	eternas
மடத்தில்	monasterio
மண்டை	cráneo
மண்டை	calavera
சிபிஐ	ipc
மாலி	malí
பேபி	bebé
பேபி	nena
பேபி	nene
பேபி	bebe
புகழை	reputación
புகழை	fama
புகழை	renombre
எத்தனால்	etanol
சீக்ரெட்	secreta
சீக்ரெட்	secreto
சீக்ரெட்	secretos
ஓட்டோமான்	otomano
ஓட்டோமான்	otomana
ஓட்டோமான்	otomanos
தொப்பி	pac
தொப்பி	sombrero
தொப்பி	gorro
தொப்பி	gorra
தொப்பி	capi
தொப்பி	tapa
ஒத்ததாக	sinónimo
ஈதர்	éter
இழக்க	pierden
இழக்க	pierdo
இழக்க	pierde
இழக்க	perder
இழக்க	pierda
கம்பிகள்	cables
கம்பிகள்	alambres
கம்பிகள்	alambre
உபகரணம்	equipamiento
உபகரணம்	equipamientos
உபகரணம்	aparato
உபகரணம்	equipos
உபகரணம்	aparatos
உபகரணம்	equipo
வண்ணங்கள்	colorantes
வண்ணங்கள்	colores
கடினமானது	difícil
கடினமானது	difíciles
கடினமானது	dificil
நுனி	sugerencia
நுனி	consejo
நுனி	punta
நுனி	propina
படவில்லை	deslizar
படவில்லை	tobogán
படவில்லை	diapositiva
படவில்லை	desliza
பெண்ணுக்கு	muchacha
பெண்ணுக்கு	niña
பெண்ணுக்கு	chica
கதாநாயகன்	héroe
கதாநாயகன்	heroe
பீரங்கிகள்	cisternas
பீரங்கிகள்	morteros
பீரங்கிகள்	tanques
பருந்து	cometa
பருந்து	cometas
உறவுகளை	relaciones
கட்டளைகள்	comandos
கட்டளைகள்	mandos
ஜன	enero
ஜன	ene
உரித்தான	merecían
உரித்தான	merecida
உரித்தான	merecía
உரித்தான	merecido
பெருக்க	ganancia
மேம்படுத்தவும்	actualización
மேம்படுத்தவும்	actualizar
கசிவு	filtración
முதலாளி	jefa
முதலாளி	jefe
வடிவமைப்புகள்	formatos
லாபம்	beneficios
லாபம்	beneficio
லாபம்	provecho
லாபம்	ganancias
லாபம்	ganancia
ஆடைகளை	ropa
ஆடைகளை	ropas
பட்டாம்பூச்சி	mariposas
பட்டாம்பூச்சி	mariposa
ஆடுகள்	cabras
ஆடுகள்	caprino
ஆடுகள்	caprinos
நாட்களை	dias
நாட்களை	días
நாட்களை	jornadas
நியாயம்	justo
நியாயம்	justa
நியாயம்	justicia
நியாயம்	feria
இடவியல்	topología
பிறப்பிடம்	nativas
பிறப்பிடம்	nativa
பிறப்பிடம்	nativo
பிறப்பிடம்	nativos
பிறப்பிடம்	autóctona
குளுக்கோஸ்	glucosa
காதில்	susurro
காதில்	susurros
காதில்	oreja
காதில்	oído
நகர்த்த	conmovido
நகர்த்த	trasladado
நகர்த்த	movido
நகர்த்த	movida
சிறப்பை	excelencia
மறுமொழி	respuesta
மறுமொழி	responder
மறுமொழி	contestación
மறுமொழி	contestar
பெட்ரோலிய	petróleo
பெட்ரோலிய	petroleo
அன்பே	cariño
அன்பே	corazoncito
அன்பே	estimado
அன்பே	queridos
அன்பே	querido
அன்பே	amorcito
அன்பே	querida
அன்பே	estimados
பிரதிநிதித்துவம்	representa
பிரதிநிதித்துவம்	represente
பிரதிநிதித்துவம்	representan
பிரதிநிதித்துவம்	representar
சிமெண்ட்	cemento
போய்விட்டது	ido
மின்சுற்று	circuito
மின்சுற்று	circuitos
கலப்பை	arar
கலப்பை	arado
உடைமை	inmueble
உடைமை	propiedad
உடைமை	propiedades
பில்போர்ட்	cartelera
பில்போர்ட்	cartel
பயணித்த	viajó
பயணித்த	viajado
மாடி	piso
மாடி	suelo
மாடி	planta
கர்னல்	coronel
புதுமையான	innovadores
புதுமையான	innovador
புதுமையான	innovadora
புதுமையான	innovadoras
கன்னித்	virgen
வந்தேன்	vinieron
வௌவால்	murciélagos
வௌவால்	bate
வௌவால்	murciélago
பல்லி	lagartija
பல்லி	lagarto
டயர்	llanta
டயர்	tiro
டயர்	neumático
மோட்டார்ஸ்	motores
கிணறுகள்	pozos
கதவுகள்	puertas
வாசகர்கள்	lectores
ரசிகர்	ventilador
ரசிகர்	abanico
ரசிகர்	admirador
விரல்கள்	dedos
கனவுகள்	sueños
பாலஸ்தீன	palestino
பாலஸ்தீன	palestina
பாலஸ்தீன	palestinas
பாலஸ்தீன	palestinos
கப்பம்	chantaje
கப்பம்	vago
காணவில்லை	desaparecido
காணவில்லை	desaparecidos
காணவில்லை	desaparecida
காணவில்லை	falta
காணவில்லை	ausente
பிச்சை	suplica
பிச்சை	rogar
பிச்சை	ruega
பிச்சை	ruego
பிச்சை	mendicidad
பிச்சை	suplicar
பிச்சை	rogando
பிச்சை	mendigar
நேரான	lineal
நேரான	heterosexual
நேரான	directamente
நேரான	lineales
நேரான	directo
நேரான	recto
நேரான	recta
உயிரோடு	viva
உயிரோடு	vivos
உயிரோடு	vivo
பிலிப்பைன்	filipinas
பிலிப்பைன்	filipino
பிலிப்பைன்	filipina
பிரார்த்தனை	orar
பிரார்த்தனை	rezo
பிரார்த்தனை	rezar
பிரார்த்தனை	rezando
பிரார்த்தனை	ora
பிரார்த்தனை	plegaria
பிரார்த்தனை	oración
பிரார்த்தனை	orando
பிரார்த்தனை	oracion
பொருத்தி	montados
பொருத்தி	montada
பொருத்தி	montadas
பொருத்தி	montado
கார்பனேட்டு	carbonato
தொழிலாளி	trabajador
தொழிலாளி	trabajadora
தொழிலாளி	obrero
ஆன்ம	espiritual
