من	출신
شفاف	투명
شفاف	투명한
تمثيلية	대표자
تمثيلية	대표
زيلدا	젤다
رومانسي	낭만적
رومانسي	로맨틱
رومانسي	낭만주의
رومانسي	낭만
الموريتاني	모리타니
برقية	전보
الاسلحة	총기
الاسلحة	무기
باليه	발레
باليه	발레단
دريك	드레이크
المنسق	코디네이터
احتكار	독점
الوهم	망상
الوهم	착각
الوهم	환상
القذائف	미사일
سيرا	시에라
الملايو	말레이어
الملايو	말레이시아어
ماركت	슈퍼마켓
تقليديا	전통적으로
شروق	일출
الاعداد	설정
الاعداد	숫자
الاعداد	준비
الاعداد	설정하기
ريمون	레이몬드
ريمون	레이먼드
ستيفاني	스테퍼니
ستيفاني	스테파니
تخطي	스킵
قذيفة	유도탄
قذيفة	미사일
التقطير	증류
ملزمة	구속력
ملزمة	바인딩
التبخر	증발
تشريعات	입법
تشريعات	법률
ماونت	마운트
تدشين	취임식
غراندي	그란데
دروب	노선
دروب	경로
الثعابين	뱀과
الرحل	여행자
الرحل	여행객
سوزوكي	스즈키
تدوم	마지막
تدوم	라스트
عاليا	하이
عاليا	높음
متقاعد	퇴직
متقاعد	은퇴
اللؤلؤة	진주
ميرا	미라
رنين	울림
اجراءات	활동
اجراءات	행동
اجراءات	절차
اجراءات	동작
اجراءات	액션
التصميمات	설계
التصميمات	디자인
التصميمات	레이아웃
جينا	지나
توصية	추천
توصية	추천합니다
يضر	아파
شرائط	테이프
ساره	세라
ساره	새라
ساره	사라
ملون	채색
ملون	화려하다
المملوكية	맘루크
مصغرة	썸네일
مصغرة	미니어처
مصغرة	미니
الكسور	골절
الكسور	분수
تتدفق	흐르는
بلوم	블룸
المتر	미터
مكوك	셔틀
الصدق	정직
الصدق	성실
سائلة	리퀴드
سائلة	액체
كره	미움
كره	혐오
كره	증오
المحارب	워리어
المحارب	전사
ميتا	사망
ميتا	데드
المطورين	개발자
ياس	절망
بولو	폴로
انهار	붕괴
انهار	축소
المتكلم	스피커
فنسنت	빈센트
الغار	로렐
نبض	펄스
نبض	맥박
الدودة	벌레
رحيم	라힘
رحيم	자비로
السمية	독성
السمية	독성도
مربعات	제곱수
هيكتور	헥토르
هيكتور	헥터
جرف	선반
ناقد	평론
ناقد	비평가
ناقد	크리틱스
امكانية	잠재력
امكانية	퍼텐셜
امكانية	잠재
امكانية	가능성
امكانية	잠재적
الوعد	약속
جوهرة	보석
اغلاق	끄기
اغلاق	종료
اغلاق	닫아
اغلاق	셧다운
اغلاق	닫습니다
اغلاق	폐쇄
اغلاق	닫기
اغلاق	닫힘
عبء	부담
الحقيبة	가방
الحقيبة	봉지
كايلي	카일리
متعة	재미
كينغستون	킹스턴
كينغستون	킹스톤
تفاهم	이해
تفاهم	이해하기
المتفجرات	폭발물
نجاحات	성공
حواء	에이브
حواء	이브
المعقول	합리적
رئوي	허파
المتضررة	영향받음
المتضررة	손상
المتضررة	영향권
المتضررة	손상된
التبعية	의존성
التبعية	종속
التبعية	의존
كوبيه	쿠페
الفتحات	슬롯
الفتحات	구멍
الفتحات	구멍이
ريتشموند	리치먼드
ريتشموند	리치몬드
درو	드류
درو	드루
التلميذ	동공
التلميذ	학생
التلميذ	눈동자
فوجي	후지
القناع	마스크
الظلال	섀도
الظلال	그림자
نشرات	플라이어스
نشرات	팜플렛
بصلة	양파
غواصة	잠수함
غواصة	서브
الاختراق	침투
الاختراق	해킹
سالب	부정적
سالب	음성
سالب	음수
ذئب	볼프
ذئب	울프
ذئب	늑대
الشاحنات	트럭
رخص	라이센스
رخص	사용권
رخص	면허
رخص	라이선스
مراهقة	십대
تفاعلية	대화식
تفاعلية	대화형
تفاعلية	인터랙티브
تفشل	실패
بيكو	피코
تبسيط	단순화
تبسيط	간소화
الحصى	자갈
استراتيجي	전략적
ماتيو	마티외
خلقت	만들었습니다
خلقت	생성
بليك	블레이크
خوليو	훌리오
يحلم	꿈꾸고
هاو	하우
هاو	아마추어
الامتحان	시험
فيضان	대홍수
فيضان	홍수
امير	프린스
امير	아미르
امير	왕자
السفراء	대사
واقعي	현실적
انحدار	쇠퇴
انحدار	거부
انحدار	거절
التدمير	파괴
تفادي	회피
البروستاتا	전립선
مهجورة	버림
ريبيكا	리베카
ريبيكا	레베카
فوضى	혼돈
فوضى	카오스
فوضى	혼란
الثعبان	뱀과
نورماندي	노르망디
المنفعة	유틸리티
التفريغ	분비물
التفريغ	퇴원
التفريغ	방전
العنقودية	클러스터
العنقودية	성단
خياط	양복
خياط	양복점
ذبابة	날아라
ذبابة	플라이
ماكنتوش	매킨토시
راهب	몽크
المراجعات	리뷰
التايلاندية	타이
التايلاندية	태국어
التايلاندية	태국
مبارزة	결투
عطل	비활성화
احتفالية	축제
الالمان	독일인
الخراب	파멸
الخراب	폐허
انتحارية	자살
بخارى	부하라
غرينادا	그레나다
غرينادا	그레나다의
نقار	딱따구리
استديو	스튜디오
لوتس	로터스
الطبول	드럼은
الطبول	드럼
سيينا	시에나
عجينة	반죽
عجينة	붙여넣기
عجينة	반죽이
عجينة	붙이기
عجينة	반죽을
النبض	펄스
النبض	맥박
الحصبة	홍역
معروضة	표시됨
هايدن	헤이든
علنا	공개적으로
الركائز	기둥
القذف	명예훼손
القذف	사정
يقر	인정
الاعتداءات	공격
متطور	정교
متطور	정교한
يهودا	유대인
صب	부어
زورق	카누
زورق	보트
تيرا	테라
رغبات	욕망
رغبات	소원
رغبات	소망
رغبات	욕구
التشكيلات	컬렉션
التشكيلات	모음집
المصغرة	썸네일
غريس	그레이스
غريس	은혜
سحلية	도마뱀
سحلية	도마뱀과
الخصوم	부채
معاينة	미리보기
برك	축복
برك	수영장
المصفوفات	행렬
متواصل	연속
متواصل	지속
الجيتار	기타
قوام	텍스처
قوام	질감
تجميد	동결
تجميد	꼼짝
تجميد	냉동
المرجان	산호
النعيم	하늘
النعيم	천국
نقرات	클릭
العروش	왕좌
المديرين	매니저
السودانيين	수단
سراييفو	사라예보
غينيس	기네스
الوزيرة	장관
شيطان	악마
الجلود	가죽
نواتج	출력
نحل	벌벌
نحل	꿀벌
الجرانيت	화강암
الفخر	프라이드
الفخر	자존심
الشرطي	캅카스
الشرطي	경찰
مدرسه	학원
مدرسه	학교는
مدرسه	스쿨
مدرسه	학교
سلعة	물품
شاحنات	트럭
الجمهوريين	공화당
ممرضة	간호
ممرضة	간호사
نواكشوط	누악쇼트
تعاقد	계약서
تعاقد	계약
شقراء	금발이
شقراء	금발
جونستون	존스턴
تشاك	투척
تشاك	척척
كيا	기아
المكاسب	이득
المكاسب	이득이
المرافقة	호위
احيانا	때로는
احيانا	가끔
احيانا	가끔은
احيانا	때때로
باولا	폴라
البنجاب	펀자브
ليزلي	레슬리
السلمون	연어
يهزم	비트
جريج	그레그
جريج	그렉
عذراء	버진
عذراء	처녀
ساوثهامبتون	사우샘프턴
الخياطة	바느질
جاكلين	재클린
جهنم	지옥
خلوية	셀룰러
الاهتمامات	관심사
حرج	크리티컬
حرج	어색한
تحذيرات	경고
بنادق	소총
محمل	로더
المصعد	엘리베이터
المصعد	엘레베이터
المصعد	승강기
امريكا	미국
امريكا	아메리카
التحيز	편견
التحيز	편향
هور	라호르
فائض	잉여
فائض	초과
قرد	몽키
قرد	원숭이
جيرالد	제럴드
الشفاه	입술이
الشفاه	입술
حتمية	불가피한
حتمية	불가피
الاف	수천
الاف	수천만
لامع	밝은
لامع	밝고
لامع	밝게
لامع	밝아
ربي	주님
قرحة	위궤양
قرحة	궤양
تجريد	추상
تجريد	추상화
مقترحات	추천
مقترحات	제안
تشوي	최다
الوردة	로즈
الوردة	장미
كوبرا	코브라
الاولمبية	올림픽
البدائل	대안
تاسيس	창립
الليمور	여우원숭이
المشجعين	치어리더
تفاوت	차이
الخوارزميات	알고리즘
زبدة	버터
الادب	문학
حلة	수트
حلة	양복
حلة	슈트
ذنب	죄책감
المقررات	결정
جوردون	고든
زجاجي	잔다
زجاجي	유리
زجاجي	글래스
الكترونية	전자
الكترونية	일렉트로닉
اندونيسيا	인도네시아어
اندونيسيا	인도네시아
استديوهات	스튜디오스
استديوهات	스튜디오
التوصيات	추천
سانتو	산토
اسرائيل	이스라엘
النمذجة	모델링
فكرت	생각
بوكر	포커
تفكر	생각
جني	지니
المذكرة	각서
المذكرة	메모
هليكوبتر	헬기
هليكوبتر	헬리콥터
يود	소원
يود	소망
بلفور	밸푸어
توركو	투르쿠
الفداء	구원
متداخلة	중복
قرض	대출
قرض	융자
موازية	평행
موازية	병렬
تومسون	톰프슨
التطوع	자원봉사
التطوع	자원봉사자
التطوع	봉사활동
التخلف	기본값
التخلف	기본
نيكو	니코
نيكو	니코니코
هولي	홀리
قطط	고양이
ستارك	스타크
الخطب	연설
صدقة	자선단체
صدقة	자선
خلوي	셀룰러
العوالم	세계
الياسمين	자스민
التهمة	청구
التهمة	충전
التهمة	전하
السهام	화살
السهام	화살표
متطابقة	동일함
متطابقة	동일한
متطابقة	동일
ثوران	분출
المراسلات	메시지
المراسلات	메시징
الغسيل	세척
الغسيل	씻기
الغسيل	빨래
الغسيل	세탁소
الغسيل	세탁
يدوي	매뉴얼
يدوي	수동
يدوي	설명서
ساحرة	마녀
جبن	치즈
فيروسي	바이러스성
نمذجة	모델링
رصاصة	탄환
رصاصة	총알
فريدون	독특한
فريدون	고유
بطيء	느려
بطيء	느리게
بطيء	느린
يشتبه	의심
الكافيين	카페인
سمسم	참깨
الموائل	서식지
انبعاثات	방출
انبعاثات	배출량
انبعاثات	배출권
انبعاثات	배기가스
انبعاثات	배출
عشتار	이슈타르
عشتار	이슈타르의
التبشيرية	선교사
العدة	툴킷
طلاق	이혼
نغمة	벨소리
التدخلات	간섭
التدخلات	개입
المرح	재미
ريح	바람
بيتهوفن	베토벤
المطور	개발자
الرباعية	사중주
الرباعية	콰르텟
قص	무용
قص	댄스
الاستنتاج	결론
ديكسون	딕슨
المعجزة	기적
الاوراق	종이
الاوراق	페이퍼
الاوراق	신문
الاوراق	서류
المجرم	범죄자
ميليشيا	민병대
سابع	일곱번째
طفح	발진이
طفح	발진
يستمع	청취
يستمع	듣기
الزائرين	방문자
الزائرين	방문객
سائح	관광객
وكلاء	에이전트
وكلاء	프록시
التحذير	경고
قفص	케이지
قفص	새장
استنساخ	복제
استنساخ	클론
الافتراض	승천
جيبسون	깁슨
ترحيل	이전
ترحيل	추방
العطور	향수
عجب	원더
عجب	궁금해
المحادثة	대화
المحادثة	대화하기
الجاني	범죄자
كالسيوم	칼슘
ضخامة	규모
ضخامة	등급
الفائزون	수상자
الفائزون	우승자
الفائزون	승자
الغنائم	전리품
الميلان	적위
جيريمي	제레미
طبخ	요리
المتاخمة	인접한
المتاخمة	인접
التطرف	극단주의
الاستنساخ	복제
مكن	사용하기
مكن	활성화
تحركت	감동
المعدلات	평균
عبقرية	천재
فولفغانغ	볼프강
الجيران	이웃들
الجيران	이웃
جيتار	기타
الفضول	궁금해
الفضول	호기심
الزرع	이식
التحسين	개선
التحسين	향상
التحسين	최적화
المبالغة	과장
الاهداف	목표
الاهداف	타겟
متبادل	상호
خطى	발자국
خطى	발자취
تيك	테크
تيك	진드기
تيك	눈금
تيك	기술
تيك	체크
كيث	키스
سندرلاند	선덜랜드
التصحر	사막화
ايدي	에디
المتسابق	참가자
ساندي	샌디
هارفرد	하버드
خوادم	서버
بانوراما	파노라마
رش	스프레이
رش	러쉬
رش	스플래시
الكروموسومات	염색체
ثغرة	간격
نفايات	휴지통
نفايات	쓰레기통
