ve	en
muhabir	verslaggeefster
müsait	beschikbaar
müsait	verkrijgbaar
müsait	beschikbare
hacılar	pelgrims
sloven	sloveense
sloven	slovenen
sloven	sloveens
prensip	principe
prensip	beginsel
bedel	prijzen
bedel	prijs
ayran	karnemelk
anormal	abnormaal
anormal	abnormale
anormal	afwijkend
diktatör	dictatoriale
belirsizlik	spanning
belirsizlik	onzekerheden
belirsizlik	dubbelzinnigheid
belirsizlik	vaagheid
belirsizlik	onzekerheid
gözlemlenebilir	waarneembaar
gözlemlenebilir	waarneembare
mum	kaarsje
mum	kaarsjes
mum	kaarsen
mum	kaars
sat	verkopen
sat	verkoop
sonuçsuz	onbeslist
silindirik	cilindrische
yanık	verbrand
yanık	brandwonden
yanık	verbranden
yanık	brand
yanık	aangebrand
yanık	branden
çerçevesi	kader
lisansüstü	postdoctorale
düzenleyici	hoofdredacteur
düzenleyici	organisator
düzenleyici	bewerker
düzenleyici	componist
düzenleyici	redacteur
düzenleyici	uitgever
koordinatları	coördinaten
yaşa	leven
yaşa	leef
gizlilik	geheimhouding
gizlilik	vertrouwelijk
gizlilik	vertrouwelijkheid
standartlar	standaards
standartlar	standaarden
standartlar	normen
obüs	houwitser
stratejisi	strategie
emevi	omajjaden
eleştirdi	bekritiseerde
eleştirdi	bekritiseerd
korunmak	bescherming
avuç	handpalm
avuç	handpalmen
avuç	handvol
avuç	palmen
avuç	handjevol
gör	zien
gör	zie
gör	uitzicht
gör	bekijk
gör	weergave
gör	bekijken
reyting	waarderingen
reyting	beoordelingen
reyting	beoordeling
reyting	waardering
reyting	kijkcijfers
kapatılmış	gehandicapten
kapatılmış	invalide
kapatılmış	uitgeschakeld
kapatılmış	gehandicapt
kapatılmış	gesloten
kapatılmış	gehandicapte
kapatılmış	afgesloten
kapatılmış	gedeactiveerd
vatandaşlar	burgers
vatandaşlar	staatsburgers
alabalık	forel
alabalık	zalm
trajik	tragisch
trajik	tragische
farklar	verschillen
ilerici	progressieve
ilerici	progressief
ilerici	vooruitstrevend
çıkmaz	impasse
çıkmaz	patstelling
psikolog	psycholoog
büyür	groeit
büyür	groeien
çeviriler	vertalingen
deneyleri	beproevingen
deneyleri	proeven
tempo	tempo
sponsorluk	sponsoring
öküz	jak
öküz	ossen
sarımsı	geelachtig
vay	amai
vay	wauw
kereste	hout
hikayeler	verhaaltjes
hikayeler	verhalen
hikayeler	verslagen
pulları	stempels
pulları	postzegels
pulları	zegels
rahim	baarmoeder
emirler	bestellingen
emirler	bevelen
algoritma	algoritmes
algoritma	algoritme
algoritma	algoritmen
komünistler	communisten
gerçekleri	feiten
konuş	spreken
konuş	praten
konuş	spreek
konuş	praat
elleri	handen
elleri	handjes
fizikçiler	natuurkundigen
fizikçiler	fysici
şeftali	perzik
şeftali	perziken
çıkartma	winning
çıkartma	extractie
zorluklar	ontberingen
zorluklar	moeilijkheid
zorluklar	moeilijkheden
zorluklar	moeilijkheidsgraad
zorluklar	uitdagingen
dikiş	naaien
dikiş	gehecht
dikiş	hechten
dikiş	ritsen
dikiş	hechting
dikiş	naai
dikiş	hechtingen
kardeşim	broer
kardeşim	broertje
kardeşim	broeder
bozukluk	wanorde
bozukluk	stoornis
paketleri	pakketjes
paketleri	pakketten
paketleri	arrangementen
paketleri	colli
paketleri	pakjes
paketleri	verpakkingen
barışçıl	vreedzame
barışçıl	vredig
barışçıl	vreedzaam
tanımlı	gedefinieerde
tanımlı	omschreven
tanımlı	gedefinieerd
cinsellik	seksualiteit
cinsellik	geslacht
cinsellik	seksueel
cinsellik	seksuele
cinsellik	seks
eklenti	uitbreiding
eklenti	verlenging
eklenti	extensie
eklenti	bijlage
eklenti	gehechtheid
eklenti	stekker
ejder	draken
ejder	draak
insanlı	bemande
insanlı	bemand
rahatça	comfortabel
ekleyin	voeg
ekleyin	toevoegen
kene	tik
kene	teek
inançları	overtuigingen
şişman	vet
şişman	dik
şişman	dikke
hastalar	patiënten
hastalar	patienten
dengesi	evenwicht
dengesi	balans
dengesi	saldo
fişek	patronen
fişek	vuurpijl
fişek	patroon
ağaçkakan	specht
cidden	echt
cidden	serieus
cidden	werkelijk
ağırlıkları	gewicht
ağırlıkları	gewichten
hain	verrader
mürekkep	inkt
kurtuluşu	zaligheid
kurtuluşu	redding
kurtuluşu	verlossing
işletmeler	bedrijven
işletmeler	ondernemingen
gönder	versturen
gönder	indienen
gönder	verzenden
gönder	sturen
gönder	stuur
sefa	voorspraak
yağma	plunderen
yağma	buit
yağma	plundering
yağma	plunderingen
tamamlamak	voltooien
kapsamı	draagwijdte
kapsamı	toepassingsgebied
kapsamı	reikwijdte
mübarek	gezegend
mübarek	zalig
mübarek	gezegende
minik	klein
minik	kleine
minik	piepklein
minik	weinig
kışla	barak
kışla	kazerne
kışla	barakken
paylaşımı	delen
isı	warmte
isı	hitte
isı	temperatuur
meme	borst
meme	borsten
cirit	speer
kataloğu	catalogus
bazılarını	sommigen
bazılarını	enkele
bazılarını	sommige
sebepler	redenen
füzyon	kernsplijting
füzyon	fusie
füzyon	kernfusie
ilgisiz	onbelangrijk
ilgisiz	onverschillig
etrafını	omringen
etrafını	omsingelen
öneriler	suggesties
öneriler	voorstellen
öneriler	aanbevelingen
lama	lama
bedensel	stoffelijk
kaplumbağa	schildpadden
kaplumbağa	schildpad
gönderilmiş	gestuurd
gönderilmiş	verstuurd
gönderilmiş	verzonden
gömlek	hemden
gömlek	hemd
gömlek	overhemden
gömlek	overhemd
sans	geluk
yakalar	vangt
yakalar	vangst
yakalar	vangsten
maskeli	gemaskerd
maskeli	gemaskerde
maskeli	maskers
maskeli	maskerade
maskeli	masker
beyler	kerels
beyler	jongens
beyler	heren
delikler	perforaties
delikler	gaten
temyiz	beroep
hediyeler	cadeautjes
hediyeler	kado
hediyeler	geschenken
hediyeler	presenteert
hediyeler	cadeaus
batarya	batterij
batarya	accu
batarya	batterijen
erzak	leveringen
erzak	voorraad
erzak	benodigdheden
erzak	voorraden
erzak	bevoorrading
erzak	bepalingen
beklemek	afwachten
beklemek	wachten
beklemek	wachtende
yeme	eten
tembel	luie
tembel	luilak
tembel	lui
pompa	pomp
pompa	pompen
ispanyollar	spanjaarden
ispanyollar	spaans
ispanyollar	spaanse
şifa	genezing
şifa	helende
şifa	genezen
galaktik	galactische
yeşiller	groenen
benekli	gespikkelde
benekli	gespot
çene	onderkaak
çene	kin
çene	kaak
müşterek	gezamenlijke
müşterek	gewricht
arktik	noordpool
arktik	noordpoolgebied
arktik	arctische
kayıtsız	ongeregistreerde
kayıtsız	onverschillig
yorgun	moe
yorgun	uitgeput
yorgun	vermoeid
yorgun	doodmoe
koreograf	choreograaf
söyleyin	zeg
söyleyin	zeggen
zirvede	top
zirvede	topconferentie
vesile	gelegenheid
yat	jacht
hatıra	geheugen
hatıra	herinnering
hatıra	herinneringen
hatıra	aandenken
duyu	zintuigen
duyu	sensorische
duyu	zintuiglijke
tozu	kruit
tozu	poeder
karışım	mengsel
kin	haat
kin	rancune
kin	wrok
karınca	mieren
karınca	mier
cerrah	chirurg
galaksiler	sterrenstelsels
kolaylaştırmak	faciliteren
kolaylaştırmak	vergemakkelijken
demokratlar	democraten
ebeveynler	ouders
ebeveynler	moedermaatschappij
ebeveynler	ouder
piskopos	bisschop
piskopos	loper
habersiz	onaangekondigde
habersiz	onaangekondigd
giyer	draagt
afiş	affiche
afiş	vaandel
afiş	spandoek
sorunsuz	glad
sorunsuz	soepel
sorunsuz	onbezorgde
sorunsuz	gladde
sınıfları	klaslokalen
sınıfları	klassen
sınıfları	lessen
rahibe	zusje
rahibe	non
rahibe	zus
rahibe	zuster
yarasa	vleermuizen
yarasa	knuppel
yarasa	bbt
yarasa	vleermuis
riyad	riyad
şükran	dankbaarheid
balistik	ballistische
balistik	ballistiek
şekiller	cijfers
şekiller	vormen
şekiller	figuren
salgını	pandemie
türev	afgeleid
türev	afgeleide
türev	derivaat
yaymak	verspreiden
casusluk	spionage
casusluk	spioneren
casusluk	bespioneren
casusluk	spion
eğilimli	leunen
eğilimli	neig
eğilimli	geneigd
yolsuzluk	corrupte
yolsuzluk	corruptie
atölye	werkplaats
sos	jus
sos	saus
sos	sauzen
görülmüş	waarneming
sardinya	sardinië
yetiştirmek	opvoeden
adanmış	opgedragen
adanmış	toegewijd
adanmış	toegewijde
adanmış	gewijd
ardışık	opeenvolgende
modellik	modellering
modellik	modelleren
rehabilitasyon	afkicken
rehabilitasyon	rehabilitatie
rehabilitasyon	revalidatie
rehabilitasyon	herstel
rehabilitasyon	afkickkliniek
öldürücü	dodelijk
öldürücü	fataal
öldürücü	dodelijke
öldürücü	fatale
nişanlısı	verloofde
mesafeli	verre
mesafeli	afstandelijk
çarpışmalar	botsingen
revizyon	herziening
revizyon	revisie
çilek	aardbeien
çilek	aardbei
düşürür	verlaagt
lokal	plaatselijk
lokal	lokaal
lokal	lokale
dilbilimci	taalkundige
sürdürülebilir	duurzaam
sürdürülebilir	duurzame
yansıması	weerspiegeling
yansıması	bezinning
yansıması	spiegelbeeld
yansıması	reflectie
anılar	memoires
anılar	herinnering
anılar	herinneringen
anılar	geheugen
yağmurlu	regenachtige
tekrarlanan	repetitieve
tekrarlanan	herhaald
tekrarlanan	terugkerend
tekrarlanan	herhaalde
tekrarlanan	terugkerende
durgun	stagnerende
durgun	stilstaand
hoşgeldin	welkom
hoşgeldin	welkome
irtibat	contactpersoon
ferah	ruim
ferah	ruime
irade	wilskracht
isyancılar	rebellen
isyancılar	opstandelingen
isyancılar	relschoppers
anka	feniks
emisyon	emissie
emisyon	uitstoot
emeklilik	pensioen
emeklilik	pensioenen
emeklilik	pensionering
verimliliği	doeltreffendheid
verimliliği	doelmatigheid
verimliliği	efficiëntie
verimliliği	productiviteit
harmonik	harmonische
harmonik	harmonisch
hadise	voorval
perakende	kleinhandel
perakende	detailhandel
diplomasi	diplomatieke
diplomasi	diplomatiek
diplomasi	diplomatie
ezgi	deuntje
teşebbüs	geprobeerd
teşebbüs	poging
ayırma	afscheiding
ayırma	scheiding
çizilmiş	getrokken
çizilmiş	gekrast
güçsüz	machteloos
güçsüz	slap
güçsüz	zwakke
güçsüz	zwak
güçsüz	zwakken
müzeler	musea
erotik	erotisch
erotik	erotische
kutlama	huldiging
kutlama	viering
kutlama	vieren
rab	heer
rab	heere
balon	ballon
balon	bubbel
balon	luchtballon
balon	zeepbel
balon	ballonnen
zalim	wreed
zalim	tiran
zalim	onrechtvaardig
zalim	wrede
zalim	onrechtvaardige
tuzak	valkuil
tuzak	vallen
tuzak	hinderlaag
tuzak	valstrik
tuzak	instellen
hatlar	lijnen
konferanslar	conferenties
konferanslar	congressen
çehov	tsjechov
hadım	castreren
hadım	castratie
eksiklik	deficiëntie
eksiklik	tekort
eksiklik	gemis
eksiklik	tekortkoming
eksiklik	gebrek
eksiklik	ontbreken
eksiklik	onvolledigheid
avrupalılar	europeanen
imzalı	gesigneerd
imzalı	getekend
imzalı	ondertekende
imzalı	ondertekend
piramit	piramides
piramit	piramiden
piramit	piramide
depresyon	depressies
depresyon	depressie
kemikleri	botten
kemikleri	beenderen
çingene	zigeuners
çingene	zigeuner
iskandinavya	scandinavië
ödünç	leende
ödünç	lening
ödünç	leen
ödünç	lenen
ödünç	geleend
ödünç	geleende
gösterişli	sierlijke
tektonik	tektonische
sokaklarda	straat
sokaklarda	straatjes
sokaklarda	straten
öner	suggereren
kanatlar	flappen
kanatlar	kleppen
kanatlar	vleugels
vicdan	geweten
azaldı	verminderd
azaldı	afgenomen
azaldı	verminderde
azaldı	verlaagd
azaldı	gedaald
azaldı	verlaagde
öyleyse	daarna
öyleyse	dan
pekmez	melasse
pekmez	stroop
katalan	catalaanse
katalan	catalaans
tesadüfen	overigens
tesadüfen	toevallig
elementler	elementen
ayrımcılık	discrimineren
ayrımcılık	discriminatie
ayrımcılık	segregatie
islamcı	islamitisch
islamcı	islamitische
feda	offeren
feda	offer
feda	opoffering
çakıl	grind
çakıl	steentje
kazaları	ongevallen
kazaları	ongelukken
taşımacılık	transport
taşımacılık	vervoer
zarif	sierlijke
zarif	sierlijk
zarif	elegante
zarif	gracieus
başladım	begonnen
başladım	gestart
başladım	begon
başladım	opgestart
teftiş	inspecties
teftiş	keuring
teftiş	inspectie
bağlayıcı	bindmiddel
bağlayıcı	bindende
bağlayıcı	bindend
yurttaş	burger
hastalıklara	ziektes
hastalıklara	ziekten
gelirleri	inkomen
gelirleri	inkomens
gelirleri	opbrengsten
gelirleri	inkomsten
yerleştirme	inbedding
yerleştirme	insluiten
yerleştirme	plaatsing
panik	paniek
börek	taart
üretme	produceren
müsabaka	mededinging
müsabaka	competitie
müsabaka	concurrentie
militan	militante
toplantılar	vergaderingen
toplantılar	ontmoetingen
toplantılar	bijeenkomsten
atmosferik	atmosferische
modifiye	aangepast
modifiye	gemodificeerd
modifiye	gewijzigd
modifiye	wijzigen
modifiye	aanpassen
filtre	filteren
haneli	cijfer
kümes	pluimvee
kümes	gevogelte
kokulu	stinkende
kokulu	geurige
kuraklık	droogte
kompakt	compacte
rakamlar	nummers
rakamlar	figuren
rakamlar	cijfers
rakamlar	getallen
rakamlar	aantallen
atama	aanwijzen
atama	toekennen
atama	aanduiden
atama	opdracht
atama	toewijzen
formları	formulieren
formları	vormen
tümör	tumor
tümör	tumoren
milis	militie
milis	paramilitaire
milis	milities
hazırlama	renderen
büyümüş	groeiden
büyümüş	groeide
büyümüş	gekweekt
büyümüş	gegroeid
girişimci	ondernemer
yiyecekler	levensmiddelen
yiyecekler	voedingsmiddelen
yaşlılar	ouderen
yaşlılar	bejaarde
yaşlılar	oudjes
yaşlılar	senioren
yaşlılar	laatstejaars
yaşlılar	bejaarden
ostrogotlar	ostrogoten
kesici	snijders
sabun	zeep
önleyici	preventieve
önleyici	preventief
gerginlik	nervositeit
gerginlik	spanning
gerginlik	spanningen
yenisey	jenisej
operasyonlar	operaties
operasyonlar	bewerkingen
merhum	overledene
merhum	overledenen
merhum	overleden
tersane	scheepswerf
bilinci	bewustzijn
yaşları	leeftijden
kurtardı	gered
kurtardı	bewaard
kurtardı	opgeslagen
acemi	rekruteren
acemi	beginneling
acemi	rekruut
acemi	beginnende
acemi	nieuweling
acemi	beginners
acemi	beginner
acemi	groentje
itaat	gehoorzaamheid
itaat	gehoorzaam
itaat	gehoorzamen
yufka	zacht
yufka	zachte
kubbeli	gewelfde
profesörlük	hoogleraarschap
memleket	woonplaats
memleket	geboorteplaats
memleket	geboortestad
sanayici	industrieel
gönderen	verzender
gönderen	afzender
tut	vasthouden
dostoyevski	dostojevski
arttırır	verhogingen
arttırır	verhoogt
boyutlar	dimensies
boyutlar	afmetingen
dağılması	ontbinding
dağılması	ontbinden
sosyolog	socioloog
tork	koppel
olimpiyatlar	olympische
veraset	successie
sendika	vakbond
sendika	bonden
sendika	vakbonden
sendika	syndicaat
sendika	unie
muhafızlar	bewaarders
muhafızlar	bewakers
muhafızlar	hoeders
muhafızlar	wachters
arabaları	karren
arabaları	rijtuigen
arabaları	karretjes
benzersiz	uniciteit
benzersiz	uniek
benzersiz	unieke
krom	chroom
güçlendirmek	versterken
güçlendirmek	versterking
sinemalarda	bioscopen
baharat	specerijen
baharat	kruiden
baharat	kruid
fotoğrafçılık	fotograferen
fotoğrafçılık	fotografie
özelleştirme	privatiseren
özelleştirme	privatiseringen
özelleştirme	privatisering
kısaltılmış	ingekort
kısaltılmış	verkort
metalik	metalen
özetle	samenvatten
erime	smelt
erime	smelten
faul	overtreding
turneye	toeren
deyim	zin
deyim	idioom
deyim	uitdrukking
deyim	expressie
sondaj	boren
sondaj	boringen
düşürüldü	verminderd
düşürüldü	afgenomen
düşürüldü	verminderde
düşürüldü	verlaagd
düşürüldü	gedaald
düşürüldü	verlaagde
eşcinsellik	homoseksualiteit
amerikalılar	amerikanen
amerikalılar	amerikaan
kahramanlık	heldendom
kahramanlık	held
kahramanlık	heldendaden
meditasyon	meditatie
meditasyon	meditatieve
meditasyon	mediteren
meditasyon	meditaties
abaza	geil
güz	herfst
güz	vallen
köprüler	bruggen
köprüler	assen
dayanıklılık	duurzaamheid
dayanıklılık	taaiheid
dayanıklılık	uithoudingsvermogen
yüzen	zwevende
yüzen	zwevend
yüzen	zweven
yüzen	drijver
yüzen	drijvend
yüzen	zweef
yüzen	drijvende
yüzen	drijven
öfke	humeur
öfke	toorn
öfke	kwaadheid
öfke	boosheid
öfke	driftig
öfke	temperament
öfke	woede
öfke	razernij
sempozyumu	colloquium
bankalar	banken
heteroseksüel	heteroseksuele
formüle	geformuleerd
formüle	geformuleerde
bildirim	kennisgeving
bildirim	meldingen
bildirim	melding
bildirim	notificatie
bildirim	aanmelding
bildirim	aanmeldingen
ölçek	schalen
ölçek	schaal
katip	griffier
katip	klerk
katip	bediende
bekliyor	afwachten
bekliyor	wachten
bekliyor	wachtende
fosfat	fosfaat
mucize	mirakel
mucize	wonder
mucize	wonderen
mucize	mirakels
kaşık	lepel
kaşık	lepeltje
kaşık	lepels
saygılı	respectvolle
saygılı	respectvol
gübre	mest
gübre	kunstmest
gübre	meststof
gübre	meststoffen
etkinliğini	doeltreffendheid
etkinliğini	doelmatigheid
etkinliğini	werkzaamheid
etkinliğini	effectiviteit
pusula	passer
pusula	kompas
pusula	kompassen
larva	larve
larva	larven
nehirleri	rivieren
genişleyen	uitbreiden
kalıntı	residu
kalıntı	residuen
kalıntı	relikwie
silikon	siliconen
silikon	silicium
altmış	zestig
mevsimlik	seizoensgebonden
nikah	trouwfeest
nikah	bruiloft
nikah	huwelijk
cevaplar	antwoorden
cevaplar	reacties
sanık	verdachte
sanık	beschuldigd
sanık	beschuldigde
sanık	gedaagde
sanık	beklaagde
sanık	verweerder
dipnot	voetnoot
medeniyet	beschaving
yamaçlarında	hellingen
yamaçlarında	pistes
düşünürler	denkers
barbar	barbaar
barbar	barbaarse
barbar	barbaars
maymunlar	apen
maymunlar	aapjes
yakut	robijn
yakut	robijnen
yarası	wond
yarası	wonde
eşini	echtgenote
eşini	echtgenoot
ölçme	meting
ölçme	maatstaf
ölçme	meet
ölçme	meten
ölçme	metingen
ölçme	opmeten
ölçme	maatregel
markalar	merken
markalar	handelsmerken
açılacak	opent
sarımsak	knoflook
lezzetli	smakelijk
lezzetli	heerlijk
lezzetli	lekker
lezzetli	heerlijke
kirliliği	vervuiling
kirliliği	verontreiniging
bereketli	weelderige
bereketli	vruchtbare
bereketli	vruchtbaar
bereketli	weelderig
taciz	lastigvallen
taciz	intimidatie
taciz	misbruiken
taciz	pesterijen
taciz	misbruik
taciz	mishandeling
kertenkele	hagedissen
kertenkele	gekko
kertenkele	hagedis
lejyonu	legioen
define	schat
define	schatten
çığlık	schreeuw
çığlık	gillen
çığlık	geschreeuw
çığlık	schreeuwt
çığlık	schreeuwen
çığlık	gegil
çığlık	schreeuwend
şeffaf	transparant
şeffaf	doorzichtigheid
şeffaf	doorzichtig
şeffaf	transparantie
şeffaf	doorzichtige
şeffaf	transparante
şeffaf	cellofaan
kölelik	slavernij
virüsler	virussen
cebirsel	algebraïsche
mahalleler	buurten
mahalleler	wijken
aktivite	activiteit
sırlar	geheimen
gorbaçov	gorbatsjov
dayanak	veronderstelling
kendime	mijzelf
kendime	ikzelf
kendime	mezelf
kendime	zelf
cüceler	dwergen
cüceler	kabouters
sevgilim	schat
sevgilim	lieveling
transkripsiyon	transcriptie
vergiler	belastingen
vergiler	belasting
kabartma	bakken
benzerliği	gelijkenissen
benzerliği	gelijkenis
taslağı	omtrek
taslağı	contouren
iyileştirme	genezing
iyileştirme	verbetering
iyileştirme	helende
iyileştirme	genezen
porsuk	dassen
porsuk	das
kübalı	cubaans
kübalı	cubaan
kübalı	cubaanse
uzmanlaşmış	gespecialiseerd
bacaklar	beentjes
bacaklar	poten
bacaklar	benen
horoz	haan
horoz	pik
horoz	lul
horoz	hanen
buharlı	stoomschip
buharlı	stoomboot
operatörü	exploitant
operatörü	telefoniste
biseksüel	biseksueel
dergiler	tijdschriften
boykot	boycotten
boykot	boycot
otobiyografik	autobiografisch
hic	ooit
hic	nooit
zekâ	inlichtingen
zekâ	inlichtingendienst
zekâ	intelligentie
yaramaz	ondeugende
yaramaz	ondeugend
yaramaz	stout
yaramaz	stoute
uyduları	manen
uyduları	satellieten
baskıcı	onderdrukkende
baskıcı	repressieve
baskıcı	repressief
ateist	atheïsten
ateist	atheïst
takı	sieraden
takı	juwelen
incili	evangelie
incili	bijbel
haftasonu	weekenden
haftasonu	weekeinde
haftasonu	weekendje
muhabbet	gesprek
muhabbet	conversatie
muhabbet	chatten
yalnızlık	eenzame
yalnızlık	eenzaam
yalnızlık	eenzaamheid
dalış	duiken
dalış	duik
kuklacılık	poppenspel
şanghay	sjanghai
ayin	massa
ayin	rituelen
ayin	ritueel
ayin	rituele
entropi	entropie
diskalifiye	diskwalificatie
diskalifiye	gediskwalificeerd
trompet	trompet
dizin	map
önerileri	suggesties
önerileri	voorstellen
hafifçe	lichtelijk
hafifçe	enigszins
hafifçe	lichtjes
yandı	afgebrand
yandı	aangebrand
yandı	verbrand
safra	gal
safra	brutaliteit
departmanı	departement
departmanı	afdeling
patlıcan	aubergine
kıyafetler	kledij
kıyafetler	kleding
kıyafetler	kleren
sefarad	sefardische
hakikat	waarheid
hakikat	werkelijkheid
hakikat	realiteit
bağlamak	binden
yakışıklı	knap
yakışıklı	knappe
protestolar	protest
protestolar	protesten
melodik	melodische
koloniler	kolonies
koloniler	koloniën
defter	notitieboekje
defter	notitieboek
dernekleri	verenigingen
dernekleri	associaties
enfekte	geïnfecteerde
enfekte	besmet
enfekte	infecteren
enfekte	besmetten
enfekte	geïnfecteerd
enfekte	ontstoken
eksiksiz	grondige
eksiksiz	grondig
