மற்றும்	그리고
நெற்றியில்	이마
பொறுப்பான	책임감
பொறுப்பான	책임
கன்று	종아리
கன்று	송아지
தீவிரவாதம்	테러
தீவிரவாதம்	테러리즘
குறுக்கீடு	간섭
குறுக்கீடு	인터럽트
எள்	참깨
வடிவமைக்க	설정
மனப்பான்மை	태도
எட்ஜ்	엣지
எட்ஜ்	모서리
செய்கிறான்	원인
மாவீரன்	워리어
மாவீரன்	전사
டொமினிக்கன்	도미니카
ஆன்மீகம்	정신적
மெகாடெத்	메가데스
அனைவருமே	다들
உள்நாட்டில்	국소
வியூகம்	전략
மாம்பழம்	망고
கழுதை	당나귀
வயிற்றுப்போக்கு	설사
நம்பிக்கையுடன்	바라며
கிரகம்	행성
கிரகம்	플래닛
தலைக்கு	머리
தலைக்கு	헤드
மாறிவிட்டது	변경되었습니다
மாறிவிட்டது	바꿨다
மாறிவிட்டது	변경됨
மியாமி	마이애미
பொறித்த	볶음
பொறித்த	튀김
நிக்கோலஸ்	니콜라스
நிக்கோலஸ்	니컬러스
நிக்கோலஸ்	니콜라우스
கொரில்லா	고릴라
மோகம்	열정
தெரிவித்துக்	방문
கால்நடைகள்	가축
ஓட்டோ	오토
நாளைய	내일
சிர்க்கோனியம்	지르코늄
சந்தர்ப்பம்	문맥
சந்தர்ப்பம்	맥락
ஆண்டர்சன்	앤더슨
சிக்னல்	신호기
சிக்னல்	신호
சிக்னல்	시그널
மோடம்	모뎀
கிளென்	글렌
காபூல்	카불
பேச்சாளர்கள்	스피커
எலிகள்	생쥐
வைன்	와인
வைன்	포도주
வாடிக்கையாளரின்	클라이언트
பட்டினி	굶주림
பட்டினி	기아
திறக்கும்	개봉
திறக்கும்	오프닝
மருமகன்	조카
கிரகங்கள்	행성
காவி	사프란
தோழன்	짝꿍
தோழன்	메이트
நாட்டியம்	무용
நாட்டியம்	댄스
நிறைவுற்ற	포화
கடனை	채무
கடனை	부채
உபரி	엑스트라
உபரி	잉여
குட்டிகள்	강아지
குட்டிகள்	컵스
மணமகள்	신부
நிரூபிக்க	증명
சொல்லாட்சி	수사학
ஒலிகள்	소리
ஜோர்டான்	조르당
ஜோர்டான்	조던
பிரபஞ்சம்	갤럭시
பிரபஞ்சம்	우주
பிரபஞ்சம்	은하
சிறுநீரகம்	콩팥
சிறுநீரகம்	신장
மறக்க	잊어
பிளாங்க்	플랑크
நடித்தது	출연
நடித்தது	주연
ரூபி	루비
அத்தை	고모
அத்தை	이모
அத்தை	이모가
அத்தை	숙모
துரோகம்	반역죄
துரோகம்	배신
துரோகம்	반역
சரியா	오른쪽
பிட்டு	비트
கார்லோ	카를로
ஆரியர்	아리아인
பண்பேற்றம்	변조
திரி	트라이
படுக்கையில்	침대
விவசாயி	농부
வழங்குநர்	공급자
வழங்குநர்	주최
வழங்குநர்	제공자
வழங்குநர்	호스트
பதினொன்று	일레븐
வெளிநாட்டில்	해외로
வெளிநாட்டில்	해외
திறமைகளை	탤런트
திறமைகளை	재능
நிற்பது	스탠딩
முன்னேற்றத்தை	진행
முகமூடி	마스크
கோல்ட்மேன்	골드만
மொழிபெயர்க்கப்பட்டது	번역
பட்லர்	버틀러
காட்டப்பட்டது	버리기
காட்டப்பட்டது	무시
காட்டப்பட்டது	삭제
காட்டப்பட்டது	표시됨
காட்டப்பட்டது	표시된
காட்டப்பட்டது	폐기
முபாரக்	무바라크
வயர்லெஸ்	무선
குளூனி	클루니
பென்னி	베니
பென்னி	페니
லூக்	루가
லூக்	루크
வில்லி	윌리
பொய்யான	거짓
பொய்யான	허위
பொய்யான	가짜
படத்தைப்	사진
முற்றத்தில்	마당
தேவாலயங்கள்	교회
மல்யுத்தம்	레슬링
டோ	발가락
பெட்ரோ	페드로
பிம்பம்	그림
பிம்பம்	이미지
இறுக்கம்	압축
இழப்பீடு	보상
நீட்டிப்பு	연장
நீட்டிப்பு	행오버
பிசுமத்	비스무트
ஜாகுவார்	재규어
கிராமத்திற்கு	빌리지
கிராமத்திற்கு	마을
பாணிகள்	스타일
பாணிகள்	스타일스
அல்ஜீரியா	알제리
குளிர்காலம்	윈터
குளிர்காலம்	겨울
குறிப்பான	구체
குறிப்பான	구체적
குறிப்பான	특정
காத்துக்	기다림
ஜெனிபர்	제니퍼
ஆராய்ச்சியாளர்	연구자
ஆராய்ச்சியாளர்	연구원
நதியா	나디아
பத்திரிக்கையாளர்	저널리스트
பத்திரிக்கையாளர்	기자
பத்திரிக்கையாளர்	언론인
புரூக்	브룩
புரூக்	브룩스
உற்பத்தியாளர்	제조사
உற்பத்தியாளர்	제조업체
புதன்கிழமை	수요일
கொரியன்	한국인
கொரியன்	한국
கொரியன்	한국어
முன்னொட்டு	접두사
முன்னொட்டு	접두어
விவகாரம்	이슈
விவகாரம்	문제
விவகாரம்	스캔들
முதலாளித்துவ	자본주의
பாடு	노래
கொதிக்க	종기
பண்டார	판도라
கிடங்கு	창고
கிடங்கு	저장소
கிடங்கு	웨어하우스
சோடா	소다
நாஷ்	내시
பயங்கரமான	끔찍한
பயங்கரமான	무서운
பயங்கரமான	무섭다
சிறப்பானது	추천
சிறப்பானது	대표
குங்குமப்பூ	사프란
வெனிலா	바닐라
வழித்தடங்கள்	노선
வழித்தடங்கள்	경로
துறவறம்	세인트
குடிக்கும்	마시기
குடிக்கும்	음주
பார்க்கப்பட்டது	조회
பார்க்கப்பட்டது	읽음
காப்பாளர்	관리자
மேனி	매니
கையாளுதல்	취급
கையாளுதல்	처리
கையாளுதல்	다루기
கையாளுதல்	조작
டாப்ளர்	도플러
அடித்தள	지하도
அடித்தள	지하
கார்டர்	카터
ரைடர்ஸ்	라이더
ரைடர்ஸ்	라이더스
குடிமகன்	시티즌
குடிமகன்	시민
பால்டிக்	발트
நாடெங்கும்	전국
மொசாம்பிக்	모잠비크
ஒட்டுண்ணி	기생충
ஃபெராரி	페라리
ஜாதி	카스트
நிறுத்தங்கள்	정류장
ஈரம்	젖은
ஈரம்	젖어
