در	கதவு
تصمیمات	தீர்மானங்கள்
دانشگاهیان	கல்வியாளர்கள்
جنون	பித்துப்பிடித்த
تایلر	டைலர்
عزت	மகிமை
عزت	கௌரவம்
تمبر	முத்திரை
تمبر	தட்டும்
بلگراد	பெல்கிரேட்
معاملات	ஒப்பந்தங்கள்
معاملات	பரிமாற்றம்
معاملات	பரிவர்த்தனை
معاملات	பரிமாற்றங்கள்
یاقوت	மாணிக்கம்
یاقوت	ரூபி
نوزده	பத்தொன்பது
پرسی	பெர்சி
دستکاری	கையாளுதல்
دستکاری	மழு
معجزه	அற்புதங்கள்
معجزه	அதிசயம்
باهم	ஒன்றாய்
باهم	ஒன்றாக
خوردگی	அரிமானம்
بدهی	டெபிட்
بدهی	கடன்
بدهی	கடன்களை
بدهی	கடனை
کلیساها	தேவாலயங்கள்
چادر	கூடாரங்கள்
چادر	முகாம்
چادر	கூடாரம்
عمو	சித்தப்பா
عمو	மாமா
عمو	மாமன்
نوسان	மூச்சில்
نوسان	ஊஞ்சல்
سرنشین	பயணி
سرنشین	குழுவினர்
زنجیر	சங்கிலி
اسپانیای	ஸ்பெயின்
ایزوتوپ	ஐசோடோப்பு
ین	யென்
نیزه	ஈட்டி
اسپنسر	ஸ்பென்சர்
طوطی	கிளிநொச்சி
طوطی	கிளி
بلژیکی	பெல்ஜிய
بارو	பாரோ
کمینه	குறைந்தபட்சம்
کمینه	குறைந்தபட்ச
کاراته	கராத்தே
دستگاهی	சாதனம்
دستگاهی	கருவி
سرما	குளிரில்
سرما	ஜலதோஷம்
سرما	குளிர்
سرما	சளி
آموزگار	ஆசிரியர்
آموزگار	டீச்சர்
شجاعت	தைரியம்
پرستار	செவிலியர்
پرستار	நர்ஸ்
مشکی	கருப்பு
مشکی	கறுப்பு
بنگال	வங்காளம்
توریستی	சுற்றுலா
ایان	இயன்
جاوه	ஜவான்
جاوه	ஜாவா
متعهد	செய்து
متعهد	பிணைப்பு
بلیز	பெலிஸ்
مجرد	இளங்கலை
مجرد	ஒற்றையர்
مجرد	திருமணமாகாத
عروقی	நாளம்
سرگئی	செர்ஜி
درخشش	சுடரொளி
درخشش	ஒளிரும்
اینترنشنال	சர்வதேச
اینترنشنال	அனைத்துலக
دیترویت	டெட்ராய்ட்
سهره	பறவை
هارون	ஹாரூன்
جواهر	நகை
جواهر	நகைகள்
هیجان	சுகமே
هیجان	உற்சாகமாக
هیجان	உற்சாகம்
پرتره	நீளவாக்கில்
تومور	கட்டி
فضاپیما	விண்கலம்
بیسبال	பேஸ்பால்
خستگی	சோர்வு
خستگی	சலிப்பு
بسامد	எண்ணிக்கை
بسامد	அதிர்வெண்
استعفای	ராஜினாமா
چاپلین	சாப்ளின்
الکتریسیته	மின்சாரம்
پنجاب	பஞ்சாப்
غیرممکن	முடியாதா
غیرممکن	சாத்தியமற்றது
اشیا	பொருட்கள்
اشیا	பொருள்கள்
مشت	குத்து
مشت	ஃபிஸ்ட்
ربع	கால்
ربع	காலாண்டு
جسیکا	ஜெசிக்கா
جسیکا	ஜெசிகா
مجنون	பைத்தியம்
مجنون	மஜ்னு
ویکیپدیای	விக்கிப்பீடியா
بالکان	பால்க்கன்
باروری	வளம்
باروری	கருத்தரித்தல்
عزاداری	துக்கம்
اضطراب	பதட்டம்
اضطراب	படபடப்பு
اضطراب	கவலை
اضطراب	பதற்றம்
نسیم	தென்றல்
اضطراری	அவசர
ثور	தோர்
فروهر	சாரம்
باکس	பெட்டி
تعصب	பாரபட்சம்
تفنگداران	கார்ப்ஸ்
کرک	கிர்க்
درصدی	சதவிகிதம்
درصدی	விழுக்காடு
درصدی	சதவீதம்
سنتز	தொகுப்புவினை
افغانی	ஆப்கான்
سپید	ஒயிட்
سپید	வெள்ளை
متناهی	தீர்ந்த
نیکولا	நிக்கோலா
دریچه	பிறப்பு
دریچه	வால்வ்
احساسی	உணர்ச்சி
جوهر	மை
پلاستیکی	பிளாஸ்டிக்
پن	பான்
تیموری	ஷாருக்
سس	சாஸ்
مولر	முல்லர்
مبدا	அவதாரங்கள்
رولز	ரோல்ஸ்
آرژانتینی	அர்ஜென்டினா
وقفه	இடையூறும்
وقفه	குறுக்கீடு
وقفه	நுழை
وقفه	தடை
گواهینامه	சான்றிதழ்
گواهینامه	சான்றிதழ்கள்
گواهینامه	உரிமம்
روال	வழக்கமானது
آمینه	அமினோ
زامبیا	சாம்பியா
تم	கருத்து
تم	தீம்
فاش	வெளிப்படுத்தும்
فاش	வெளிப்படுத்துதல்
فاش	வெளிப்படுத்தல்
فاش	வெளிப்படுத்த
ویروسی	வைரல்
بابلی	பபிலோனிய
بابلی	பாபிலோன்
صداهای	குரல்கள்
سوسن	சூசன்
رینگ	மோதிரம்
رینگ	வளையம்
خطرات	அபாயங்கள்
هاردی	ஹார்டி
مخالفین	எதிர்ப்பு
گوزن	ஸ்டேக்
گوزن	மூஸ்
گوزن	மான்
نیومن	நியூமன்
الیاس	எலியாஸ்
لیزری	லேசர்
پاداش	கூலி
پاداش	வெகுமதி
پاداش	போனஸ்
نفرین	சாபம்
لمس	தொடு
لمس	தொடுதல்
لمس	டச்
لمس	தொடும்
لمس	தொட்டது
سوئیسی	சுவிஸ்
سوئیسی	ஸ்விஸ்
سویا	சோயாபீன்ஸ்
کارن	கரேன்
مهندسین	பொறியாளர்கள்
طاووس	மயிலை
طاووس	மயில்
اسکلت	எலும்புக்கூடு
پدربزرگ	தாத்தா
گروپ	குழுவைப்
گروپ	குழு
گروپ	குழுவை
منجمد	உறைந்த
فواصل	தூரங்களை
فلامینگو	பூநாரை
خدایی	அல்லாஹ்
خدایی	கடவுளின்
خدایی	ஆண்டவர்
خدایی	தெய்வமே
خدایی	தேவன்
خدایی	கடவுள்
سیار	செல்பேசி
سیار	கைபேசி
سیار	மொபைல்
خلاقیت	படைப்பாற்றல்
خلاقیت	படைப்பு
امریکایی	அமெரிக்கன்
امریکایی	அமெரிக்க
امریکایی	அமெரிக்கர்
بارون	மழை
بیکر	பேக்கர்
گی	ஓரினச்சேர்க்கை
گی	கே
مخرب	அழிவு
تهمت	அவதூறு
تاسیسات	வசதி
بلوچ	பலோச்
حسگر	உணரி
مستعمره	காலனி
بودا	புத்தர்
بودا	புத்தரின்
خودگردان	தன்னாட்சி
محققین	ஆராய்ச்சியாளர்கள்
ایمن	பாதுகாப்பு
ایمن	பாதுகாப்பானது
ایمن	பாதுகாப்பாக
ایمن	பத்திரமாக
ایمن	பாதுகாப்பான
جفرسون	ஜெபர்சன்
ناخواسته	தேவையற்ற
کاوشگر	விசாரணை
کاوشگر	துருவி
قطعاً	நிச்சயமாக
قطعاً	கண்டிப்பாக
ویرانی	அழித்து
ویرانی	அழிவு
غده	சுரப்பி
غده	கட்டி
بروک	புரூக்
کاله	கலே
مرمر	பளிங்கு
مقاصد	நோக்கங்களை
مقاصد	நோக்கங்கள்
زیارتگاه	திருத்தலம்
رکن	தூண்
پاسخگویی	விடை
پاسخگویی	பதிலை
پاسخگویی	பதில்
پاسخگویی	பதிலில்
پاسخگویی	பதிலைப்
جنسیتی	பாலினம்
گیلبرت	கில்பர்ட்
پدرو	பெட்ரோ
تریلر	டிரெய்லர்
تریلر	திரில்லர்
چاک	சக்
ضلعی	நாற்கரம்
خوک	பன்றிகள்
خوک	பன்னி
خوک	பன்றி
بازوی	இடிக்க
مدیاویکی	மீடியாவிக்கி
