من	から
الصاعد	昇順
الانتهاكات	違反
الشباك	ネット
العواطف	感情
الطحال	脾臓
المعلمة	パラメータ
اسطوانة	円柱
اسطوانة	シリンダー
ضمور	萎縮
جانيت	ジャネット
المحار	カキ
المحار	オイスター
المحار	牡蠣
مستند	文書
مستند	ドキュメント
مستند	書類
عدسات	レンズ
الزبون	顧客
الزبون	カスタマー
الزبون	クライアント
الفيضان	洪水
صمامات	バルブ
المكعب	立方体
المكعب	キューブ
الحضانة	保育園
الحضانة	保育
ترويج	プロモーション
ترويج	宣伝
التناقض	パラドックス
التناقض	矛盾
حديدي	アイロン
معجبين	ファン
باتل	戦い
باتل	戦闘
باتل	バトル
ضلع	肋骨
الثعالب	キツネ
طرابزون	トラブゾン
نانو	ナノ
الغيتار	ギター
ساخر	皮肉
فتيان	男の子
المنحدر	クリフ
المنحدر	ランプ
المنحدر	斜面
المنحدر	傾き
المنحدر	スロープ
الاسمنت	コンクリート
الاسمنت	セメント
مكاسب	利得
اشجار	樹木
بخير	良い
بخير	グッド
روحية	スピリチュアル
المنافسين	ライバル
فانواتو	バヌアツ
عجوز	オールド
عجوز	古い
شرفة	テラス
شرفة	バルコニー
شرفة	棚田
منحدر	斜面
منحدر	傾き
منحدر	スロープ
منحدر	クリフ
وقائية	予防
نوادي	クラブ
القضبان	バー
طوني	トニー
ادعاء	主張
ادعاء	取得
ادعاء	債権
ساند	砂塵
تكتل	コングロマリット
القطيع	群れ
شفاف	透明
تمثيلية	代理人
زيلدا	ゼルダ
رومانسي	ロマンチック
برقية	電報
الاسلحة	武器
الاسلحة	アームス
الاسلحة	兵器
باليه	バレエ
المنسق	コーディネーター
احتكار	独占
الوهم	幻想
الوهم	錯覚
الوهم	妄想
الوهم	イリュージョン
القذائف	貝殻
القذائف	ミサイル
القذائف	シェル
سيرا	シエラ
الملايو	マレー
فياريال	ビジャレアル
اشتقاق	派生
ماركت	スーパーマーケット
شروق	日の出
سعدي	サアディー
الاعداد	仕込み
الاعداد	準備
الاعداد	調製
الاعداد	数値
الاعداد	数字
الاعداد	設定
الاعداد	セットアップ
الاعداد	調合
تتردد	ためらう
ستيفاني	ステファニー
تخطي	スキップ
قذيفة	ミサイル
التقطير	蒸留
ملزمة	拘束
ملزمة	バインディング
التبخر	蒸発
تشريعات	立法
ماونت	マウント
تدشين	発足
دروب	ルート
دروب	路線
الثعابين	ヘビ
الرحل	遊牧民
سوزوكي	スズキ
سوزوكي	鈴木
سلفادور	サルバドール
فيتا	ヴィータ
تدوم	ラスト
تدوم	最後
تدوم	最終
عاليا	高い
عاليا	ハイ
الصدى	反響
الصدى	エコー
الكرم	寛大
متقاعد	退職
متقاعد	引退
اللؤلؤة	真珠
المهاجرون	移民
رنين	耳鳴り
رنين	チャイム
اجراءات	手続き
اجراءات	手続
اجراءات	手順
اجراءات	プロシージャ
اجراءات	アクション
التصميمات	デザイン
التصميمات	レイアウト
جينا	ジェナ
جينا	ジーナ
توصية	推薦
توصية	薦める
توصية	すすめる
توصية	おすすめ
يضر	痛む
شرائط	テープ
ساره	サラ
ملون	カラフル
المملوكية	マムルーク
مصغرة	ミニチュア
مصغرة	サムネイル
مصغرة	ミニ
الكسور	分数
الكسور	骨折
تتدفق	流れる
بلوم	ブルーム
المتر	メーター
مكوك	シャトル
الصدق	正直
سائلة	液体
كره	憎しみ
كره	嫌い
كره	憎悪
المحارب	戦士
ميتا	デッド
الغجر	ジプシー
ياس	絶望
بولو	ポロ
الشقوق	ひび割れ
انهار	崩壊
انهار	河川
انهار	たたむ
المتكلم	話者
المتكلم	議長
المتكلم	話し手
المتكلم	スピーカー
فنسنت	ヴィンセント
الغار	ローレル
نبض	パルス
نبض	脈拍
رويترز	ロイター
نخر	壊死
المواضع	配置
رحيم	ラヒム
السمية	毒性
مربعات	正方形
المهد	ベビーベッド
المذيع	アナウンサー
ناقد	評論家
ناقد	批評家
الصحوة	覚醒
امكانية	ポテンシャル
امكانية	可能性
الوعد	約束
جوهرة	ジュエル
جوهرة	宝石
اغلاق	閉じる
اغلاق	閉会
اغلاق	クローズ
اغلاق	閉包
اغلاق	閉鎖
وسيم	イケメン
وسيم	ハンサム
عبء	重荷
عبء	負担
الحقيبة	かばん
الحقيبة	バッグ
متعة	楽しい
جيفيرسون	ジェファーソン
تفاهم	理解
حواء	イブ
حواء	イヴ
التبعية	甘え
التبعية	依存
كوبيه	クーペ
القصدير	スズ
الفتحات	スロット
ريتشموند	リッチモンド
درو	ドリュー
التلميذ	生徒
التلميذ	学生
التلميذ	瞳孔
فوجي	ふじ
فوجي	フジ
القناع	仮面
القناع	マスク
الظلال	シャドウズ
نشرات	チラシ
نشرات	パンフレット
الذوق	味見
الذوق	味覚
بصلة	オニオン
بصلة	タマネギ
بصلة	玉ねぎ
بصلة	たまねぎ
غواصة	潜水艦
غواصة	サブ
سالب	ネガ
سالب	マイナス
سالب	ネガティブ
ذئب	ウルフ
ذئب	オオカミ
الشاحنات	トラック
توجيهات	ディレクティブ
رخص	ライセンス
مبتكرة	革新
تفاعلية	インタラクティブ
الوصايا	十戒
تفشل	失敗
بيكو	ピコ
الحصى	砂利
الحصى	小石
استراتيجي	軍師
ماتيو	マッテオ
ماتيو	マチュー
خلقت	作成
بليك	ブレイク
خوليو	フリオ
هاو	アマチュア
هاو	ハウ
الامتحان	試験
فيضان	洪水
امير	アミール
امير	プリンス
السفراء	アンバサダー
السفراء	大使
انحدار	却下
انحدار	辞退
انحدار	拒否
التدمير	破壊
الكوت	オルコット
تفادي	否認
تفادي	避ける
البروستاتا	前立腺
مهجورة	放棄された
ريبيكا	レベッカ
الريال	リアル
الريال	リヤル
فوضى	混沌
فوضى	カオス
الثعبان	ヘビ
نورماندي	ノルマンディー
المنفعة	ユーティリティー
المنفعة	効用
المنفعة	ユーティリティ
التفريغ	退院
التفريغ	除隊
التفريغ	分泌物
العنقودية	クラスタ
خياط	仕立て屋
ذبابة	ハエ
ذبابة	飛ぶ
ذبابة	フライ
راهب	モンク
زيتا	ゼータ
المراجعات	レビュー
تيتو	ティト
مبارزة	決闘
عطل	無効
ختان	割礼
الخراب	廃墟
الخراب	遺跡
بخارى	ブハラ
غرينادا	グレナダ
ساسكي	サスケ
الردة	背教
نقار	キツツキ
استديو	スタジオ
لوتس	ロータス
لوتس	ハス
الطبول	太鼓
الطبول	ドラム
سيينا	シエナ
عجينة	生地
النبض	パルス
النبض	脈拍
الحصبة	麻疹
هايدن	ヘイデン
صرخة	絶叫
صرخة	スクリーム
صرخة	叫び
صرخة	叫び声
القذف	射精
الاعتداءات	攻撃
متطور	洗練された
صب	注ぐ
زورق	ボート
زورق	カヌー
تيرا	テラ
رغبات	願いごと
رغبات	欲望
الناظور	潜望鏡
التشكيلات	コレクション
التشكيلات	構成
المصغرة	サムネイル
جام	ジャム
غريس	グレース
غريس	恩寵
غريس	グレイス
سحلية	トカゲ
الخصوم	負債
معاينة	プレビュー
برك	祝福
برك	プール
متواصل	連続
الجيتار	ギター
قوام	テクスチャ
قوام	テクスチャー
كنيس	シナゴーグ
تجميد	フリーズ
تجميد	凍結
توك	トック
سباستيان	セバスチャン
سباستيان	セバスティアヌス
سباستيان	セバスティアン
النعيم	天国
نقرات	クリック
المديرين	マネージャー
المديرين	マネージャ
السودانيين	スーダン
سراييفو	サラエヴォ
سراييفو	サラエボ
دوني	ドニー
غينيس	ギネス
الوزيرة	公使
الوزيرة	大臣
شيطان	悪魔
شيطان	悪霊
الجلود	皮革
الجلود	スキン
الجلود	レザー
نواتج	出力
نحل	ハチ
نحل	ビー
نحل	ミツバチ
الجرانيت	花崗岩
الفخر	プライド
الفخر	傲慢
الفخر	誇り
مدرسه	スクール
مدرسه	学校
سلعة	商品
شاحنات	トラック
التعصب	不耐
ممرضة	ナース
بيريرا	ペレイラ
نواكشوط	ヌアクショット
تعاقد	契約
شقراء	ブロンド
شقراء	金髪
جونستون	ジョンストン
تشاك	チャック
كيا	キア
المكاسب	利得
المرافقة	エスコート
المرافقة	護送
احيانا	時々
احيانا	ときどき
باولا	ポーラ
فيتوريا	ヴィットリア
سيرغي	セルゲイ
السلمون	サケ
السلمون	サーモン
يهزم	ビーツ
كاين	ケーン
جريج	グレッグ
عذراء	ヴァージン
عذراء	処女
ساوثهامبتون	サウサンプトン
الخياطة	縫製
الخياطة	裁縫
جاكلين	ジャクリーヌ
جهنم	ヘル
جهنم	地獄
الاهتمامات	懸念
حرج	クリティカル
حرج	気まずい
تحذيرات	警告
بنادق	小銃
محمل	ローダ
محمل	ローダー
المصعد	エレベーター
امريكا	アメリカ
امريكا	米国
التحيز	偏見
التحيز	先入観
التحيز	害する
التحيز	バイアス
هور	ラホール
ناي	ナーイ
ناي	ナイ
فائض	超過
ساب	サーブ
قرد	サル
جيرالد	ジェラルド
حتمية	やむを得ない
لامع	明るい
لامع	ブライト
ريكي	リッキー
قرحة	潰瘍
ميري	メリー
تجريد	ストリップ
مقترحات	提案
مقترحات	おすすめ
تشوي	チェ
دال	ダール
الوردة	バラ
الوردة	ロゼ
الوردة	ローズ
الوردة	薔薇
كوبرا	コブラ
الاولمبية	オリンピック
تاسيس	創設
الكاريكاتير	カリカチュア
المشجعين	チアリーダー
الخوارزميات	アルゴリズム
زبدة	バター
الادب	文芸
الادب	文学
حلة	背広
حلة	スーツ
المقررات	決定
قطن	木綿
قطن	コットン
جوردون	ゴードン
زجاجي	ガラス
زجاجي	グラス
الكترونية	エレクトロニック
اندونيسيا	インドネシア
السيول	torrent
استديوهات	スタジオ
التوصيات	おすすめ
سانتو	サント
اسرائيل	イスラエル
النمذجة	モデリング
الخطيئة	シン
فكرت	思考
بليغ	雄弁
بوكر	ポーカー
تفكر	思考
تفكر	考え
جني	ジニー
المذكرة	メモ
المذكرة	覚書
هليكوبتر	ヘリコプター
يود	願いごと
الوراء	後ろ向き
الفداء	償還
قرض	ローン
قرض	融資
هنريك	ヘンリク
موازية	並列
موازية	パラレル
تومسون	トンプソン
التطوع	ボランティア
التخلف	デフォルト
نيكو	ニコ
قطط	ネコ
قطط	キャッツ
صدقة	チャリティー
صدقة	チャリティ
العوالم	レルム
الياسمين	ジャスミン
التهمة	充電
التهمة	チャージ
التهمة	課金
ويس	ウェス
السهام	矢印
السهام	アロウズ
متطابقة	同一
الحمضيات	シトラス
اللعاب	唾液
المراسلات	対応
المراسلات	通信
الغسيل	洗浄
الغسيل	ランドリー
الغسيل	洗濯
يدوي	マニュアル
يدوي	手動
ساحرة	魔女
ساحرة	ウィッチ
جبن	チーズ
قرينة	推定
قرينة	ドッペルゲンガー
فيروسي	バイラル
نمذجة	モデリング
تسي	ツェー
رصاصة	銃弾
رصاصة	弾丸
فريدون	ユニーク
فريدون	独特
حورية	ニンフ
حورية	マーメイド
حورية	人魚
قاري	ゲイリー
قاري	ゲーリー
قاري	ギャリー
بطيء	遅い
بطيء	スロー
الكافيين	カフェイン
سمسم	ゴマ
سمسم	胡麻
انبعاثات	排出
عشتار	イシュタル
مجاري	下水道
التبشيرية	宣教師
اعطاء	与える
طلاق	離婚
نغمة	トーン
المؤمنون	信者
المرح	楽しい
ريح	オナラ
هون	フン
بيتهوفن	ベートーヴェン
المطور	デベロッパー
