மற்றும்	وال
அடிமைகள்	العبيد
அடிமைகள்	عبيد
அடிமைகள்	المدمن
அடிமைகள்	العبد
அடிமைகள்	عبدة
வனேடியம்	الفاناديوم
கெட்ட	سئ
கெட்ட	باد
கெட்ட	سيئ
கெட்ட	سيئة
கெட்ட	سيء
டார்வின்	داروين
வெளியேற்றம்	اخلاء
வெளியேற்றம்	اجلاء
அணில்	السنجاب
அணில்	سنجاب
மார்கரெட்	مارغريت
மார்கரெட்	مارجريت
ஆக்சிசனேற்றம்	اكسدة
காஸ்	كاس
ஆலிவர்	اوليفر
தடுக்கிறது	تسد
டிக்	دك
டிக்	ديك
ஹக்	الحق
ஒன்றோடொன்று	البحار
பார்த்தேன்	شفت
பார்த்தேன்	راى
பார்த்தேன்	رايت
பார்த்தேன்	شاف
யாரேனும்	احد
யாரேனும்	شخص
சாபம்	لعنة
தந்தையை	اب
தந்தையை	الاب
தந்தையை	ابت
பள்ளம்	الاخدود
பாதம்	القدمين
பாதம்	القدم
பாதம்	قدم
பாதம்	اقدام
பாதம்	الاقدام
இறக்கை	الجناح
இறக்கை	جناح
இறக்கை	وينج
குமாரி	كوماري
துண்டுகள்	شرائح
துண்டுகள்	الشرائح
கலி	غالي
அனுப்பப்பட்டது	ارسلت
அனுப்பப்பட்டது	ارسل
அன்னம்	البجعة
அன்னம்	سوان
வசந்தம்	ربيع
வசந்தம்	الربيع
தையல்	الخياطة
தையல்	غرزة
தையல்	خياطة
பைட்	بايت
பாரம்பரியமாக	تقليديا
பாத்திமா	فاطمة
உடல்கள்	الاجسام
உடல்கள்	الجثث
உடல்கள்	الهيئات
உடல்கள்	جثث
உடல்கள்	اجساد
உடலும்	جسديا
உடலும்	بدنيا
ஈரப்பதம்	الرطوبة
உரிமையாளர்கள்	مالكو
சுற்றுலாத்துறை	السياحة
சுற்றுலாத்துறை	للسياحة
ஆல்பத்தை	البوم
ஆல்பத்தை	الالبوم
மறுசீரமைப்பு	الترميم
மறுசீரமைப்பு	ترميم
மறுசீரமைப்பு	الاستعادة
எப்போதாவது	غالبا
திதி	ديدي
முகவரிகள்	العناوين
முகவரிகள்	عناوين
புழுக்கள்	ديدان
புழுக்கள்	الديدان
உமா	اوما
சதுரம்	مربعة
சதுரம்	ميدان
சதுரம்	مربع
சதுரம்	المربع
விஷயம்	الشيء
பாய்ஸ்	فتيان
பாய்ஸ்	الاولاد
பாய்ஸ்	اولاد
பாய்ஸ்	ولاد
வருத்தம்	مستاء
வருத்தம்	منزعج
புள்ளிவிவரங்கள்	احصائيات
புள்ளிவிவரங்கள்	الرؤى
புள்ளிவிவரங்கள்	رؤى
நாதன்	ناثان
ஈட்டி	رمح
ஈட்டி	الرمح
தசைகள்	العضلات
தசைகள்	عضلات
ஹே	مرحبا
ஹே	هاي
ஹே	يا
ஹே	هيه
காங்	كانغ
காங்	كونغ
காங்	كونج
நாகம்	كوبرا
நாகம்	الكوبرا
நிற்கிறது	يقف
தூதர்	السفير
தூதர்	السفيرة
தூதர்	سفير
காதலை	الحب
காதலை	العشق
காதலை	حب
காதலை	احب
மோரிசன்	موريسون
தொகுக்க	تعديل
தொகுக்க	حرر
தொகுக்க	التحرير
தொகுக்க	تحرير
டைசன்	تايسون
துப்பாக்கிகள்	الاسلحة
துப்பாக்கிகள்	البنادق
துப்பாக்கிகள்	اسلحة
லக்னோ	لكنو
கயானா	غيانا
மில்	الطاحونة
சாட்சி	اشهد
சாட்சி	يشهد
சாட்சி	الشاهد
சாட்சி	شاهدة
சாட்சி	شاهد
மதராஸ்	مدراس
வருடாந்த	السنوية
வருடாந்த	سنوية
வருடாந்த	السنوي
வருடாந்த	سنوي
விளாடிமிர்	فلاديمير
கிங்ஸ்	الملوك
கிங்ஸ்	ملوك
நுழையும்	الدخول
நுழையும்	دخول
மங்கோலிய	المنغولية
மங்கோலிய	منغوليا
ரோஜர்	روجر
எடுத்தது	اخذ
எடுத்தது	المتخذة
எடுத்தது	تؤخذ
எடுத்தது	ماخوذ
சுண்ணாம்பு	لايم
சிவில்	المدني
சிவில்	مدنية
சிவில்	المدنية
சிவில்	الاهلي
சோசலிச	الاشتراكي
சோசலிச	الاشتراكية
ஆலோசகர்	مستشار
ஆலோசகர்	استشاري
துடிப்பு	ضرب
துடிப்பு	تغلب
கட்டிகள்	مكعبات
கணக்கீடு	تعداد
கணக்கீடு	التعداد
ஆஸ்டின்	اوستن
பேர்கன்	برغن
பேர்கன்	بيرجن
பேர்கன்	بيرغن
அற்புதமான	مدهش
சரித்திர	تاريخية
சரித்திர	تاريخي
பேரழிவு	كارثة
பேரழிவு	الكارثة
பேரழிவு	الكوارث
திருட்டு	السرقة
திருட்டு	سرقة
வெயில்	سني
வெயில்	مشمس
சிறியது	صغير
சிறியது	صغر
சிறியது	اصغر
சிறியது	صغيرة
சிறியது	صغيره
நாக்கு	اللسان
நாக்கு	لسان
லாங்	لانج
லாங்	لونغ
லாங்	الطويل
லாங்	طويل
லாங்	لانغ
லாங்	طويلا
லாங்	طويلة
பந்தய	السباق
பந்தய	السباقات
பந்தய	سباق
பந்தய	سباقات
தாகம்	العطش
தாகம்	عطشان
குளங்கள்	برك
தேசியம்	القومية
தேசியம்	قومية
டைகர்	النمر
டைகர்	تايجر
டைகர்	نمر
கீழ	القاع
கீழ	قاع
ஆர்வலர்	ناشطة
ஆர்வலர்	ناشط
ஆர்வலர்	الناشطة
கூர்மையான	حادة
கூர்மையான	حاد
கூர்மையான	شارب
பனிக்கட்டி	جليد
பனிக்கட்டி	ثلج
பனிக்கட்டி	الثلج
பனிக்கட்டி	الجليد
பெறுகிறார்	الحصول
பெறுகிறார்	الاستلام
பெறுகிறார்	استلام
பெறுகிறார்	تلقي
வில்லன்	الشرير
கராச்சி	كراتشي
யாஹூ	ياهو
அழைக்கப்பட்டனர்	دعا
அழைக்கப்பட்டனர்	مدعو
அழைக்கப்பட்டனர்	دعيت
பீர்	جعة
பீர்	البيرة
பீர்	الجعة
பீர்	بيرة
பீர்	نظير
பீர்	النظير
இயற்கையாகவே	طبيعيا
துளைகள்	جوارب
துளைகள்	الجوارب
ஐஸ்	جليد
ஐஸ்	ثلج
ஐஸ்	الثلج
ஐஸ்	الجليد
படைத்து	خلقت
படைத்து	خلق
தண்ணீரை	مياه
தண்ணீரை	الماء
தண்ணீரை	ماء
தண்ணீரை	المياه
கிராமப்புறங்களில்	الريف
நுட்பமான	الداخلي
நுட்பமான	داخلية
நுட்பமான	داخلي
நுட்பமான	الداخلية
