در	deur
مستعد	vatbaar
مستعد	geneigd
همون	zelfde
همون	hetzelfde
قبولی	acceptatie
قبولی	aanvaarding
گهواره	wieg
بریتنی	bretagne
ساختمانهای	gebouwen
آفت	plaag
آفت	ongedierte
آفت	plagen
توانا	almachtige
توانا	krachtige
توانا	machtig
توانا	competente
توانا	krachtig
توانا	capabel
توانا	bekwaam
آخرالزمان	apocalyps
سپاسگزارم	dankbaar
مادران	moeders
گواه	getuigen
گواه	getuige
معاش	levensonderhoud
آوایی	fonetisch
سوختن	brandend
سوختن	verbranding
سوختن	verbranden
سوختن	brand
سوختن	brandende
سوختن	branden
معترض	criticus
نمایه	profiel
نمایه	indexcijfer
نمایه	indexeren
فنجان	beker
فنجان	kopje
عالیه	fantastisch
عالیه	geweldig
عالیه	groot
عالیه	gaaf
مدح	grafrede
روکش	fineer
روکش	deken
استیت	staat
فتوحات	veroveringen
همسایگان	buren
همسایگان	buurlanden
بندیکت	benedictus
پیوستگی	verwantschap
پیوستگی	continuïteit
پیوستگی	affiniteit
استوانه	cilinder
سافت	zacht
سافت	zachte
لغوی	lexicale
ولد	lassen
مدلهای	modellen
مجرم	crimineel
مجرم	schuldig
مجرم	misdadig
مجرم	misdadiger
مجرم	schuldige
مجرم	schuldigen
تراش	draaibank
تراش	slijper
دربرگیرنده	inclusief
دربرگیرنده	inclusieve
مست	dronkaard
مست	dronken
سکاها	scythen
سهل	triviale
سهل	kleinigheid
مشارکتی	samenwerkende
برادری	broederschap
فریزر	vriezer
فریزر	diepvries
قلیایی	alkalische
قلیایی	metalen
میهمان	gasten
میهمان	gast
عدل	deelnemingen
عدل	justitie
عدل	gerechtigheid
عدل	rechtvaardigheid
عدل	billijkheid
والا	sublieme
والا	hoog
والا	subliem
والا	hoge
ارجمند	eervolle
ارجمند	eervol
جدیدتر	nieuwer
جدیدتر	nieuwere
مشعل	fakkel
مشعل	zaklamp
مشعل	toorts
لزومی	overschat
غذاها	levensmiddelen
غذاها	voedingsmiddelen
توسل	beroep
قفقازی	blanke
قفقازی	blank
آسایش	troost
رویای	droom
رویای	dromen
مارین	marinier
سواران	cavalerie
سواران	rijders
سواران	ruiters
سواران	renners
استقامت	patiënt
استقامت	uithoudingsvermogen
استقامت	geduldig
تشبیه	metaforische
تشبیه	beeldspraak
تشبیه	metaforen
تشبیه	metafoor
کاست	kaste
جکی	jacky
کتابها	boeken
دهانی	oraal
دهانی	mondeling
دهانی	mondelinge
خاله	tante
آذرخش	bout
آذرخش	bliksem
تجسم	visualisatie
تجسم	visualiseren
تجارب	ervaring
تجارب	ervaringen
فتنه	verleiding
فتنه	vervolging
فتنه	vervolgingen
فتنه	verleidingen
کثیف	vuile
کثیف	vieze
کثیف	smerige
کثیف	smerig
کثیف	vuil
کثیف	vies
سرآغاز	proloog
مسجدی	moskee
استانداردها	standaards
استانداردها	standaarden
استانداردها	normen
جدال	controverse
جدال	polemiek
جدال	geschillen
جدال	geschil
جدال	betwisten
طبقاتی	klas
طبقاتی	klasse
کشمکش	worstel
کشمکش	strijd
کشمکش	conflicten
کشمکش	worstelen
کشمکش	worsteling
مشروعیت	wettigheid
مشروعیت	legitimiteit
جابز	banen
جابز	klussen
جابز	vacatures
خیره	staren
خیره	staar
نورپردازی	verlichting
نورپردازی	belichting
واحدها	eenheden
تامپسون	janssen
مشتاق	enthousiast
مشتاق	enthousiaste
مشتاق	gretig
یکپارچگی	integratie
تخلص	pseudoniem
دیگ	wiet
دیگ	pannen
دیگ	potten
نمکی	zout
همبند	bindweefsel
جریانی	stroom
جریانی	beek
مهلت	respijt
درمانگاه	ziekenboeg
درمانگاه	kliniek
درمانگاه	ziekenzaal
سرامیک	keramiek
سرامیک	keramische
قانونگذاری	wetgevend
قانونگذاری	wetgeving
قانونگذاری	wetgevende
زیرزمین	souterrain
زیرزمین	ondergronds
زیرزمین	ondergrondse
زیرزمین	kelder
نگهبانان	bewakers
نگهبانان	houders
نگهبانان	wachters
عقرب	schorpioen
رایس	rijst
ولگا	wolga
دمکرات	democraat
دمکرات	democraten
آمارهای	statistieken
آمارهای	statistiek
بیندازید	gegoten
بیندازید	gips
لمور	maki
سوزنی	acupunctuur
تسلیت	condoleances
تسلیت	medeleven
مجارستانی	hongaars
مجارستانی	hongaarse
طاعون	plaag
طاعون	pest
دعوا	vechten
آهکی	kalkhoudende
مرموز	mystieke
مرموز	cryptisch
مرموز	mystiek
اسپرینگز	veren
اسپرینگز	bronnen
نوارهای	banden
نوارهای	bandjes
اکسپلورر	ontdekker
اکسپلورر	ontdekkingsreiziger
اکسپلورر	verkenner
لبنانی	libanees
لبنانی	libanese
سرگردان	ronddwalen
سرگردان	verbijsterd
سرگردان	dwalen
الکترود	elektroden
الکترود	elektrode
خیزش	opstand
خیزش	stijgt
درین	afvoer
پذیرفتن	acceptatie
پذیرفتن	aanvaarding
پذیرفتن	accepteren
پذیرفتن	aanvaarden
نشنال	nationaal
نشنال	nationale
شیره	siroop
شیره	stroop
فدایی	compensatie
فدایی	schadeloosstelling
فدایی	schadevergoeding
فدایی	vergoeding
مرزبان	markgraaf
اتباع	onderdanen
اتباع	staatsburgers
اهریمن	duivel
اهریمن	demoon
نشت	lekkende
نشت	lek
نشت	lekken
نشت	lekt
بنک	banken
پنی	stuiver
مادرزادی	aangeboren
کارگزاران	leidinggevenden
شبی	avond
شبی	nacht
شبی	avondje
خریدار	aanschaffen
خریدار	gekochte
خریدار	inkoop
خریدار	koper
خریدار	aanschaf
خریدار	aankoop
خریدار	gekocht
خریدار	aangeschaft
خریدار	aangekocht
خریدار	ingekocht
خریدار	afnemer
فنول	fenolen
فنول	fenol
برگی	blad
برگی	blaadje
نگارگری	dopen
نگارگری	doopsel
نگارگری	doop
ترمز	remmen
ترمز	rem
ایستا	stationaire
ایستا	ruis
ایستا	stilstaand
ایستا	stationair
ایستا	statisch
ایستا	statische
پائول	paulus
تورینگن	thüringen
کلانتر	sherrif
مناسبات	passend
متروک	verlaten
پنگوئن	pinguïn
سیلیکون	siliconen
سیلیکون	silicium
برخاسته	opgestaan
برخاسته	herrezen
برخاسته	gestegen
ستوان	luitenant
لمباردی	lombardije
ثروتمندترین	rijkste
رودولف	rudolf
ایوب	baan
گودال	gat
گودال	dump
گودال	greppel
گودال	kuil
چله	midzomer
برنزی	bronzen
برنزی	brons
خلاق	creatieve
خلاق	productief
خلاق	creatief
خلاق	productieve
انسداد	blokkade
انسداد	deblokkeren
انسداد	occlusie
انسداد	gedeblokkeerd
انسداد	verstopping
کیست	cyste
هوس	wens
هوس	begeerte
هوس	lusten
هوس	verlangen
دوما	doema
شکارچیان	jagers
کلاهک	laadvermogen
کلاهک	kernkop
کلاهک	dop
سفینه	schip
عناصری	elementen
سرکه	azijn
مهیا	bereide
مهیا	voorbereid
مهیا	bereid
سکو	perron
کود	mest
کود	kunstmest
کود	meststof
کود	meststoffen
عروسکی	poppetje
عروسکی	pop
عروسکی	popje
پناهی	toevluchtsoord
پناهی	toevlucht
پافشاری	aandringen
پافشاری	vasthoudendheid
پافشاری	doorzettingsvermogen
پافشاری	persistentie
پافشاری	volharding
قطعیت	zekerheid
قطعیت	onzekerheden
قطعیت	onzekerheid
نهادی	institutioneel
سرطانی	kanker
پیل	schillen
پیل	pellen
پیل	schil
گردشی	verplaatsing
دیپلماسی	diplomatiek
دیپلماسی	diplomatie
عواقب	gevolgen
عواقب	consequenties
عواقب	nasleep
محتمل	waarschijnlijke
تیروئید	schildklier
ژوزه	jose
فروسرخ	infrarood
سنگفرش	trottoir
سنگفرش	stoep
هیمالیا	himalaya
بازاری	markt
شعاعی	radiale
نگهبانی	bewaker
نگهبانی	garde
تشنج	aanvallen
تشنج	toevallen
تشنج	convulsies
تشنج	inbeslagname
تشنج	inbeslagneming
کوانتوم	kwantum
عمدی	opzettelijke
عمدی	opzettelijk
چرم	lederen
چرم	leder
چرم	leer
بیابد	vindt
مهد	wieg
اجساد	lichamen
اجساد	carrosserieën
اجساد	lijken
سبد	mandje
سبد	mand
نورون	neuronen
ساندویچ	boterham
ساندویچ	broodje
ساندویچ	boterhammen
ساندویچ	broodjes
مرشد	leermeester
طلسم	charme
طلسم	charmes
دانشگاههای	universiteiten
اسقفی	bisschoppelijke
عادلانه	eerlijke
عادلانه	redelijk
عادلانه	eerlijk
بازگشته	geretourneerd
بازگشته	teruggegeven
بازگشته	teruggestuurd
بازگشته	teruggekeerd
روشنفکری	verlichting
روشنفکری	intellectueel
روشنفکری	intellectuele
زکریا	zacharias
ارغوانی	paars
ارغوانی	paarse
پارکینگ	parkeergelegenheid
پارکینگ	parkeerplaats
پارکینگ	parkeren
خلوت	particulier
خلوت	prive
خلوت	privé
اپراتور	exploitant
اپراتور	telefoniste
اشتیاق	verlang
اشتیاق	geestdrift
اشتیاق	passie
اشتیاق	hartstocht
اشتیاق	enthousiasme
اشتیاق	verlangen
زحل	saturnus
سامورایی	samoerai
تون	toon
تون	toontje
تفاسیر	commentaren
رگ	bloedvat
رگ	ader
نوترون	neutronen
پلکان	trap
پلکان	trappenhuis
پلکان	trappen
معایب	gebreken
رسوبی	sedimentaire
لحظات	momenten
لحظات	ogenblikken
خلأ	stofzuigen
خلأ	vacuüm
خلأ	leegte
خلأ	nietig
سهمیه	quotum
سهمیه	contingent
خیار	komkommer
امت	gemeenschap
گوشتی	vlees
صابر	sabel
پاکستانی	pakistaanse
قضات	rechters
قضات	magistraten
کاشته	geplant
قاشق	lepel
قاشق	lepeltje
قاشق	lepels
باقیمانده	restant
رئوس	hoekpunten
ریسمان	touwen
ریسمان	koorden
جاویدان	onsterfelijk
جاویدان	onsterfelijken
جاویدان	onsterfelijke
چاره	oplossing
آمریکن	amerikaans
آمریکن	amerikaan
آمریکن	amerikaanse
طبی	medische
طبی	medisch
امشب	vanavond
امشب	vannacht
دایناسورها	dinosauriërs
دایناسورها	dinosaurussen
بطلمیوس	ptolemaeus
توازن	evenwicht
توازن	balans
توازن	pariteit
توازن	saldo
فنیل	fenyl
کنیسه	synagoge
زبانها	talen
تابوت	doodskist
تابوت	kist
نارضایتی	onvrede
نارضایتی	ontevredenheid
نارضایتی	ongenoegen
پک	akp
پک	verpakking
پک	roedel
پک	inpakken
تفسیری	commentaar
تفسیری	toelichting
عذاب	bestraffing
عذاب	onheil
عذاب	kwelling
عذاب	kwellen
نقاب	maskers
نقاب	masker
رنگارنگ	kleurrijk
رنگارنگ	kleurrijke
انتساب	toekennen
انتساب	toewijzen
حرمت	heiligheid
پروتئینی	proteïnen
پروتئینی	proteïne
پروتئینی	eiwitten
پروتئینی	eiwit
الفبایی	alfabetisch
سلتیک	keltische
صهیونیسم	zionisme
آلو	pruimen
آلو	pruim
آلو	aloë
چیس	achtervolging
پلیمر	polymeren
پلیمر	polymeer
خلاء	stofzuigen
خلاء	vacuüm
پشتون	stammen
ثانوی	secundaire
ثانوی	secundair
مارتن	maarten
مای	moi
تلف	afvalstoffen
تلف	verspilling
تلف	verspillen
تلف	afval
کجای	waar
کینه	wraak
کینه	haat
کینه	rancune
کینه	wrok
کینه	kwaadaardigheid
کینه	vijandigheid
زیرگونه	ondersoort
نیمکره	halfrond
حکاکی	snijden
حکاکی	graveren
حکاکی	opschrift
حکاکی	gravure
حکاکی	inscriptie
رقصنده	dansers
رقصنده	danseressen
رقصنده	danser
رقصنده	danseres
یهودستیزی	antisemitisme
مکانهای	locaties
اقسام	kwellingen
ماکسیمیلیان	maximiliaan
اعترافات	biechten
اعترافات	bekentenissen
اعترافات	biecht
سوزاندن	brandend
سوزاندن	verbranding
سوزاندن	verbranden
سوزاندن	brand
سوزاندن	brandende
سوزاندن	branden
مارمولک	hagedissen
مارمولک	hagedis
کنایه	sarcasme
کلم	kool
زنانی	vrouwen
خویشاوندی	verwantschap
دونده	loper
دونده	renner
ماکیان	pluimvee
ماکیان	gevogelte
متغیرها	variabel
متغیرها	variabelen
متغیرها	variabele
خار	doornen
نبردناو	slagschip
نبردناو	oorlogsschip
ماقبل	voorlaatste
بخشش	vergeving
بخشش	barmhartigheid
بخشش	genade
بخشش	vrijgevigheid
بخشش	vergiffenis
کاربردها	toepassingen
کاربردها	applicaties
کاربردها	aanvragen
مبنا	basis
فلوت	fluit
اتین	etienne
اتین	étienne
ادو	ede
اتاقی	kamer
مرزها	grenst
مرزها	grenzen
شبنم	dauw
بوهم	bohemen
گذرنامه	paspoort
مکعبی	derdegraads
مکعبی	kubieke
شهابی	meteoor
شهابی	meteoriet
موسیقیدان	musicus
موسیقیدان	muzikant
تخیل	verbeeldingskracht
تخیل	verbeelding
تخیل	fantasie
تقلیل	verminderd
تقلیل	verminderde
تقلیل	verlaging
تقلیل	reductie
تقلیل	vermindering
بشوند	volgzaam
واژگانی	lexicale
ساماندهی	boekhouding
ساماندهی	boekhouden
بردگی	slavernij
خراج	eerbetoon
خراج	tributen
خراج	hulde
اپوزیسیون	tegenstand
اپوزیسیون	oppositie
لاستیک	rubberen
زنگی	nikker
زنگی	nigger
زنگی	neger
تشخیصی	diagnose
تشخیصی	diagnostiek
تشخیصی	diagnostische
گرفتگی	zonsverduistering
گرفتگی	eclips
گرفتگی	verduistering
دامپزشکی	veearts
دامپزشکی	veterinair
دامپزشکی	veterinaire
غیرمستقیم	indirecte
غیرمستقیم	onrechtstreeks
نامطلوب	ongewenste
نامطلوب	ongewenst
کرکس	gier
بازدیدکنندگان	kijkers
صیاد	roofdier
دات	stip
دات	puntje
گذشتن	passeren
مقصر	boosdoener
مقصر	schuld
مقصر	verwijten
مقصر	verschrikkelijke
مقصر	verwijt
مقصر	schuldige
ناخدا	kapitein
ناخدا	gezagvoerder
درخشندگی	lichtkracht
درخشندگی	glitters
درخشندگی	schittering
درخشندگی	genialiteit
مخلوطی	mengsel
متان	methaan
استثنا	uitzondering
استثنا	uitzonderingen
اصطکاک	wrijving
کوزه	potten
کوزه	potje
کوزه	potjes
کوزه	pot
کوزه	kruiken
دوزخ	hel
دروغین	onwaar
دروغین	vals
دروغین	valse
مارتینز	martínez
پروفایل	profiel
تسریع	acceleratie
تسریع	versnelling
شربت	sap
شربت	siroop
شربت	stroop
الوار	hout
میوسن	mioceen
تاثیری	reflecteert
تاثیری	weerspiegelt
دلم	verlangen
آبجو	biertje
آبجو	bier
آبجو	bieren
مات	bastaard
مات	ondoorzichtig
مات	mat
مات	ondoorzichtige
فراغت	vermaak
فراغت	recreatie
فراغت	ontspanning
شیردهی	borstvoeding
کارآفرینی	ondernemerschap
بطری	fles
بطری	flessen
بطری	flesje
بطری	flesjes
ذغال	kolen
ذغال	slak
ذغال	kool
ذغال	steenkool
ذغال	slakken
شاپرک	mot
مفعول	bodem
مفعول	onderkant
مفعول	voorwerp
برآمد	geïnspecteerd
برآمد	gekeurd
ضربان	pols
ضربان	puls
ضربان	polsslag
آیینه	spiegeltje
آیینه	spiegel
آیینه	spiegelen
خودت	jijzelf
خودت	jezelf
خودت	uzelf
کفر	ontkenning
کفر	godslastering
کفر	ontrouw
حلزون	schelpdieren
حلزون	slak
دانوب	donau
گویندگان	sprekers
فاسد	verrot
فاسد	corrupte
فاسد	ontaarde
فاسد	rotte
فاسد	rot
فرآوری	voortplanting
ابرها	wolken
ابرها	bewolking
نویسه	karakters
نویسه	karakter
نویسه	personage
نویسه	tekens
نویسه	personages
چسب	lijm
چسب	lijmen
شناختن	identificeren
تعویق	uitstellen
سرسخت	koppig
سرسخت	eigenwijs
سرسخت	eigenwijze
سرسخت	koppige
لفظی	letterlijk
لفظی	letterlijke
کلینیک	kliniek
پیشگویی	profetie
پیشگویی	voorspelling
قولی	beloof
قولی	belofte
قولی	beloven
مردانی	mannen
پیشنهادهای	suggesties
پیشنهادهای	voorstellen
شیرهای	leeuwen
ترامپ	troef
ترامپ	troefkaart
خردمند	intelligente
خردمند	verstandig
خردمند	wijze
خردمند	wijs
اژه	egeïsche
تاسف	spijt
تاسف	betreuren
معاینه	examen
هضم	verteerd
هضم	spijsvertering
هضم	verteren
هضم	dracht
جنگها	oorlogen
جنگها	oorlog
پالایه	filteren
سوت	fluitje
سوت	fluit
سوت	fluiten
جامه	gewikkeld
جامه	ingepakt
جامه	verpakt
غیرطبیعی	onnatuurlijke
غیرطبیعی	onnatuurlijk
میگوید	zegt
همراهان	gevolg
همراهان	metgezellen
کابوس	nachtmerrie
مازاد	overmatig
مازاد	overmaat
مازاد	overschotten
مازاد	overschot
مازاد	overdaad
ورشکستگی	bankroet
ورشکستگی	faillissement
ورشکستگی	failliet
