ve	그리고
alacakaranlık	황혼
kira	임대
kira	월세
kira	임대료
kira	렌트
onaylandı	확정
onaylandı	확인됨
onaylandı	승인
amin	아멘
koru	보존
koru	커버
koru	표지
koru	보호
koru	보호하기
koru	덮개
kastilya	카스티야
tırnak	손톱
tırnak	따옴표
tırnak	발톱
tırnak	인용
piksel	픽셀
sehir	도시
sehir	시티
düşünmek	생각
işlevleri	함수
gelgit	조수
gelgit	조류
dönemler	마침표
dönemler	생리
dönemler	월경
toptan	대량
toptan	도매
toptan	일괄
toptan	벌크
sürüş	운전
sürüş	드라이빙
çivi	손톱
çivi	발톱
gazlar	가스
yoruma	해석
yoruma	댓글
yoruma	코멘트
fiyatları	가격
işın	레이
imkânsız	불가능한
imkânsız	불가능하다
imkânsız	불가능
hristiyanlar	기독교인
işitme	청각
öldürülmüş	살인
öldürülmüş	살해
çizdi	드류
çizdi	드루
sakat	비활성화
köpekler	개들
yarışmacı	참가자
yarışmacı	경쟁자
yarışmacı	경쟁사
otoyol	고속도로
otoyol	하이웨이
gülü	로즈
gülü	장미
psikiyatri	정신의학
oksit	산화
oksit	산화물
bursu	장학금
bursu	동호회의
anlaşılabilir	이해
iskele	부두
iskele	포트
iskele	항구
itme	추진력
içerikler	목차
içerikler	내용
içerikler	컨텐츠
içerikler	콘텐츠
kapandı	닫힌
kapandı	비공개
eritre	에리트레아
kal	숙박
kal	머무르지
kal	머무르고
kal	머물러
maske	가면
maske	마스크
tüy	깃털
mağaza	매장
mağaza	스토어
mağaza	상점
mağaza	가게
mağaza	쇼핑
bahane	변명
bahane	핑계
nazik	친절
nazik	예의
nazik	종류
nazik	친절한
kökten	급진주의
kalibre	보정
uygarlık	문명
dengeli	균형
ihtisas	레지던트
dilbilim	언어학
etkilenmiş	영향권
etkilenmiş	감동
etkilenmiş	영향받음
motosiklet	자전거
motosiklet	모터사이클
motosiklet	오토바이
hükümdarları	모나크스
tesisler	시설
testere	쏘우
yarışmalar	대회
gebelik	잉태
gebelik	임신
dilbilgisi	문법
raf	선반
uzmanları	전문가
uzmanları	전문가들
yoksulluk	빈곤
yoksulluk	가난
yılbaşı	크리스마스
avlu	마당
kalınlığı	둘레
kalınlığı	두께
yenilikler	혁신
ruhlar	스피리츠
ruhlar	영혼
videolar	비디오
videolar	동영상
ayrıntılar	세부사항
liderler	리더
liderler	지도자
değerlendirmesi	추정
değerlendirmesi	추정치
yakalama	캡쳐
yakalama	캡처
cenova	제노바
cenova	제네바
gerçekçilik	현실주의
prototip	프로토타입
prototip	프로토타입을
inkar	부정
inkar	거부
ikizler	제미니
ikizler	트윈
ikizler	트윈스
ikizler	쌍둥이
itibar	평판
itibar	품위
itibar	명성
itibar	위엄
itibar	존엄
itibar	프레스티지
diyabet	당뇨
diyabet	당뇨병
taşıt	교통수단
taşıt	수송
taşıt	운송
taşıt	교통
varlıkları	자산
menajer	대리인
menajer	요원
menajer	관리자
menajer	에이전트
menajer	매니저
koordinatlar	좌표
koordinatlar	좌표계
dişleri	치아
dişleri	이빨
mikrodalga	전자레인지
kıyıya	해변
kıyıya	해안
bitmiş	완료
bitmiş	완료되었습니다
suni	인공
suni	인조
muhabir	저널리스트
muhabir	기자
muhabir	리포터
muhabir	언론인
apartman	아파트
sloven	슬로베니아어
sloven	슬로베니아
prensip	원칙
prensip	원리
bedel	가격
bedel	프라이스
anormal	비정상적인
anormal	비정상적
anormal	비정상
diktatör	독재자
belirsizlik	불확실
belirsizlik	스펜스
belirsizlik	서스펜스
belirsizlik	불확정성
mum	양초
mum	촛불
sat	판매하기
sat	팔아
sat	판매
yanık	번스
yanık	굽기
yanık	화상
çerçevesi	액자
çerçevesi	프레임
erboğa	센타우루스자리
düzenleyici	편집자
düzenleyici	편집기
düzenleyici	에디터
düzenleyici	작곡가
koordinatları	좌표
koordinatları	좌표계
yaşa	라이브
yaşa	생방송
gizlilik	프라이버시
standartlar	표준
obüs	곡사포
stratejisi	전략
korunmak	보호
avuç	손바닥
gör	조회
gör	보기
reyting	평가하기
reyting	별점
reyting	평점
reyting	평가
kapatılmış	닫힌
kapatılmış	비공개
kapatılmış	비활성화
vatandaşlar	시민들
vatandaşlar	시민
alabalık	연어
alabalık	송어
trajik	비극
trajik	비극적
farklar	차이와
farklar	차이
farklar	차이점
ilerici	진보주의
ilerici	프로그레시브
psikolog	심리학자
büyür	자라
çeviriler	번역
deneyleri	재판
tempo	페이스
tempo	속도
sponsorluk	스폰서
vay	우와
vay	와우
hikayeler	소식
hikayeler	스토리
pulları	스탬프
pulları	우표
rahim	자궁
cebelitarık	지브롤터
emirler	주문
algoritma	알고리즘
komünistler	공산주의자
gerçekleri	팩트
gerçekleri	사실
konuş	말하기
fizikçiler	물리학자
şeftali	피치
şeftali	복숭아
çıkartma	스티커
çıkartma	추출
zorluklar	곤란
zorluklar	난이도
zorluklar	도전
zorluklar	어려움
zorluklar	챌린지
dikiş	바느질
dikiş	바늘
dikiş	스티치
kardeşim	오빠
kardeşim	아우
bozukluk	장애
paketleri	패킷
paketleri	패키지
barışçıl	평화로운
barışçıl	평화롭고
serbestçe	자유롭게
cinsellik	성별
cinsellik	성교
cinsellik	섹스
cinsellik	성관계
eklenti	확대
eklenti	확장자
eklenti	첨부
eklenti	플러그인
eklenti	플러그
eklenti	연장
eklenti	확장
ejder	드래곤
ejder	드래곤볼
ekleyin	추가하기
ekleyin	추가
kene	진드기
kene	체크
kene	눈금
inançları	믿음
inançları	종교
inançları	신념
şişman	지방
şişman	뚱뚱한
şişman	살찐
hastalar	환자들
hastalar	환자
dengesi	균형
dengesi	잔액
dengesi	밸런스
fişek	카트리지
fişek	플레어
fişek	플레인
ağaçkakan	딱따구리
cidden	진지하게
cidden	진심
cidden	정말
cidden	정말로
cidden	심각하게
hain	반역자
hain	배신자
mürekkep	잉크
kurtuluşu	구원
işletmeler	비즈니스
gönder	보내기
gönder	전송
gönder	제출합니다
gönder	보냅니다
gönder	제출
gönder	송금
sefa	중재
yağma	전리품
kapsamı	스코프
kapsamı	범위
mübarek	축복
mübarek	축복받은
mübarek	무바라크
minik	리틀
acele	허슬
acele	러쉬
paylaşımı	공유
isı	체온
isı	온도
isı	더위
isı	히트
isı	기온
meme	유방
meme	가슴
cirit	창던지기
kataloğu	카탈로그
bazılarını	일부
sebepler	이유
füzyon	핵융합
füzyon	융합
füzyon	핵분열
füzyon	퓨전
ilgisiz	무관한
ilgisiz	무관심
öneriler	추천
öneriler	제안
kaplumbağa	거북이
kaplumbağa	거북
gönderilmiş	전송
gönderilmiş	보냄
gömlek	셔츠
beğenilen	좋아한
maskeli	마스크
maskeli	가면
beyler	신사
delikler	구멍이
delikler	구멍
temyiz	호소
temyiz	항소
hediyeler	선물
batarya	배터리
batarya	건전지
batarya	전지
batarya	전지현
erzak	조항
erzak	공급
erzak	용품
beklemek	기다림
yeme	먹기
ötesine	비욘드
pompa	펌프
ispanyollar	스페인어
ispanyollar	스페인인
şifa	힐링
galaktik	은하
yeşiller	녹색당
çene	턱시도
müşterek	관절
disiplini	규율
arktik	북극
kayıtsız	무관심
yorgun	피곤한
mekanı	장소
mekanı	공연장
zirvede	회담
zirvede	정상회담
zirvede	정상회의
vesile	행사
yat	요트
hatıra	기억력
hatıra	메모리
hatıra	기념품
hatıra	추억
hatıra	기억
hatıra	메멘토
duyu	감각
tozu	가루
tozu	파우더
karışım	반죽
karışım	혼합
karışım	혼합물
kin	미움
kin	혐오
kin	증오
karınca	개미
cerrah	외과의사
cerrah	외과의
galaksiler	은하
demokratlar	민주당
ayağa	스탠드
ebeveynler	부모
ebeveynler	부모님
tanklar	탱크
tanklar	전차
piskopos	비숍
piskopos	주교
habersiz	망각
markus	마르코스
festivalde	축제
festivalde	페스티벌
afiş	현수
afiş	포스터
afiş	배너
sorunsuz	부드럽게
sınıfları	수업
sınıfları	클래스
sınıfları	교실
modül	모듈
rahibe	여동생
rahibe	언니
rahibe	수녀
rahibe	누나
yarasa	박쥐
yarasa	배트맨
şükran	추수감사절
şekiller	수치
şekiller	피규어
şekiller	모양
türev	파생상품
türev	미분
casusluk	스파이
yolsuzluk	부정부패
yolsuzluk	부패
atölye	워크샵
atölye	워크숍
sos	소스
sardinya	사르데냐
adanmış	헌신
ardışık	연속
macellan	마젤란
modellik	모델링
rehabilitasyon	재활
öldürücü	치명적이다
öldürücü	치명적
nişanlısı	약혼자
nişanlısı	약혼녀
çarpışmalar	충돌
revizyon	리비전
çilek	딸기
lokal	로컬
lokal	현지
yansıması	반영
yansıması	반사
anılar	회상록
anılar	기억력
anılar	메모리
anılar	회고록
anılar	추억
anılar	기억
tekrarlanan	반복
tekrarlanan	재발
tekrarlanan	반복적
hoşgeldin	환영합니다
hoşgeldin	환영
irtibat	접촉
irtibat	문의
irtibat	연락처
irtibat	연락
ferah	넓은
isyancılar	반군
isyancılar	반란군
anka	피닉스
restoran	식당
restoran	음식점
restoran	레스토랑
emisyon	방출
emisyon	배출
emeklilik	퇴직
emeklilik	연금
emeklilik	은퇴
verimliliği	생산성
verimliliği	효율
verimliliği	효율성
harmonik	조화
perakende	소매
diplomasi	외교
ayırma	분리
güçsüz	약해
güçsüz	약한
müzeler	박물관
müzeler	박물관과
kutlama	축하
rab	주님
balon	풍선
balon	버블
balon	거품
zalim	잔인한
zalim	잔혹한
tuzak	함정
tuzak	설정
tuzak	트랩
tuzak	매복
tuzak	설정하기
hatlar	라인
konferanslar	컨퍼런스
konferanslar	회의
çehov	체호프
hadım	거세
eksiklik	부족
eksiklik	결함
avrupalılar	유럽인
piramit	피라미드
depresyon	우울증
iskandinavya	스칸디나비아
ödünç	대출
ödünç	빌려서
ödünç	빌려
ödünç	융자
gösterişli	매끄러운
sokaklarda	길거리
sokaklarda	거리
öner	제안
kanatlar	윙스
kanatlar	날개
vicdan	양심
vicdan	양심적
azaldı	감소
öyleyse	그러면
öyleyse	그렇다면
öyleyse	그때
katalan	카탈루냐
katalan	카탈루냐어
elementler	원소
ayrımcılık	차별
islamcı	이슬람
feda	희생
çakıl	자갈
kazaları	사고
özgürce	자유롭게
taşımacılık	교통수단
taşımacılık	운송
taşımacılık	교통
zarif	우아
başladım	시작되었습니다
başladım	시작했습니다
başladım	시작됨
teftiş	점검
teftiş	검사
bağlayıcı	바인딩
bağlayıcı	구속력
bağlayıcı	단자
bağlayıcı	커넥터
yurttaş	시티즌
yurttaş	시민
hastalıklara	질병
gelirleri	수익
gelirleri	소득
yerleştirme	배치
panik	패닉
panik	공황
börek	파이
üretme	프로듀스
müsabaka	경쟁
toplantılar	미팅
toplantılar	회의
modifiye	수정
filtre	필터링
filtre	필터
haneli	숫자
kümes	가금류
partner	파트너는
partner	파트너
kuraklık	가뭄
kompakt	컴팩트
kompakt	콤팩트
rakamlar	피규어
rakamlar	숫자
rakamlar	수치
atama	할당
formları	양식
tümör	종양
milis	민병대
hazırlama	렌더링
girişimci	기업인
girişimci	사업가
yiyecekler	식품
yiyecekler	음식
yaşlılar	노인
yaşlılar	선배
kesici	커터
sabun	비누
önleyici	예방
gerginlik	긴장감
gerginlik	긴장
gerginlik	텐션
gambiya	감비아
operasyonlar	작전
operasyonlar	운영
merhum	사망
tersane	조선소
bilinci	의식
yaşları	연령
acemi	모집
acemi	초보자
acemi	신참
acemi	초보
itaat	복종
itaat	순종
yufka	부드러워
yufka	청량
yufka	부드럽게
yufka	소프트
yufka	부드러운
memleket	출신지
brain	브라이언
gönderen	발신
boyutlar	크기
boyutlar	차원
dağılması	해산
tork	토크
konçertosu	협주곡
olimpiyatlar	올림픽
sendika	신디케이트
sendika	연맹
sendika	유니언
sendika	연합
sendika	동맹
muhafızlar	가디언스
muhafızlar	가디언즈
muhafızlar	대리인
arabaları	포장마차
benzersiz	독특한
benzersiz	고유
krom	크로뮴
krom	크롬
krom	크로미엄
sinemalarda	영화관
sinemalarda	극장
baharat	양념
fotoğrafçılık	사진
fotoğrafçılık	사진술
kısaltılmış	단축
metalik	금속
erime	녹아
erime	녹음
faul	파울
deyim	구문
deyim	표현식
deyim	표현
deyim	어구
berberi	바르바리
düşürüldü	감소
eşcinsellik	동성애
eşcinsellik	동성애자
amerikalılar	미국인
kahramanlık	히어로
kahramanlık	영웅
meditasyon	명상
kumlu	샌디
davulcu	드러머
güz	떨어짐
güz	떨어지는
güz	떨어지지
köprüler	브리지스
köprüler	브릿지
köprüler	다리
köprüler	브리지
dayanıklılık	체력
öfke	분노
öfke	퓨리
öfke	성질
sempozyumu	심포지엄
bankalar	뱅크
bankalar	은행
bankalar	뱅크스
bildirim	알림
ölçek	축척
ölçek	척도
ölçek	스케일
ölçek	규모
katip	사무원
katip	점원
bekliyor	기다림
mucize	기적
kaşık	숟가락
kaşık	스푼
gübre	비료
etkinliğini	효율성
pusula	나침반
silikon	규소
silikon	실리콘
mevsimlik	계절
nikah	웨딩
nikah	결혼식
cevaplar	답장
cevaplar	답글
cevaplar	응답
cevaplar	대답
cevaplar	답변
sanık	피고인
sanık	피고
dipnot	각주
medeniyet	문명
maymunlar	몽키스
maymunlar	유인원
maymunlar	원숭이
yakut	루비
yarası	부상
yarası	상처
eşini	배우자
ölçme	계측
ölçme	측정
ölçme	측도
markalar	상표
markalar	브랜드
açılacak	열기
açılacak	열립니다
sarımsak	마늘
lezzetli	맛있는
lezzetli	맛있다
kirliliği	오염
taciz	학대
taciz	남용
taciz	악용
taciz	괴롭힘
kertenkele	도마뱀
kertenkele	도마뱀과
lejyonu	레지옹
define	보물
niş	틈새
çığlık	질러
şeffaf	투명도
şeffaf	투명
şeffaf	투명성
şeffaf	투명한
kölelik	노예제
kölelik	속박
kölelik	노예제도
virüsler	바이러스
cebirsel	대수
cebirsel	대수적
mahalleler	동네
aktivite	활동
sırlar	비밀
dayanak	전제
vergiler	세금
vergiler	납세
kabartma	베이킹
benzerliği	닮음
taslağı	초안
taslağı	임시
taslağı	드래프트
taslağı	윤곽
iyileştirme	개선
iyileştirme	향상
iyileştirme	힐링
kübalı	쿠바
uzmanlaşmış	전문
bacaklar	다리
horoz	수탉
operatörü	연산자
operatörü	작용소
operatörü	운영자
dergiler	잡지
boykot	보이콧
hic	절대로
hic	절대
zekâ	지능
yaramaz	장난꾸러기
yaramaz	장난
uyduları	위성
uyduları	인공위성
ateist	무신론
ateist	무신론자
takı	보석
takı	쥬얼리
incili	성경
incili	복음
incili	복음주의
incili	복음서
haftasonu	주말
haftasonu	주말에
muhabbet	채팅
muhabbet	대화
muhabbet	대화하기
sekreterlik	비서
yalnızlık	외로운
yalnızlık	외로움
yalnızlık	외로워
dalış	잠수
dalış	다이빙
kuklacılık	인형극
şanghay	상하이
ayin	미사
ayin	매스
ayin	의식
ayin	질량
ayin	대량
entropi	엔트로피
trompet	트럼펫
trompet	나팔
dizin	디렉터리
dizin	폴더
dizin	디렉토리
önerileri	추천
önerileri	제안
hafifçe	가볍게
hafifçe	약간
yandı	불태웠다
yandı	화상
departmanı	부서
patlıcan	가지
kıyafetler	옷이
kıyafetler	의류
cibuti	지부티
hakikat	진리
hakikat	리얼리티
hakikat	현실
hakikat	진실
psikolojisi	심리학
protestolar	항의
melodik	멜로딕
koloniler	식민지
defter	공책
defter	노트북
dernekleri	협회
enfekte	감염된
vaşak	살쾡이
eksiksiz	철저한
eksiksiz	철저히
eksiksiz	철저
alternatifi	얼터너티브
alternatifi	대안
bordo	부르고뉴
iber	이베리아
ekleri	첨부
parametreleri	매개변수
çabalar	노력
paskalya	부활절
mantı	만두
philips	필립스
sunucuları	서버
makineler	머신
makineler	기계
fragman	트레일러
fragman	예고편
öksüz	고아
öksüz	고립
sürücüler	운전사
sürücüler	라이더
sürücüler	드라이브
sürücüler	운전자
sürücüler	라이더스
sürücüler	드라이버
damga	스탬프
damga	우표
japonlar	일본어
japonlar	일본
japonlar	일본인
yüzücü	수영
cephane	탄약
dekor	경치
tüccarlar	상인
tüccarlar	상인인
tamamlayıcı	보완
gereksinimleri	요구사항
alkollü	알코올
alkollü	취해
oylar	투표
oylar	득표
algı	인식
algı	지각
mağazası	매장
mağazası	상점
mağazası	스토어
mağazası	가게
atomlar	원자
kabulü	합격
sualtı	수중
temizleme	클리닝
temizleme	청소
soya	대두
bezi	기저귀
doğaçlama	즉흥
muamele	치료
muamele	시술
kirpi	고슴도치
nötrino	중성미자
pantolon	바지
kılavuz	가이드
kılavuz	안내서
kılavuz	설명서
kılavuz	매뉴얼
kılavuz	탐색기
kılavuz	안내
kılavuz	조종사
kılavuz	수동
kılavuz	파일럿
desen	패턴
zenginlik	재물
zenginlik	재산
karı	캐리
katalonya	카탈루냐
seyyar	팝업
gözetleme	감시
vişne	체리
vişne	벚꽃
hücresel	셀룰러
anket	설문
anket	설문조사
uranüs	천왕성
hinduizm	힌두교
kanyon	캐니언
kanyon	협곡
patron	보스
patron	사장님
elveda	굿바이
elveda	작별
siyonist	시온주의
yüzdesi	비율
yüzdesi	퍼센트
yüzdesi	백분율
zenci	흑인
çözümleri	솔루션
çözümleri	해결책
uyumu	화합
uyumu	조화
uyumu	하모니
uyumu	준수
otoriter	권위주의
ayet	구절
astronot	우주비행사
astronot	우주인
diriliş	부활
çöküş	몰락
çöküş	붕괴
çöküş	축소
çöküş	분석
şifreli	암호화
sihir	매직
sihir	마법
sihir	마술
kurutulmuş	건조
sentez	합성
gökkuşağı	레인보우
gökkuşağı	무지개
semboller	기호
semboller	상징
tensör	텐서
onaylanmış	확정
onaylanmış	확인됨
onaylanmış	승인
oturup	앉은
kurulum	설치
kurulum	설정
kurulum	설치하기
kurulum	설정하기
kıtlık	가뭄
suriyeli	시리아
sakallı	수염
