और	en
राज्यपालों	presidenten
राज्यपालों	gouverneurs
लसीका	lymfe
क़यामत	wederopstanding
क़यामत	opstanding
वक्रता	kromming
दुश्मनी	vijandigheid
परागण	bestuiving
सादा	effen
सादा	vlakte
रोजाना	dagelijks
रोजाना	dagelijkse
सेकण्ड	seconden
सेकण्ड	tweede
रिक्शा	riksja
समाजशास्त्री	socioloog
एडिटर	redacteur
एडिटर	hoofdredacteur
एडिटर	bewerker
एडिटर	uitgever
मनोचिकित्सा	psychotherapie
धीर	resoluut
धीर	vastberaden
सोलोमन	salomo
सोलोमन	salomon
लेटर	brief
कैंडी	snoepje
कैंडी	snoepgoed
कैंडी	snoep
फ़ीड	voedt
फ़ीड	voeden
फ़ीड	voeder
माफ़ी	vergeving
माफ़ी	amnestie
माफ़ी	vergiffenis
बिखर	driften
हंटर	jager
सख्ती	strikt
असम्भव	onmogelijk
असम्भव	onmogelijke
ज्ञानकोष	encyclopedie
अंधा	blinde
अंधा	blinden
अंधा	verblinden
अविकसित	onderontwikkeld
विज़ुअल	visueel
विज़ुअल	visuele
मनमोहक	elegante
प्रभावकारिता	doeltreffendheid
प्रभावकारिता	doelmatigheid
प्रभावकारिता	werkzaamheid
प्रभावकारिता	effectiviteit
मैप	plattegrond
मैप	kaart
प्रलेखित	gedocumenteerde
प्रलेखित	gedocumenteerd
काव्यात्मक	poëtische
काव्यात्मक	poëtisch
मेहराब	boog
कोयल	koekoek
हेरफेर	manipuleren
हेरफेर	manipulaties
हेरफेर	manipulatie
व्युत्क्रम	inversie
आध्यात्मिकता	spiritualiteit
राजमार्गों	autowegen
राजमार्गों	snelweg
राजमार्गों	snelwegen
मेसन	metselaar
गांठ	knopen
गांठ	knoop
सुनहरी	gulden
सुनहरी	gouden
मूँगफली	pinda
उज्ज्वल	fel
उज्ज्वल	helder
पत्राचार	correspondentie
पत्राचार	briefwisseling
शिष्टाचार	manieren
बगीचा	tuintje
बगीचा	tuin
कूटनीति	diplomatiek
कूटनीति	diplomatie
बुलंद	verheven
पाशा	pasja
यूसुफ	jozef
दैवीय	orakel
बैठना	zit
बैठना	zitten
वियोग	rouw
चुपचाप	geruisloos
चुपचाप	stilletjes
चुपचाप	stilzwijgend
शिल्पकार	ambachtslieden
शिल्पकार	beeldhouwers
अनुमत	toegestane
अनुमत	toegelaten
अनुमत	toegestaan
एंजाइमों	enzymen
फायदेमंद	voordelig
क्राई	huilen
क्राई	huil
मीटिंग	bijeenkomst
मीटिंग	vergaderen
मीटिंग	ontmoeting
मीटिंग	vergadering
हॉर्स	paard
जोड़ें	voeg
जोड़ें	toevoegen
राइडर्स	rijders
राइडर्स	ruiters
राइडर्स	renners
प्रतिवादी	verdachte
प्रतिवादी	gedaagde
प्रतिवादी	beklaagde
प्रतिवादी	antagonisten
प्रतिवादी	verweerder
कोटिंग	deklaag
कोटिंग	bekleding
घोंसला	nestje
पल्स	pols
पल्स	puls
पल्स	polsslag
गोलियाँ	schoten
हस्ताक्षरित	gesigneerd
हस्ताक्षरित	getekend
हस्ताक्षरित	ondertekende
हस्ताक्षरित	ondertekend
हैरान	verraste
हैरान	geschrokken
हैरान	geschokt
हैरान	verbaasde
हैरान	perplex
हैरान	verbaasd
हैरान	verrast
सरलतम	eenvoudigste
सरलतम	simpelste
लांच	lancering
लांच	lanceren
चौराहे	kruising
चौराहे	kruispunt
निर्बल	zwakke
निर्बल	slap
निर्बल	zwakken
निर्बल	zwak
स्लोवाकिया	slowakije
रातों	nachten
रातों	overnachtingen
ताला	sluis
ताला	slot
ताला	vergrendelen
हैप्पी	gelukkig
हैप्पी	vrolijk
हैप्पी	blij
हैप्पी	tevreden
कूलिंग	afkoeling
कूलिंग	koelen
कूलिंग	koeling
जीवनशैली	leefwijze
जीवनशैली	levenswijze
जीवनशैली	levensstijl
जानलेवा	moordenaar
गिरे	gevallen
मण्डप	paviljoen
पिछड़ा	achterwaarts
पिछड़ा	achteruit
सीरियाई	syrië
सीरियाई	syrische
सीरियाई	syrisch
जामुन	bessen
अध्यादेश	verordening
मिथकों	mythes
मिथकों	mythen
कीमोथेरेपी	chemotherapie
क्राइम	misdrijf
क्राइम	misdaad
क्राइम	criminaliteit
लातिन	latijnse
लातिन	latijns
लातिन	latijn
मिग	mikojan
स्कैनिंग	scannen
फ़ार्म	boerderijen
फ़ार्म	kwekerij
फ़ार्म	boerderij
बोल्ड	vet
बोल्ड	brutaal
बोल्ड	gewaagd
बोल्ड	gedurfd
आनुपातिक	proportioneel
आनुपातिक	evenredig
आनुपातिक	proportionele
दवाई	medicijnen
दवाई	geneesmiddel
दवाई	geneeskunde
हॉरर	verschrikking
हॉरर	afschuw
हॉरर	gruwel
एड़ी	hiel
एड़ी	hak
अप्रयुक्त	ongebruikt
अप्रयुक्त	ongebruikte
धन्य	gezegend
धन्य	zalig
धन्य	gezegende
कत्ल	moord
एंथनी	antonius
लापरवाही	onachtzaamheid
लापरवाही	nalatigheid
आपूर्तिकर्ता	toeleveranciers
आपूर्तिकर्ता	leverancier
आपूर्तिकर्ता	leveranciers
गुमनाम	anonieme
गुमनाम	anoniem
पृष्ठीय	dorsale
फ़सल	oogst
फ़सल	gewas
हिमालयी	himalaya
मच्छरों	muggen
सोंग	nummer
सोंग	zang
सोंग	liedje
सोंग	lied
गोलों	kanonskogels
झाड़ियों	struiken
झाड़ियों	bosjes
धुलाई	wassen
कराधान	belastingen
कराधान	belasting
कराधान	fiscaliteit
खदान	groeve
खदान	steengroeve
लेखाकार	boekhouder
लेखाकार	boekhouders
निर्वहन	lozen
निर्वहन	ontladen
निर्वहन	lozing
कांग्रेसी	congreslid
शॉप	winkel
टेलिफोन	telefoon
अभिलेखागार	archiveren
अभिलेखागार	archief
अभिलेखागार	archieven
धकेल	geschoven
धकेल	duwde
धकेल	geduwd
स्वचालन	automatisering
उत्तरपश्चिम	noordwest
उत्तरपश्चिम	noordwesten
अभियुक्त	beschuldigd
अभियुक्त	beschuldigde
लेवी	heffing
आइकन	pictogram
आइकन	icoon
आइकन	pictogrammen
आइकन	iconen
आप्रवासियों	immigranten
आप्रवासियों	migranten
फाटक	poort
फाटक	hek
मनोचिकित्सक	psychiater
संपीडित	gecomprimeerd
बुलेट	kogels
बुलेट	kogel
प्लेन	vliegtuig
टेरेसा	theresia
बवासीर	aambeien
कार्डिनल	kardinaal
उलझन	verward
उलझन	labyrint
उलझन	doolhof
उलझन	verwarren
उलझन	verwarde
उलझन	verwarrend
जायफल	nootmuskaat
ईराक	irak
जाग	wakker
मारता	doodt
बचाना	behouden
बचाना	bewaren
कीप	trechter
सिलिकेट	silicaat
कैथोड	kathode
क्रीमिया	krim
परिभाषाएं	definities
आवश्यकताएँ	vereisten
आवश्यकताएँ	eisen
पॉलिश	pools
पॉलिश	poolse
किल	doden
आरामदायक	comfortabele
आरामदायक	comfortabel
आरामदायक	gezellige
आरामदायक	gezellig
रिपोर्टर	journaliste
रिपोर्टर	verslaggever
रिपोर्टर	verslaggeefster
रिपोर्टर	journalist
पंक्तियां	rijen
पंक्तियां	licenties
पंक्तियां	ontwerper
पंक्तियां	lijnen
चीयर्स	proost
चुंबकत्व	magnetisme
चंचल	speelse
चंचल	speels
ल्यूकेमिया	leukemie
प्राधिकृत	toegestane
प्राधिकृत	geautoriseerd
प्राधिकृत	toegelaten
प्राधिकृत	toegestaan
लिनेन	linnen
बैंग	knal
कुष्ठ	lepra
गोदाम	graanschuur
गोदाम	warenhuis
गोदाम	magazijn
गोदाम	entrepot
गोदाम	pakhuis
स्थितियाँ	locaties
स्थितियाँ	posities
साइबेरियाई	siberië
बगावत	opstand
अज़रबैजान	azerbeidzjan
फेंका	gooide
निपुणता	vaardigheden
निपुणता	kunde
निपुणता	vaardigheid
उड़न	vliegend
उड़न	vliegen
सिंगर	zanger
सिंगर	zangeres
प्रतिबिम्ब	bezinning
प्रतिबिम्ब	imago
प्रतिबिम्ब	spiegelbeeld
प्रतिबिम्ब	beeld
प्रतिबिम्ब	reflectie
प्रतिबिम्ब	weerspiegeling
प्रतिबिम्ब	afbeelding
संरचित	gestructureerd
भाषणों	toespraken
भाषणों	redevoeringen
प्रतिबाधा	impedantie
एकत्रीकरण	samenvoeging
एकत्रीकरण	aggregatie
स्लोवेनिया	slovenië
फिलिस्तीन	palestijnse
फिलिस्तीन	palestina
सातवाँ	zevende
महानता	grootsheid
महानता	grootheid
स्वयंसेवी	vrijwilliger
स्वयंसेवी	vrijwillig
स्वयंसेवी	vrijwilligers
तख्तापलट	staatsgreep
पीक	piek
पीक	gluren
पीक	hoogtepunt
एन्क्रिप्शन	versleutelen
एन्क्रिप्शन	encryptie
