категория	categorie
филиалы	bijkantoren
филиалы	filialen
филиалы	dochtermaatschappijen
филиалы	dochterondernemingen
вратарей	doelmannen
библия	bijbel
жених	verloofde
жених	bruidegom
перерыв	breken
перерыв	pauze
грейс	gratie
единогласно	unaniem
единогласно	unanieme
совпадение	toeval
зерно	graan
тироль	tirol
рыбаков	vissers
заимствования	lenen
минимальное	minimaal
минимальное	minimale
камерун	kameroen
отметила	genoteerd
отметила	opgemerkt
кори	mazelen
страхование	verzekering
страхование	verzekeringen
близнецы	tweelingen
близнецы	tweeling
сахалин	sachalin
нападений	aanvallen
нападений	aanslagen
вуд	hout
секретариата	secretariaat
дикие	wilde
внешнее	uitwendig
внешнее	extern
внешнее	externe
поселенцев	kolonisten
казак	kozak
миниатюры	miniaturen
гарантии	beveiligingen
гарантии	garanties
гарантии	waarborgen
гарантии	garantie
перья	veren
чудеса	wonderen
чудеса	mirakels
поры	poriën
обнаружение	opsporing
обнаружение	ontdekking
обнаружение	detectie
обнаружение	ontdekkingen
обнаружение	detecteren
киль	kiel
скатов	pijlstaartroggen
самоубийства	zelfmoorden
самоубийства	zelfmoord
самоубийства	zelfdoding
гимнастика	gymnastiek
гимнастика	turnen
хронологии	chronologie
представляющие	vertegenwoordigen
стандартизации	standaardisatie
стандартизации	normalisatie
стандартизации	standaardisering
стандартизации	normalisering
проректор	provoost
картофеля	aardappelen
картофеля	aardappel
самолеты	luchtvaartuig
самолеты	vliegtuig
самолеты	luchtvaartuigen
самолеты	vliegtuigen
проголосовать	stem
проголосовать	stemmen
проголосовать	stemming
лекция	lezingen
лекция	lezing
лекция	preek
трения	wrijving
увлечение	verliefdheid
миокарда	infarct
анонимных	anonieme
анонимных	anoniem
переезд	bewegend
переезд	bewegen
переезд	verplaatsen
переезд	verhuizen
немногие	paar
немногие	weinig
немногие	weinigen
продемонстрировать	demonstreren
казармы	barak
казармы	kazerne
казармы	barakken
трактор	trekker
трактор	trekkers
трактор	tractoren
избранное	favorieten
ноты	noten
ноты	notities
ноты	toelichting
ноты	aantekeningen
получая	ontvangende
получая	ontvangen
регулируется	instelbare
регулируется	geregeld
регулируется	gereglementeerde
регулируется	gereguleerd
регулируется	verstelbare
регулируется	verstelbaar
регулируется	gereglementeerd
упомянул	vermeldde
упомянул	genoemd
упомянул	vermeld
послания	berichten
послания	boodschappen
страсть	hartstocht
страсть	passie
тихо	stilte
тихо	stilletjes
тихо	stil
тихо	rustig
справочники	handboeken
справочники	handleidingen
готово	gereed
готово	klaar
флейта	fluit
переписку	gesprek
переписку	conversatie
ограниченное	beperkte
ограниченное	gelimiteerd
ограниченное	beperkt
посоветовал	geadviseerd
посоветовал	adviseerde
бомбардировщик	bommenwerper
развелись	gescheiden
бал	bal
швейцарию	zwitserland
перечисление	telling
перечисление	opsomming
металлы	metalen
недостаточность	insufficiëntie
меньшее	mindere
черепахи	schildpadden
черепахи	schildpad
страшно	bang
страшно	beangstigend
страшно	eng
удовлетворения	bevredigend
волки	wolven
бабочки	vlinders
бабочки	vlinder
назначает	benoemt
назначает	aanwijst
мебель	meubilair
мебель	meubels
мебель	meubelen
мебель	inboedel
перемирия	wapenstilstand
гондураса	hondurese
делегатов	afgevaardigden
делегатов	gedelegeerden
гранат	granaten
гранат	granaatappel
слабость	zwakte
слабость	zwakheid
слабость	zwaktes
слабость	zwakheden
слабость	tekortkomingen
тройку	trojka
удовольствие	genoegen
удовольствие	plezier
удовольствие	genot
ландшафт	landschap
сходства	overeenkomsten
сходства	gelijkenissen
сходства	gelijkenis
финансовая	financieel
урожай	oogst
урожай	gewas
урожай	oogsten
жалко	jammer
жалко	zielig
жалко	medelijden
запустить	uitvoeren
запустить	ren
запустить	rennen
психологический	psychologisch
психологический	psychologische
элли	bondgenoot
обвиняет	beschuldigt
обвиняет	beschuldigen
вставки	voegt
овощи	groente
овощи	groenten
овощи	plantaardig
любить	liefde
любить	liefhebbende
любить	liefdevol
любить	liefdevolle
любить	liefs
перспективных	veelbelovend
перспективных	veelbelovende
определен	vastberaden
определен	gedefinieerde
