que	那個
credibilidad	可信度
pertinentes	相關
mercader	商家
mercader	商人
anaranjado	橙
anaranjado	橘子
anaranjado	橘色
anaranjado	橙色
anaranjado	橘
pala	鏟
pala	鏟子
nadar	游泳
nadar	游
controvertida	爭議
meteorología	氣象
meteorología	氣象學
meteorología	天氣
hipertensión	高血壓
bellos	美女
bellos	美
bellos	漂亮
bellos	美麗
contratados	受雇
loro	鸚鵡
afirmado	斷言
taza	杯子
taza	杯
taza	盃
ajustar	調整
nacimientos	出生
cuchilla	刀片
cuchilla	刀鋒
gotas	滴
puntuales	準時
jardinero	園丁
calificar	評比
calificar	速率
calificar	利率
calificar	率
calificar	評分
maternidad	母性
maternidad	產婦
codo	手肘
codo	肘
domésticas	家用
domésticas	國內
cocinar	烹飪
cocinar	做飯
cocinar	廚師
cocinar	煮
cocinar	煮飯
cocinar	烹調
oleada	浪
oleada	浪潮
oleada	波浪
oleada	激增
oleada	波
oleada	揮手
trucos	技巧
reacciona	反應
óptima	最佳
óptima	最優
microscopio	顯微鏡
ambigüedad	含糊
volador	傳單
benigno	良性
dispersa	分散
pertenecido	屬於
colectividad	集體
divisoria	分裂
divisoria	分水嶺
divisoria	鴻溝
divisoria	分化
violar	違反
desaparecen	消失
cocinero	主廚
cocinero	做飯
cocinero	廚師
cocinero	大廚
cocinero	煮
ancestro	祖先
encarcelados	囚禁
audiciones	試鏡
audiciones	試演
ultravioleta	紫外線
ultravioleta	紫外
compilador	編譯器
localizaciones	地點
marcadores	書籤
empalme	剪接
empalme	接合
interactuar	互動
tallado	雕刻
tallado	刻刻
tallado	刻
reflejos	突顯
reflejos	思考
reflejos	反射
exóticas	異國
exóticas	奇異
soldadura	焊接
soldadura	焊
ganadero	畜牧
ganadero	牲畜
tapones	耳塞
cuotas	配額
cuotas	限額
cuotas	定額
baba	口水
baba	黏液
baba	流口水
búho	鴞
búho	貓頭鷹
focos	聚光燈
folleto	傳單
folleto	小冊子
ardilla	松鼠
ardilla	花栗鼠
imprimir	印刷
imprimir	列印
conservadas	守恆
ocasionales	偶而
desamparados	無奈
desamparados	無家可歸
sílabas	音節
lanchas	艇
lanchas	船隻
sirena	警笛
sirena	人魚
sirena	美人魚
marciano	火星
recuento	數數
recuento	計數
recuento	伯爵
recuento	數
infinidad	無窮
infinidad	無限
culpables	有罪
torturas	酷刑
secreción	分泌
diccionarios	字典
diccionarios	詞典
catálogos	編目
cautivos	俘虜
divisas	貨幣
divisas	幣值
divisas	外匯
vecindario	鄰里
sedán	轎車
paracaidistas	傘兵
intercambiar	交換
intercambiar	互換
incrementando	增加
calefacción	加熱
calefacción	暖爐
calefacción	暖氣
calefacción	供暖
calefacción	加熱器
nostalgia	渴望
nostalgia	思鄉
nostalgia	嚮往
nostalgia	懷舊
aspirante	志向
álamos	白楊
platillos	菜
obligar	裝訂
revivir	重溫
fracasado	失敗
sucursales	分支
sucursales	樹枝
sucursales	分行
portando	承載
portando	攜帶
aliento	呼氣
aliento	鼓勵
aliento	鼓舞
privacidad	隱私
privacidad	隱私權
aduanas	海關
aduanas	關稅
retención	扣留
retención	留用
bután	不丹
desigual	不均衡
desigual	不平衡
desigual	不平等
licitación	投標
licitación	競價
licitación	出價
licitación	溫柔
licitación	競標
licitación	招標
britania	不列顛
reunificación	統一
promoviendo	促進
suicidarse	自殺
motos	摩托
motos	摩托車
motos	機車
trámites	手續
íntima	親密
adorno	裝飾品
descendente	遞減
descendente	降
despido	解聘
despido	解雇
despido	解職
despido	免職
despido	開除
sentenciado	判刑
elegancia	優雅
elegancia	高雅
caracoles	蝸牛
esporas	孢子
compacta	契約
compacta	緊湊
compacta	協約
liebre	野兔
liebre	兔
pierda	輸
funeraria	喪禮
funeraria	喪葬
funeraria	葬禮
lente	鏡片
lente	透鏡
lente	鏡頭
asignar	分派
asignar	指派
desayuno	早飯
desayuno	早餐
auténticos	正宗
víveres	雜貨
sangrienta	血腥
movido	感動
contraparte	對口
analógico	模擬
analógico	類比
bádminton	羽球
bádminton	羽毛球
estéreo	立體聲
estéreo	立體
estéreo	音響
cuchillos	刀具
recarga	充電
recarga	補給
reservada	保留
reservada	預留
armario	衣櫥
armario	櫃子
armario	服飾
armario	壁櫥
armario	櫥櫃
armario	櫥
armario	內閣
armario	衣櫃
samurái	武士
cisterna	油輪
cisterna	坦克
cisterna	蓄水池
tallas	尺碼
tallas	尺寸
tallas	大小
doncella	女傭
doncella	傭人
cotidiano	每天
cotidiano	每日
cotidiano	天天
cotidiano	日常
alambre	鋼絲
alambre	電線
alambre	鐵絲
entes	實體
crucifixión	受難
sombreros	帽子
mazo	木槌
mazo	槌子
mazo	甲板
inquietud	關切
orgánicas	有機
sinceramente	真誠
metrópoli	都市
metrópoli	大都市
orales	口頭
orales	口服
orales	口腔
mandatario	代理商
mandatario	特工
mandatario	代理人
mandatario	代理
festivo	喜慶
festivo	假期
festivo	度假
festivo	節日
festivo	假日
gruesos	厚
gruesos	厚厚
barato	便宜
barato	廉價
reclutar	招募
reclutar	招聘
reclutar	新兵
normandos	諾曼
subordinados	從屬
subordinados	下屬
neutrales	中性
neutrales	中立
legislador	立法院
aristas	邊緣
amistades	友情
conector	接頭
gestos	姿態
gestos	手勢
rectangulares	矩形
camisetas	襯衫
fricción	摩擦
fricción	摩擦力
fricción	磨擦
conos	圓錐
ayudantes	助理
portería	目標
contratistas	承包商
patata	馬鈴薯
patata	土豆
puros	純
puros	雪茄
puros	純純
puros	純潔
puros	純粹
lotes	分批
lotes	批次
fracciones	分數
discreta	離散
conociendo	明知
sobrenaturales	超自然
culebra	蛇
ateos	無神論者
ateos	無神論
geométricas	幾何
prohibidos	禁
prohibidos	禁忌
prohibidos	違禁
prohibidos	禁止
obelisco	方尖碑
rellenar	填寫
rellenar	填補
rellenar	填充
rellenar	填滿
adelanto	預支
desee	祝願
desee	願望
nevado	雪
nevado	下雪
nevado	白雪
repetido	反復
sílaba	音節
rigidez	僵化
argumentar	爭論
devolución	退款
devolución	退還
devolución	返回
devolución	回歸
volcánicas	火山
acumulada	累計
acumulada	累積
salvados	麩
crueldad	殘酷
eternidad	永恆
regulaciones	條例
colonizadores	殖民者
dañada	受損
dañada	損壞
intermedias	中間
intermedias	中級
desconocimiento	無知
aprendiendo	學習
aprendiendo	學
dalí	大理
fusiones	合併
orgulloso	驕傲
orgulloso	自豪
burocracia	官僚主義
burocracia	官僚
magnate	大亨
atardecer	夕陽
desagradable	惡心
azotea	屋頂
salmón	鮭魚
rocoso	洛基
mentalidad	心態
temperamento	氣質
temperamento	脾氣
temperamento	音律
finito	有限
bienvenido	歡迎
gradiente	梯度
sancionado	制裁
enfriamiento	制冷
enfriamiento	冷卻
carnavales	狂歡節
prestan	借
metrópolis	都市
metrópolis	大都市
naufragio	海難
naufragio	殘骸
grasas	油脂
males	弊病
convicción	定罪
convicción	信念
convicción	判罪
criticar	批評
desesperada	絕望
cuarzo	石英
hélices	螺旋槳
plegable	摺疊
plegable	折疊
girando	紡
canarios	金絲雀
puntero	指針
agudos	急性
agudos	尖銳
albornoz	長袍
albornoz	浴袍
vecindad	鄰里
privilegiada	內線
privilegiada	內幕
precisos	精確
precisos	準確
bárbaros	野蠻
geólogo	地質學家
bayas	漿果
guerrera	勇士
guerrera	戰士
órbitas	軌道
fiordo	峽灣
cerrojo	螺栓
luminoso	發光
luminoso	明亮
planeación	規劃
rubí	紅寶石
parche	補丁
parche	修補
alienígenas	外僑
alienígenas	外星人
alienígenas	外國人
alienígenas	異形
cúbicos	立方
equipamientos	裝備
escasamente	勉強
notorio	臭名昭著
notorio	聲名狼藉
refugios	收容所
refugios	避難所
estrato	地層
estrato	階層
sintético	合成
anomalías	異常
lanzadores	投手
lanzadores	發射器
sencillez	簡潔
redactores	作者
redactores	作家
nicho	專長
júnior	少年
júnior	初級
decoraciones	裝飾
lunares	月球
lunares	鼴鼠
lunares	痣
barbero	理髮師
barbero	理髮
vinagre	醋
acoplamiento	耦合
galletas	cookie
galletas	餅乾
puntual	準時
asesora	顧問
viruela	痘
viruela	天花
cante	唱
cante	唱歌
cante	歌唱
dona	捐贈
dona	捐獻
dona	捐款
dona	捐
desesperado	絕望
forja	偽造
planchas	板
planchas	熨斗
dudo	疑問
dudo	疑慮
dudo	懷疑
visualizar	視野
distorsión	扭曲
distorsión	失真
distorsión	歪曲
arrestados	被捕
caricatura	卡通
caricatura	漫畫
mareas	潮汐
dramáticos	戲劇性
decepción	欺騙
decepción	失望
impulsos	敦促
impulsos	衝動
internamente	內部
resurgimiento	復蘇
resurgimiento	振興
resurgimiento	復興
contesta	答
contesta	答案
contesta	回答
trazas	痕跡
pigmentos	顏料
pigmentos	色素
truco	戲法
truco	把戲
truco	魔術
modificadas	修改
sulfato	硫酸
sulfato	硫酸鹽
anemia	貧血症
anemia	貧血
fatiga	疲勞
objeciones	反對
objeciones	異議
singularidad	獨特性
lagartos	蜥蜴
tentativa	嘗試
tentativa	未遂
tentativa	企圖
gaita	風笛
salvamento	拯救
salvamento	營救
salvamento	救助
salvamento	救援
salvamento	打撈
salvamento	搶救
barajas	甲板
agudas	急性
agudas	尖銳
transacción	交易
engañar	欺騙
engañar	作弊
condenada	注定
peinado	發
peinado	毛髮
peinado	髮型
peinado	頭髮
cognitiva	認知
reaccionar	反應
humildad	謙遜
humildad	謙卑
humildad	謙恭
castas	種姓
polímeros	聚合物
polímeros	高分子
jehová	耶和華
vaina	豆莢
estimulación	刺激
silueta	剪影
silueta	背影
climática	氣候
burro	驢
burro	驢子
tentáculos	觸角
tentáculos	觸手
coreanos	韓語
coreanos	朝鮮人
coreanos	韓國
irrigación	灌溉
abra	開
abra	開放
abra	營業
abra	開啟
eficientes	有效率
eficientes	高效
postulado	公設
comparaciones	比較
comparaciones	對比
firmados	簽署
firmados	簽名
firmados	署名
lindo	尼斯
lindo	可愛
lindo	很好
insertar	插入
estática	靜電
estática	靜態
desplazado	流離失所
natalidad	出生
moscas	蒼蠅
vainas	豆莢
tos	咳嗽
vistazo	偷看
náuticas	航海
pornografía	色情片
pornografía	色情
paracaídas	降落傘
sirva	發球
sirva	服務
bastión	堡壘
reivindicación	平反
reivindicación	認領
reivindicación	債權
reivindicación	索賠
captación	購置
proposiciones	提議
proposiciones	命題
iraníes	伊朗
opresión	壓迫
pavimento	地板
pavimento	人行道
picante	辣
amazonia	亞馬遜
amazonia	亞馬孫
cautivo	俘虜
cociente	比值
cociente	比例
cociente	比率
cociente	比
lápida	墓碑
originarias	源於
forjado	偽造
lejana	遙遠
lejana	遠方
articulaciones	關節
articulaciones	聯合
chistes	笑話
líquida	液體
líquida	液態
líquida	液
convierta	轉換
revólver	左輪手槍
mozo	侍者
ajustes	調整
ajustes	設定
isótopos	同位素
asegurado	安全
asegurado	投保
preciosas	珍寶
preciosas	寶貴
preciosas	珍貴
quiénes	誰
confuso	混淆
confuso	困惑
incumplimiento	違規
incumplimiento	違約
incumplimiento	預設
incumplimiento	違反
capitolio	都城
antepasado	祖先
barracas	營房
barracas	兵營
barracas	軍營
apreciación	升值
ópticos	光學
configuraciones	設定
sinopsis	概要
muñeco	洋娃娃
muñeco	娃娃
muñeco	玩偶
oportuno	及時
leucemia	白血病
camina	步行
camina	走路
camina	散步
recuperada	檢索
cadera	臀
cadera	髖
cadera	臀部
repito	重復
lunas	衛星
gancho	鈎
gancho	勾勾
suspenso	懸念
bondad	善良
superintendente	總監
yugoslavo	南斯拉夫
frijol	豆類
frijol	豆子
frijol	豆豆
frijol	豆
espuma	泡沫
paño	布
estimar	估計
estimar	預估
marginales	邊際
confía	信任
confía	信託
trazo	中風
equivalencia	等效
equivalencia	等值
millares	數千
simplificado	簡體
simplificado	簡化
atributo	屬性
rectángulo	矩形
prehistóricos	史前
investidura	就職
investidura	就職典禮
dinámicas	動力學
dinámicas	動態
garra	爪子
garra	爪
palas	鏟子
partisanos	黨派
partisanos	游擊隊
pingüino	企鵝
evolucionando	演化
resina	樹脂
erótica	情慾
erótica	色情
litigio	訴訟
importe	金額
importe	數額
importe	款額
calavera	頭骨
calavera	頭顱
calavera	骷髏
descendiendo	遞減
descendiendo	降
epidemias	流行病
robusto	強健
robusto	崎嶇
robusto	強勁
subjetivo	主觀
náutico	航海
distintivos	徽章
bucle	環
bucle	迴圈
notoria	臭名昭著
notoria	聲名狼藉
ocultas	隱藏
ingesta	招收
puñado	屈指可數
casamiento	婚禮
casamiento	婚姻
casamiento	結婚
montajes	集會
sueldos	工資
sueldos	薪水
sueldos	薪資
sueldos	薪金
charla	聊天
charla	聊
paganos	異教徒
pulpa	紙漿
recortes	削減
escarabajo	甲蟲
gitana	吉卜賽人
gitana	吉普賽人
gitana	吉普賽
consejera	參贊
consejera	輔導員
consejera	顧問
complementarias	相輔相成
complementarias	互補
desenlace	結果
desenlace	成果
consciencia	良知
consciencia	知覺
consciencia	良心
consciencia	意識
excesos	過量
excesos	過剩
excesos	多餘
excesos	超額
genéticas	遺傳
escarlata	猩紅
escarlata	血色
cancelar	取消
billones	億
billones	億萬
rastros	痕跡
aclaración	澄清
extractos	節錄
extractos	摘錄
psiquiátrico	精神科
sketch	短劇
teclas	按鍵
teclas	鍵
amplía	放大
ambiciones	野心
ambiciones	雄心
ambiciones	抱負
ambiciones	志向
taberna	酒館
taberna	酒吧
taberna	客棧
ético	倫理
rentable	盈利
rentable	有利可圖
visor	耳機
inclinado	倚
inclinado	傾斜
pica	癢
hostiles	敵視
hostiles	敵意
hostiles	敵對
perforación	鑽孔
perforación	鑽井
perforación	鑽探
perforación	鑽
trascendental	超然
trascendental	超越
pavo	土耳其
recipientes	貨櫃
recipientes	容器
recipientes	船隻
activado	啟用
satisfecho	滿意
corporativo	公司
agregados	合計
ilusiones	幻想
gema	寶石
gema	石
gema	石頭
gema	斯通
nuez	胡桃
nuez	堅果
nuez	核桃
alcantarillado	污水
alcantarillado	下水道
ofensivas	攻勢
barriles	桶
profesiones	職業
tintes	染色
tintes	印染
tintes	染
tintes	染料
boxeadores	戰鬥機
boxeadores	拳擊手
boxeadores	鬥士
confiable	信賴
confiable	信任
confiable	可靠
joyería	珠寶
joyería	首飾
paises	各國
paises	國家
disolver	溶解
riachuelo	溪
novios	男朋友
novios	男友
intensiva	密集
bolos	保齡球
hambruna	飢饉
hambruna	飢荒
envuelta	包裹
diarrea	痢疾
diarrea	拉肚子
diarrea	腹瀉
curiosidades	花絮
curiosidades	瑣事
tocada	觸及
tocada	感動
fascistas	法西斯
agricultor	農民
agricultor	農夫
verdades	真理
impidiendo	防止
pertinente	相關
mecha	保險絲
momia	木乃伊
confirmados	確認
debatir	辯論
recomiendo	推薦
simplicidad	簡潔
adornado	點綴
ámbar	安培
ámbar	琥珀
marihuana	大麻
marihuana	雜草
islámicos	伊斯蘭
cáscara	殼
cáscara	貝殼
deducir	扣除
acreedores	債權人
acreedores	債權國
postes	極地
sermón	佈道
competitiva	競爭
competitiva	競爭力
gitano	吉卜賽人
gitano	吉普賽人
gitano	吉普賽
envueltos	包裹
tendido	鋪設
jurados	陪審團
jurados	陪審員
ruego	答辯
ruego	乞求
ruego	抗辯
predicciones	預測
intoxicación	中毒
catalizador	催化
catalizador	催化劑
aleatoria	隨機
camping	營地
dispersas	分散
chorro	噴射
chorro	噴氣
coeficientes	系數
coeficientes	比率
coeficientes	係數
redención	贖回
redención	贖罪
redención	救贖
exclusivas	獨家
exclusivas	專屬
exclusivas	排他性
exclusivas	排他
viabilidad	可行性
explícito	明示
explícito	明文
webs	網站
inactividad	不作為
suponiendo	假設
expandido	擴大
actualizados	更新
paridad	均等
titán	泰坦
combinadas	結合
malvada	邪惡
malvada	惡
manglares	紅樹
manglares	紅樹林
presunta	據稱
presunta	推定
presunta	假定
adquiridas	購買
asado	燒烤
asado	烤
asado	烤肉
traslados	轉讓
traslados	轉移
traslados	遷移
traslados	轉帳
traslados	搬遷
bota	靴
bota	靴子
acompañantes	陪同
acompañantes	護航
acompañantes	護送
extraordinarios	非凡
habilitado	啟用
excursiones	遊覽
excursiones	遠足
flaco	瘦
flaco	苗條
aprecio	升值
telégrafo	電報
hindúes	印度教
llamamiento	呼籲
llamamiento	上訴
etanol	乙醇
desventajas	劣勢
desventajas	缺點
celebridad	名人
celebridad	名流
inmortalidad	不朽
inmortalidad	長生不老
inmortalidad	永生
estabilización	穩定
inadecuado	不足
inadecuado	不當
aventurero	冒險
derrumbe	倒塌
derrumbe	崩潰
derrumbe	折疊
texturas	紋理
influjo	湧入
reclutas	招募
reclutas	新兵
francotirador	狙擊手
francotirador	狙擊
escopeta	獵槍
escriba	類型
escriba	寫信
escriba	撰寫
escriba	寫作
escriba	型態
escriba	寫入
escriba	寫
especulaciones	推測
especulaciones	投機
viudo	鰥夫
viudo	寡婦
viudo	喪偶
ampliaciones	延期
ancestrales	祖先
abstracta	摘要
abstracta	抽象
carpintería	木工
autorizados	授權
vulnerabilidad	弱點
albergue	客棧
albergue	宿舍
albergue	避難所
albergue	旅店
albergue	收容所
lugarteniente	中尉
cárceles	監獄
imán	磁鐵
triangulares	三角形
triangulares	三角
cortesía	禮貌
cortesía	禮遇
derribo	拆毀
derribo	拆除
uñas	釘子
uñas	釘
uñas	指甲
escarabajos	甲蟲
nociones	概念
nociones	理念
alcanzada	已達到
asimilación	同化
generalísimo	大元帥
reclamado	認領
reclamado	聲稱
suplementos	補充
suplementos	補
gloriosa	光榮
colibrí	蜂鳥
electromagnética	電磁
cápsulas	囊
cápsulas	膠囊
flotas	車隊
flotas	艦隊
flotas	船隊
quemaduras	燒傷
prohibidas	禁
prohibidas	禁忌
prohibidas	違禁
prohibidas	禁止
senadora	議員
senadora	參議員
náutica	航海
ligamento	韌帶
geológicas	地質
comprador	買主
solteros	單身漢
solteros	單打
solteros	單曲
trazos	痕跡
admirador	風扇
admirador	樊
admirador	粉絲
admirador	範
osa	熊
hidráulico	水力
hidráulico	水利
hidráulico	液壓
devotos	信徒
recesión	衰退
princesas	公主
princesas	小公主
princesas	王妃
balnearios	溫泉
balnearios	勝地
balnearios	水療
balnearios	度假勝地
tuberías	管道
tuberías	水管
fosas	墓穴
fosas	墳墓
trompa	牛角
