மற்றும்	en
மாத்திரைகள்	pillen
நாற்று	spruit
மாதாந்திர	maandelijkse
மாதாந்திர	maandelijks
எழுது	componeren
எழுது	schrijf
எழுது	verbranden
எழுது	schrijven
எழுது	brand
எழுது	branden
ராஜினாமா	ontslag
ராஜினாமா	ontslagbrief
ராஜினாமா	aftreden
பவள	koralen
பவள	koraal
அறிவிப்புகள்	aanmeldingen
அறிவிப்புகள்	meldingen
ஓரம்	marge
ஓரம்	grens
சந்தர்ப்பத்தில்	gelegenheid
தொண்டர்கள்	vrijwilliger
தொண்டர்கள்	vrijwilligers
அரட்டை	chatten
நடத்தல்	lopend
நடத்தல்	wandelen
நடத்தல்	lopen
குயின்	koningin
பாக்தாத்	bagdad
சட்டவிரோத	illegaal
சட்டவிரோத	illegale
சட்டவிரோத	onwettig
சிக்கலானது	complexiteit
சிக்கலானது	kritische
சிக்கலானது	gecompliceerd
சிக்கலானது	gecompliceerde
சிக்கலானது	kritiek
சிக்கலானது	ingewikkelde
சிக்கலானது	kritisch
சிக்கலானது	ingewikkeld
புறக்கணிப்பு	boycotten
புறக்கணிப்பு	boycot
முகவர்கள்	agenten
வில்வித்தை	boogschieten
உணர்	voelen
உணர்	voel
கோகோ	kokos
பாசிச	fascisten
பாசிச	fascistische
பரிவு	sympathie
பரிவு	medeleven
ஏந்திய	vasthouden
பூட்டி	buit
மேம்பாலம்	viaduct
கொட்டும்	gieten
தூக்கம்	slaperig
தூக்கம்	slapen
தூக்கம்	slaap
மீட்பர்	redder
மீட்பர்	verlosser
கூறினார்கள்	garant
கூறினார்கள்	borg
கழி	aftrekken
சமஸ்கிருதத்தில்	sanskriet
மாலுமிகள்	matrozen
மாலுமிகள்	zeelui
மாலுமிகள்	zeelieden
கவர்	dekken
கவர்	dekking
கவர்	omslag
அண்ட்ராய்டு	androïde
ருவாண்டா	rwandese
வியர்வை	zweten
வியர்வை	zweet
சந்ததி	nageslacht
சந்ததி	kroost
சந்ததி	nakomelingen
சந்ததி	nakomeling
ஞானத்தை	wijsheid
புரட்சிகரமான	revolutionaire
புரட்சிகரமான	revolutionair
குறிக்கோள்கள்	doelpunten
குறிக்கோள்கள்	doelstellingen
குறிக்கோள்கள்	doelen
பொதுவானது	publiek
பொதுவானது	openbaar
விக்	pruik
நிரப்பு	opvullen
நிரப்பு	vul
நிரப்பு	vullen
வெறி	radeloos
வெறி	wanhopige
வெறி	wanhopig
மருமகள்	nicht
மருமகள்	nichtje
பாலும்	melk
அந்தோணி	antonius
அடித்தல்	zweep
அடித்தல்	bulten
குழப்பமான	verward
குழப்பமான	verontrustend
குழப்பமான	storend
குழப்பமான	verwarren
குழப்பமான	verwarde
குழப்பமான	verwarrend
சேகரித்தல்	spionage
சேகரித்தல்	spioneren
சேகரித்தல்	bespioneren
வரிவிதிப்பு	belastingen
வரிவிதிப்பு	belasting
வரிவிதிப்பு	fiscaliteit
கொக்கோ	cacao
பலவீனம்	zwakte
பலவீனம்	zwakheid
அழைப்பிதழ்	uitnodiging
பந்துவீச்சு	bowlen
வெளியீட்டாளர்	uitgeverij
வெளியீட்டாளர்	uitgever
நொடிகள்	seconden
கடல்கள்	zeeën
வடிவமைத்தல்	opmaak
வடிவமைத்தல்	formatteren
டிசைன்	vormgeving
டிசைன்	ontwerp
டிசைன்	ontwerpen
வரம்புகள்	limieten
வரம்புகள்	beperkingen
வரம்புகள்	grenzen
பிசின்	hars
பேச்சுக்கள்	gesprekken
உடைகளை	kledij
உடைகளை	kleding
உடைகளை	kleren
சிலிகான்	siliconen
துயரம்	rouw
துயரம்	verdriet
குணமாகும்	genas
குணமாகும்	genezen
குணமாகும்	geheeld
சுட்டிக்காட்டி	indicatie
பசை	lijm
பசை	lijmen
புதுப்பித்தல்	verversen
புதுப்பித்தல்	vernieuwen
ரெனே	rené
சைனா	porselein
வினவல்	opvragen
வினவல்	zoekopdracht
பாதுகாவலர்	bescherming
பாதுகாவலர்	beschermers
விருந்தோம்பல்	gastvrijheid
கார்ட்டர்	kousenband
தன்னம்பிக்கை	zelfverzekerde
தன்னம்பிக்கை	vertrouwen
தன்னம்பிக்கை	zelfvertrouwen
தன்னம்பிக்கை	zelfverzekerd
வாரிசுகள்	erfgenaam
வாரிசுகள்	erfgenamen
சாட்சிகள்	getuigen
சாட்சிகள்	getuigenissen
விறகு	brandhout
கடன்களை	schulden
கேட்ஸ்	poorten
கேட்ஸ்	katten
மகளின்	dochter
வளைவுகள்	bochten
வளைவுகள்	rondingen
கடி	hapje
கடி	bijt
கடி	bijten
ஸ்கேன்	scannen
கற்பிக்க	lesgeven
கற்பிக்க	onderwijzen
நேட்டோ	navo
கிராபிக்ஸ்	grafisch
கிராபிக்ஸ்	grafieken
டாங்	damn
உனது	je
உனது	uw
உனது	jouw
வெளிப்படுத்தல்	openbaarmaking
நெருக்கம்	compressie
உண்பது	eten
அனுபவித்து	genieten
ஈர	nat
ஈர	natte
அனுப்புதல்	versturen
இரகசியம்	vertrouwelijke
இரகசியம்	vertrouwelijk
இரகசியம்	geheim
உண்ணாவிரதம்	vasten
தட்பவெப்பநிலை	klimaat
ரோட்ஸ்	rhodos
நாக்	kloppen
நாக்	klop
நாக்	zeur
நாக்	zeuren
எலக்ட்ரானிக்	elektronisch
வதந்திகள்	geruchten
கற்றாழை	aloë
வாக்குறுதி	beloof
வாக்குறுதி	belofte
வாக்குறுதி	beloven
விசாரணைகள்	onderzoekingen
விசாரணைகள்	onderzoeken
அறநெறி	moraliteit
அறநெறி	moraal
முன்னோட்டம்	overzicht
முன்னோட்டம்	voorbeeld
சாவி	toets
சாவி	sleutel
பிடிக்கவில்லை	hekel
பிடிக்கவில்லை	afkeer
சிறுவயது	kinderjaren
சிறுவயது	jeugd
சிறுவயது	kindertijd
உருகி	zekering
உருகி	lont
நினைவிடம்	gedenkteken
நினைவிடம்	herdenking
தினந்தோறும்	dagelijks
தினந்தோறும்	dagelijkse
கல்லூரியை	hogeschool
கல்லூரியை	universiteit
பரிந்துரைக்க	suggereren
முல்லர்	müller
ஏலக்காய்	kardemom
தீர்மானங்கள்	beslissingen
தீர்மானங்கள்	beschikkingen
தீர்மானங்கள்	resoluties
தீர்மானங்கள்	besluiten
குற்றங்களை	misdaden
குற்றங்களை	misdrijven
குற்றங்களை	overtredingen
சுட்ட	gebakken
டைட்டன்	titaan
பிராண்ட்	merk
பிராண்ட்	brandmerk
இலவங்கப்பட்டை	kaneel
தட்டுகள்	kenteken
தட்டுகள்	platen
தட்டுகள்	nummerplaten
தட்டுகள்	borden
உயிரற்ற	abiotische
இசைக்கலைஞர்கள்	muzikanten
இசைக்கலைஞர்கள்	musici
விட்டாலும்	hoewel
உக்கிர	intensiteit
மனைவிகள்	echtgenotes
மூழ்கியது	overspoeld
மூழ்கியது	overstroomd
சாயல்	schaduw
சாயல்	tint
பெர்லினில்	fragmenten
தனிமை	eenzame
தனிமை	eenzaam
தனிமை	eenzaamheid
பாசுபேட்டு	fosfaat
வெயிலில்	ontspannen
போலியான	nep
வீடியோவில்	filmpje
முனைப்பு	initiatief
அடித்துக்	treffend
அடித்துக்	opvallend
வெள்ளத்தில்	worden
சந்திப்புகள்	bijeenkomsten
சந்திப்புகள்	afspraken
சந்திப்புகள்	ontmoetingen
சந்திப்புகள்	benoemingen
சந்திப்புகள்	vergaderingen
தருக்க	logische
தருக்க	logisch
பைலட்	piloot
நிரப்பும்	opvullen
நிரப்பும்	vulling
நிரப்பும்	vullen
நகங்கள்	spijkers
