что	อะไร
записывать	บันทึก
записывать	สถิติ
фиджи	ฟิจิ
занята	ยุ่งๆ
занята	ยุ่ง
публичные	สาธารณชน
публичные	สาธารณะ
маршалл	มาร์แชล
британское	บริติช
британское	อังกฤษ
странное	แปลก
странное	แปลกๆ
гренландии	กรีนแลนด์
изготовлены	ผลิต
тёмная	มืด
тёмная	เข้ม
сыр	ชีส
поздний	สาย
поздний	ช้า
поздний	ดึก
реактора	ปฏิกรณ์
жертва	บวงสรวง
жертва	เหยื่อ
биологическое	ชีวภาพ
ливан	เลบานอน
смешанной	ลูกผสม
еврей	ยิว
продавать	ขาย
гигантский	ยักษ์
ниндзя	นินจา
узкий	แคบ
кора	เห่า
шерсть	ฝอย
шерсть	ขน
расчета	คำนวณ
легких	ปอด
гавайи	ฮาวาย
механических	เชิงกล
доклады	รายงาน
раны	แผล
раны	บาดแผล
уоррен	วอร์เรน
подготовить	เตรียม
боится	กลัว
верный	ซื่อสัตย์
верный	ภักดี
сексуальные	เซ็กซี่
коллегия	มหาวิทยาลัย
коллегия	วิทยาลัย
относительная	ญาติ
относительная	สัมพันธ์
люка	ลุค
люка	ลูคัส
люка	ลูค
тонны	ตัน
плита	ทะเบียน
плита	เตา
плита	จาน
отметки	แท็ก
глубокие	ลึก
наследников	ทายาท
мороз	ฟรอสท์
гао	เกา
бани	อาบ
бани	อ่างอาบน้ำ
килограммов	กิโลกรัม
пари	พนัน
мохаммед	โมฮัมหมัด
лучи	คาน
красивый	หล่อ
назначить	กำหนด
пятеро	ห้า
психологические	จิตวิทยา
практические	ปฏิบัติ
изгнание	เนรเทศ
росси	รอสซี่
темно	มืด
темно	เข้ม
дедушка	ปู่
пригородных	ชานเมือง
табличка	จุลินทรีย์
муравьи	มด
священная	ศักดิ์สิทธิ์
подробный	ละเอียด
клиники	คลินิก
свиней	หมู
цифровые	ดิจิตอล
китайцы	จีน
благодарен	กตัญญู
учительница	ครู
учительница	คุณครู
учительница	อาจารย์
медик	แพทย์
спрос	อุปสงค์
спрос	อุปทาน
тестирование	ทดสอบ
объясните	อธิบาย
трибуны	แท่น
красивая	งดงาม
красивая	สวยงาม
красивая	สวยๆ
красивая	สวย
змеи	งู
лодке	เรือ
критический	วิกฤต
критический	วิกฤติ
мощь	อำนาจ
мощь	พลัง
мощь	พลังงาน
готовить	หุง
готовить	ปรุง
готовить	ครัว
лили	ลิลลี่
человечество	มนุษยธรรม
человечество	มนุษยชาติ
мягкой	อ่อน
двойная	ดับเบิ้ล
двойная	ดับเบิล
еды	อาหาร
спорный	แย้ง
колокола	ระฆัง
колокола	กระดิ่ง
временная	ชั่วคราว
кей	เคย์
кей	เค
необходимый	จำเป็น
проголосовали	โหวต
планирование	วางแผน
опасные	อันตราย
молот	ค้อน
фантазии	จินตนาการ
