மற்றும்	et
வரதட்சணை	dot
வரதட்சணை	dote
சர்வாதிகாரி	dictateur
முகில்	nuage
முகில்	nuages
கிராமங்களை	bourgs
பூசி	chaleureux
பூசி	chaude
பூசி	chaleureuses
பூசி	chaud
முடுக்கம்	accélérations
முடுக்கம்	accélération
கடத்தப்பட்ட	kidnappée
கடத்தப்பட்ட	kidnappé
கடத்தப்பட்ட	enlevé
கடத்தப்பட்ட	enlevée
கடத்தப்பட்ட	enlevés
இறுக்கமாக	serrée
இறுக்கமாக	serré
இறுக்கமாக	serrés
இறுக்கமாக	étroit
விரும்பத்தகாத	désagréables
விரும்பத்தகாத	désagréable
விரும்பத்தகாத	déplaisant
விரும்பத்தகாத	déplaisante
இத்தாலியன்	italiennes
இத்தாலியன்	italiens
இத்தாலியன்	italien
இத்தாலியன்	italienne
ஒயிட்	blanche
ஒயிட்	blancs
ஒயிட்	blanches
ஒயிட்	blanc
தொந்தரவு	déranger
தொந்தரவு	harcèlement
கேளுங்கள்	ecoutez
கேளுங்கள்	écouter
கேளுங்கள்	écoutez
கேளுங்கள்	écoute
கேளுங்கள்	ecouter
கேளுங்கள்	ecoute
கிடைமட்ட	horizontales
கிடைமட்ட	horizontalement
கிடைமட்ட	horizontale
கிடைமட்ட	horizontaux
மட்டு	modulaires
மட்டு	modulables
மட்டு	modulaire
ஹாலந்து	hollande
ஆக்ஸிஜன்	oxygène
செருகி	greffon
செருகி	greffons
அடுப்பு	poêles
அடுப்பு	poêle
அடுப்பு	fourneau
அடுப்பு	cuisinière
புல்வெளி	pelouse
புல்வெளி	gazon
புல்வெளி	herbages
பழைமை	antiquité
பழைமை	antiquaire
பழைமை	antiquités
அடிமைத்தனம்	esclavage
அடிமைத்தனம்	dépendance
அடிமைத்தனம்	addictif
குரோ	orc
தொடர்புடையவை	connexe
தொடர்புடையவை	liés
தொடர்புடையவை	connexes
தொடர்புடையவை	lié
அன்பும்	amour
அன்பும்	aime
அன்பும்	aimer
கலவைகள்	composés
வைரல்	virale
சகாப்தம்	eer
சகாப்தம்	époque
தானியம்	grains
தானியம்	céréales
தானியம்	céréale
சாத்தியங்கள்	possibilités
ஆர்டர்	commandés
ஆர்டர்	commande
ஆர்டர்	commander
ஆர்டர்	commandé
ஆர்டர்	commandée
ஆர்டர்	ordre
ஆர்டர்	ordonné
ஆர்டர்	ordonnée
மதுவிலக்கு	interdiction
பயணிகளும்	voyageurs
கரங்கள்	mains
படிவங்கள்	formes
படிவங்கள்	formulaires
நிறைவடைந்தது	terminé
நிறைவடைந்தது	fini
நிறைவடைந்தது	terminée
நிறைவடைந்தது	finis
தீர்மானிக்கிறது	détermine
திருடன்	voleur
திருடன்	voleuse
கபில	marrons
கபில	châtaignes
நாற்காலி	chaise
நாற்காலி	fauteuil
நாற்காலி	présidence
நாற்காலி	président
விற்பனையாளர்	vendeur
ஓநாய்	loup
ஓநாய்	louve
ஓநாய்	loups
பாகு	bakou
உத்திகளை	stratégies
பிரிமியர்	première
ஹாப்	houblon
தேவதைகள்	fées
தேவதைகள்	anges
கோர்ட்	cour
கோர்ட்	tribunal
முன்மொழியப்பட்ட	proposée
முன்மொழியப்பட்ட	proposé
முன்மொழியப்பட்ட	proposées
முன்மொழியப்பட்ட	proposés
ஆண்டனி	antoine
அருளும்	grâces
அருளும்	grâce
நறுமணம்	arôme
நறுமணம்	parfum
நறுமணம்	senteurs
நறுமணம்	parfums
தேனீக்கள்	abeilles
தேனீக்கள்	abeille
அறிக்கைகளை	déclarations
உரங்கள்	engrais
உரங்கள்	fertilisants
பெண்டிர்	mesdames
பெண்டிர்	mesdemoiselles
பெண்டிர்	dames
நெறிகள்	protocoles
நார்மாண்டி	normandie
நார்மாண்டி	normande
எல்லாவற்றிலும்	tout
செய்தித்தாள்கள்	quotidiens
செய்தித்தாள்கள்	journaux
நெற்றி	front
உணர்தல்	réalisation
சந்தித்தனர்	rencontre
சந்தித்தனர்	rencontrer
சந்தித்தனர்	rencontrez
பூசாரி	curé
பூசாரி	prêtre
உதாரணமாகும்	sportivité
வணிகங்கள்	entreprises
திருப்பு	retournement
ஆணி	ongle
ஆணி	clou
ஆணி	clous
ஆணி	ongles
ஆணி	clouer
டிஸ்கவரி	découverte
டிஸ்கவரி	découvertes
குறைத்தது	réduites
குறைத்தது	réduite
குறைத்தது	réduit
கலந்துகொண்டனர்	allé
கலந்துகொண்டனர்	participé
இல்லாமலே	sans
மதீனா	médina
மதீனா	médine
மோர்கன்	morgane
மன்மதன்	cupidon
வீனஸ்	vénus
தொகுக்கப்பட்டது	compilé
தொகுக்கப்பட்டது	compilés
தொகுக்கப்பட்டது	compilées
எளிமை	simplicité
டூர்	visite
டூர்	tournée
சுற்றிப்	autour
சுற்றிப்	alentour
ஆய்வக	laboratoire
ஆய்வக	laboratoires
நெபுலா	nébuleuse
பகைமை	inimitié
பகைமை	hostilité
கிரியை	œuvres
கிரியை	travaux
கிரியை	oeuvres
பாதிக்கப்பட்டவர்கள்	victimes
வெற்றிடம்	vide
துடுப்பு	nageoire
துடுப்பு	pagaie
துடுப்பு	raquette
விரிவுரையாளர்	conférencier
கலந்துகொண்ட	participé
வினாடி	deuxieme
வினாடி	seconde
வினாடி	deuxième
பத்திரிகையாளர்கள்	journalistes
பத்திரிகையாளர்கள்	journaliste
டோன்	tonalité
டோன்	tonus
சமத்துவ	érythréenne
சமத்துவ	érythrée
சமத்துவ	érythréens
சமத்துவ	érythréen
தேடிய	fouillé
தேடிய	fouillée
தேடிய	cherché
தேடிய	recherché
மேம்படுத்தப்பட்டது	optimisée
மேம்படுத்தப்பட்டது	optimisées
மேம்படுத்தப்பட்டது	optimisés
மேம்படுத்தப்பட்டது	optimisé
அடைவு	répertoire
அடைவு	annuaire
அடைவு	annuaires
அடைவு	dépliant
அடைவு	dossier
பிடியில்	poigne
பிடியில்	poignée
துளி	goutte
கணித்த	prédit
பரிந்துரையை	recommandations
பரிந்துரையை	recommandation
அகதி	réfugiées
அகதி	réfugiés
அகதி	réfugiée
