در	ประตู
پیرس	เพียซ
هولمز	โฮล์มส์
هولمز	โฮล์ม
خرچنگ	ปู
کشنده	มรณะ
بوته	บุช
گرسنگی	อดอยาก
گرسنگی	หิว
پالایش	กรอง
نویز	เสียง
نمانده	เกือบ
رسوب	ตะกอน
داش	แดช
جغد	ฮูก
یتیم	กำพร้า
شفا	หาย
شفا	เยียวยา
شفا	รักษา
مغازه	ร้าน
نهفته	แฝง
روانپزشکی	เวชศาสตร์
روانپزشکی	จิตเวช
روانپزشکی	จิตเวชศาสตร์
درازا	ยืนยาว
پاها	ขา
خواهران	สองพี่น้อง
اکو	ก้อง
قبله	ทิศทาง
خوشبختانه	หวัง
تیتراژ	เครดิต
وزنه	เวท
اجداد	บรรพบุรุษ
پت	แพท
پت	ลูบ
پهلو	ข้าง
پهلو	ไซด์
پهلو	ด้าน
فینیکس	ฟีนิกซ์
کرو	อีกา
فسفر	ฟอสฟอรัส
چشمی	ดวงตา
چشمی	สายตา
چشمی	ตา
اجبار	แรง
اجبار	บังคับ
معقول	ตรรก
بارگیری	ดาวน์โหลด
بارگیری	โหลด
مذکر	ตัวผู้
دایناسور	ไดโนเสาร์
متفرقه	เบ็ดเตล็ด
اویل	น้ำมัน
مغولی	มองโกเลีย
رسوایی	ฉาว
آویزان	ห้อย
آویزان	แขวน
آویزان	เที่ยว
طغیان	กบฏ
نیاکان	บรรพบุรุษ
مسخره	สาระ
عجیبی	แปลก
عجیبی	แปลกๆ
نوشیدن	ดื่ม
سفره	ตาราง
سفره	โต๊ะ
مالدیو	มัลดีฟ
هل	ฮาล
راهبرد	กลยุทธ์
راهبرد	ยุทธวิธี
راهبرد	ยุทธศาสตร์
استنباط	อนุมาน
سازندگی	ก่อสร้าง
وارث	ทายาท
دماغه	แหลม
دماغه	เคป
قدردانی	กตัญญู
راش	รัช
راش	รัส
ققنوس	ฟีนิกซ์
مرگبار	มรณะ
کابین	กระท่อม
کابین	โดยสาร
جوجه	เจี๊ยบ
جوجه	ไก่
بهبودی	ปรับปรุง
عینک	แว่นตา
عینک	แก้ว
عینک	แว่น
بریدن	ตัด
کج	เฉียง
کج	เบี้ยว
کج	คด
ناکام	หงุดหงิด
ناکام	ท้อแท้
شمع	เทียน
شمع	เทียนไข
شلوغ	ยุ่งๆ
شلوغ	ยุ่งเหยิง
شلوغ	วุ่นวาย
شلوغ	เลอะเทอะ
شلوغ	ยุ่ง
فال	ลาง
فال	วาสนา
فال	ลาภ
ید	ไอโอดีน
تنور	เตา
بیاورند	ผลิต
توگو	โตโก
عصبانی	โกรธ
عصبانی	โมโห
جوآن	โจน
زباله	ขยะ
زباله	เปลือง
آشیانه	รัง
جوندگان	แทะ
توهم	ภาพลวงตา
الاهلی	พาณิชย์
الاهلی	โฆษณา
شکلات	ช็อกโกแลต
ختنه	ขลิบ
استثنایی	พิเศษ
چیبا	ชิบะ
بلیک	เบลก
بلیک	เบลค
بلیک	ลค
انفجاری	ระเบิด
گیت	เกท
گیت	เกต
اوکراینی	ยูเครน
قلمروی	อาณาเขต
مهمانی	ปาร์ตี้
مهمانی	พรรค
مهمانی	ฉลอง
رویت	เลี้ยว
رویت	หัน
رویت	เปิด
رویت	พลิก
کاسپین	แคสเปียน
قلع	ทิน
بگو	พูด
بگو	บอก
بگو	กล่าว
آزاده	ฟรี
آزاده	อิสระ
آزاده	ว่าง
آزاده	เสรี
پدران	บรรพบุรุษ
متین	ยาบ้า
پگاه	ต้น
توفان	พายุ
توفان	ไต้ฝุ่น
اژدهای	มังกร
بعدا	ทีหลัง
تسهیلات	เอนกประสงค์
تسهیلات	อรรถประโยชน์
تسهیلات	สาธารณูปโภค
اینتل	อินเทล
استرس	ความเครียด
استرس	เครียด
ناب	บริสุทธิ์
مفسر	ล่าม
متعارف	บัญญัติ
کمرنگ	ซีด
مدفوع	อุจจาระ
هلیکوپتر	เฮลิคอปเตอร์
یونی	ไอออน
گلو	คอ
آهو	กวาง
منگنز	แมงกานีส
کاذب	ปลอม
کاذب	เท็จ
فازی	เฟส
فازی	ฝอย
جذابیت	แรงดึงดูด
موقتی	ชั่วคราว
روشنگری	ตรัสรู้
هود	ฮัด
شلوار	กางเกง
گای	กาย
سنسور	เซ็นเซอร์
خرابی	ขัดข้อง
بوسه	จุ๊บ
بوسه	จูบ
اعماق	ลึก
لاو	รัก
لاو	ลาว
ونوس	วีนัส
فرزانه	ฉลาด
چیدمان	แผนผัง
جنگجویان	นักรบ
زاد	ซอด
رانندگان	ไดรเวอร์
ماهه	เดือน
تشریفات	พิธีรีตอง
جوراب	ถุงเท้า
سیلور	เงิน
سیلور	ซิลเวอร์
تحرک	ขบวนการ
دفعات	ครั้ง
دفعات	ไทม์
ساعتی	ชั่วโมง
کما	โคม่า
پره	ฟู
پره	เต็ม
بحثش	อภิปราย
ارتشی	กองทัพ
ارتشی	ทหาร
ارتشی	ทัพ
ناتوان	อ่อน
ناتوان	อ่อนแอ
مکی	กระ
آشفته	รบกวน
آشفته	งง
آشفته	หงุดหงิด
آشفته	สับสน
غرور	ศักดิ์ศรี
ساب	ย่อย
ساب	ซับ
ساب	ซ้าน
ساب	ซ้า
ساب	ซ้าบ
اسپین	ปั่น
اسپین	หมุน
رومانیایی	โรมาเนีย
گلف	กอล์ฟ
ول	เวล
ول	วาล
ویلن	ไวโอลิน
آغوش	กอด
آغوش	แขน
آشفتگی	วุ่นวาย
آشفتگی	สับสน
مهتاب	แสงจันทร์
زیباست	งดงาม
زیباست	สวยงาม
زیباست	สวยๆ
زیباست	สวย
دردسر	ปัญหา
گچی	ปูน
دیل	เดล
دیل	ดล
داون	รุ่งอรุณ
نزدیکان	ญาติ
نزدیکان	ญาติๆ
امداد	บรรเทา
سواره	ขี่
سیاستهای	นโยบาย
بزمجه	จอภาพ
دوقلو	แฝด
دوقلو	ฝาแฝด
چاقو	มีด
اورژانس	ภาวะฉุกเฉิน
اورژانس	ฉุกเฉิน
دانکن	แคน
تعمیرات	ซ่อมแซม
تعمیرات	ซ่อม
رقمی	ดิจิตอล
براق	เปล่งปลั่ง
آدینه	ศุกร์
رستگاری	ไถ่บาป
دلیجان	โค้ช
دلیجان	โค๊ช
گمرک	ศุลกากร
پرسید	ถาม
هک	เฮ็ค
هک	แฮ็ค
هک	แฮ็ก
هک	แฮก
گیج	งง
گیج	สับสน
کال	คา
گلدار	บาน
رویا	ฝัน
واکنشی	ปฏิกิริยา
عود	ธูป
مرجانی	ปะการัง
افتتاحیه	ปฐมทัศน์
جیل	จิล
ضمنی	นัย
مزه	ชิม
مزه	รสชาติ
مزه	รสนิยม
مزه	รส
بلاک	บล็อก
بلاک	บล็อค
مائو	เหมา
منیزیم	แมกนีเซียม
کراس	กางเขน
کراس	ข้าม
فامیل	ครอบครัว
فامیل	ตระกูล
خوآن	ฮวน
خوآن	ควน
برونئی	บรูไน
انطباق	บังเอิญ
حوصله	อารมณ์
همون	เดียวกัน
گهواره	เปล
پینگ	ผิง
ساختمانهای	ตึก
ساختمانهای	อาคาร
سپاسگزارم	กตัญญู
مادران	มารดา
گواه	พยาน
سوختن	ไหม้
سوختن	เผา
نمایه	โปรไฟล์
نمایه	ดัชนี
فنجان	คัพ
فنجان	ถ้วย
عالیه	ยอด
عالیه	เยี่ยม
هابل	ฮับเบิล
روکش	ผ้าห่ม
تریاک	ฝิ่น
استیت	รัฐ
استیت	สภาพ
برخورداری	เพลิดเพลิน
تامس	โธมัส
سافت	นุ่ม
سافت	อ่อน
سافت	นิ่ม
مدلهای	รุ่น
مجرم	อาชญากร
مجرم	อาชญากรรม
مست	เมา
درو	ดรูว์
درو	ดรูว
برادری	ภราดรภาพ
قلیایی	โลหะ
تاک	ทัค
تاک	ตาก
تاک	ทัก
میهمان	แขก
والا	สูง
والا	ไฮ
غذاها	อาหาร
غذاها	ฟู้ด
توسل	อุทธรณ์
توسل	แย้ง
آسایش	สบายใจ
آسایش	สบาย
رویای	ฝัน
مارین	นาวิก
استقامت	คนไข้
استقامت	อดทน
کتابها	หนังสือ
خاله	น้า
خاله	ป้า
آذرخش	โบลท์
آذرخش	ฟ้าผ่า
آذرخش	สายฟ้า
تجارب	ประสบการณ์
فو	ภู
کثیف	สกปรก
مسجدی	มัสยิด
استانداردها	มาตรฐาน
متروپولیتن	นครหลวง
متروپولیتن	มหานคร
دکترین	ลัทธิ
طبقاتی	ห้องเรียน
طبقاتی	คลาส
طبقاتی	เรียน
کشمکش	ดิ้นรน
جابز	งาน
خیره	จ้อง
واحدها	หน่วย
واحدها	ยูนิต
مشتاق	กระตือรือร้น
تخلص	นามแฝง
دیگ	หม้อ
دیگ	กระถาง
دیگ	กัญชา
نمکی	เค็ม
نمکی	เกลือ
جریانی	ลำธาร
درمانگاه	คลินิก
سرامیک	เซรามิค
قانونگذاری	นิติบัญญัติ
زیرزمین	ใต้ถุน
زیرزمین	ใต้ดิน
نگهبانان	ยาม
نگهبانان	รักษ์
عقرب	แมงป่อง
رایس	ข้าว
دمکرات	ประชาธิปไตย
آمارهای	สถิติ
بیندازید	โยน
بیندازید	เฝือก
بون	บอน
بون	บอ
مجارستانی	ฮังการี
دعوا	สู้
مرموز	ลึกลับ
اسپرینگز	สปริง
اسپرینگز	น้ำพุ
لبنانی	เลบานอน
سرگردان	เร่ร่อน
خیزش	ผงาด
درین	ระบาย
نشنال	ชาติ
تریس	ทริส
نشت	รั่ว
دیود	แอด
بنک	แบงค์
بنک	ธนาคาร
بنک	แบงก์
پنی	พน
پنی	เพนนี
شبی	คืน
شبی	ราตรี
شبی	ไนท์
شبی	ค่ำคืน
خریدار	ซื้อ
برگی	ใบไม้
ترمز	เบรก
ترمز	เบรค
ایستا	คงที่
ایستا	สถิตย์
پائول	พอล
متروک	ร้าง
سیلیکون	ซิลิคอน
ستوان	หมวด
فرای	ทอด
ایوب	อัยย์
ایوب	งาน
گودال	หลุม
گودال	รู
گودال	โพรง
برنزی	สัมฤทธิ์
وا	วา
وا	ว้า
خلاق	ประสิทธิ์
مدلی	เมดเลย์
آشپزخانه	ทำครัว
آشپزخانه	ครัว
سیرا	เซียร์
هوس	ราคะ
هوس	ตัณหา
هوس	ปรารถนา
کلاهک	หมวก
سفینه	เรือ
سفینه	ยาน
عناصری	ธาตุ
سکو	แพลตฟอร์ม
کود	ปุ๋ย
عروسکی	ตุ๊กตา
سرطانی	มะเร็ง
پیل	เปลือก
پیل	ปลอก
سنگفرش	ทางเท้า
هیمالیا	หิมาลัย
سینگ	สิงห์
بازاری	ตลาด
نگهبانی	องครักษ์
تشنج	ชัก
عمدی	จงใจ
چرم	หนัง
مهد	เปล
اجساد	ร่างกาย
سبد	ตะกร้า
ساندویچ	แซนด์วิช
طلسم	เสน่ห์
طلسم	เครื่องราง
دانشگاههای	มหาวิทยาลัย
عادلانه	ยุติธรรม
