மற்றும்	そして
நடத்தல்	歩行
நடத்தல்	ウォーキング
உணரி	センサ
உணரி	センサー
பேரம்	バーゲン
குயின்	クイーン
குயின்	女王
சட்டவிரோத	違法
சிக்கலானது	クリティカル
சிக்கலானது	複雑
ட்விட்டர்	ツイッター
புறக்கணிப்பு	ボイコット
முகவர்கள்	エージェント
வில்வித்தை	弓術
வில்வித்தை	アーチェリー
உணர்	フィール
உணர்	感じる
கோகோ	ココ
பிளஸ்	プラス
பாசிச	ファシズム
பரிவு	同情
ஏந்திய	持株
மேம்பாலம்	跨線橋
தூக்கம்	睡眠
தூக்கம்	スリープ
தூக்கம்	眠る
தூக்கம்	眠い
மீட்பர்	救世主
கழி	減算
கழி	引く
சமஸ்கிருதத்தில்	サンスクリット
வடிவமைக்கப்பட்டுள்ளன	工学
கவர்	表紙
கவர்	カバー
கவர்	被覆
அண்ட்ராய்டு	アンドロイド
ருவாண்டா	ルワンダ
கென்னத்	ケネス
சந்ததி	子孫
ஞானத்தை	知恵
குறிக்கோள்கள்	ゴール
குறிக்கோள்கள்	目標
குறிக்கோள்கள்	目的
பொதுவானது	公開
பொதுவானது	公衆
பொதுவானது	パブリック
விக்	ビック
விக்	ウィッグ
விக்	かつら
நிரப்பு	埋める
வெறி	必死
மருமகள்	めい
டாய்	ダイ
பாலும்	牛乳
பாலும்	ミルク
அந்தோணி	アンソニー
கில்பர்ட்	ギルバート
குழப்பமான	混乱
குழப்பமான	混沌
குழப்பமான	カオス
ராசி	ゾディアック
வரிவிதிப்பு	租税
கொக்கோ	ココア
எட்கர்	エドガー
பலவீனம்	衰弱
அழைப்பிதழ்	招聘
அழைப்பிதழ்	招待
பந்துவீச்சு	ボーリング
பந்துவீச்சு	ボウリング
வெளியீட்டாளர்	出版
வெளியீட்டாளர்	出版社
வெளியீட்டாளர்	パブリッシャー
சோபியா	ソフィア
வடிவமைத்தல்	整形
வடிவமைத்தல்	フォーマット
டிசைன்	デザイン
டிசைன்	設計
டிசைன்	意匠
வரம்புகள்	限界
வரம்புகள்	リミット
வரம்புகள்	制限
பிசின்	樹脂
நேப்பியர்	ネイピア
மார்ஸ்	マーズ
மார்ஸ்	火星
உடைகளை	被服
உடைகளை	洋服
சிலிகான்	シリコーン
சேத்	セス
துயரம்	悲しみ
சுட்டிக்காட்டி	インジケータ
புதுப்பித்தல்	更新
புதுப்பித்தல்	リフレッシュ
சிமோன்	シモーネ
சிமோன்	シモーヌ
ராய்ட்டர்ஸ்	ロイター
ரெனே	ルネ
சைனா	中国
சைனா	チャイナ
வினவல்	問い合わせ
பாதுகாவலர்	保護
விருந்தோம்பல்	接客
விருந்தோம்பல்	おもてなし
யாம்	ヤム
எக்குவடோர்	エクアドル
மிமி	ミミ
ஸ்டுடியோஸ்	スタジオ
கார்ட்டர்	カーター
கார்ட்டர்	ガーター
தன்னம்பிக்கை	信頼
தன்னம்பிக்கை	自信
வாரிசுகள்	相続
மரியானா	マリアナ
ஜெஃப்ரி	ジェフリー
லூசியா	ルシア
லூசியா	ルチア
சாட்சிகள்	証人
கேட்ஸ்	ゲイツ
கேட்ஸ்	ネコ
கேட்ஸ்	キャッツ
மைக்கலாஞ்சலோ	ミケランジェロ
வளைவுகள்	曲線
வளைவுகள்	カーブ
டட்லி	ダッドリー
டட்லி	ダドリー
கடி	噛む
ஸ்கேன்	スキャン
சஹாரா	サハラ
மெஸ்ஸி	メッシ
கிராபிக்ஸ்	グラフィックス
கிராபிக்ஸ்	グラフィック
வெளிப்படுத்தல்	開示
நெருக்கம்	圧縮
உண்பது	食べる
ஜொனாதன்	ジョナサン
ஈர	濡れ
அனுப்புதல்	送信
இரகசியம்	機密
இரகசியம்	内密
இரகசியம்	秘密
உண்ணாவிரதம்	断食
தட்பவெப்பநிலை	気候
எரித்திரியா	エリトリア
நாக்	ノック
எலக்ட்ரானிக்	エレクトロニック
கற்றாழை	アロエ
வாக்குறுதி	約束
விசாரணைகள்	問い合わせ
மேட்ரிக்ஸ்	マトリックス
மேட்ரிக்ஸ்	行列
அறநெறி	道徳
முன்னோட்டம்	概要
முன்னோட்டம்	プレビュー
முன்னோட்டம்	概観
சாவி	キー
பிடிக்கவில்லை	嫌い
பிடிக்கவில்லை	嫌悪
உருகி	布施
உருகி	ヒューズ
நினைவிடம்	追悼
நினைவிடம்	記念碑
நாண்	和音
நிகழ்நேர	リアルタイム
ஜோஷ்	ジョシュ
தினந்தோறும்	デイリー
கல்லூரியை	カレッジ
கல்லூரியை	大学
பரிந்துரைக்க	提案
முல்லர்	ミュラー
ஏலக்காய்	カルダモン
தீர்மானங்கள்	解像度
தீர்மானங்கள்	決定
குற்றங்களை	フォールト
பிராண்ட்	銘柄
பிராண்ட்	ブランド
இலவங்கப்பட்டை	シナモン
சீரம்	血清
இசைக்கலைஞர்கள்	ミュージシャン
விட்டாலும்	だけれども
பெர்னான்டோ	フェルナンド
பிக்சல்	ピクセル
உக்கிர	光度
உக்கிர	輝度
மூழ்கியது	浸水
சாயல்	色相
சாயல்	シェイド
சாயல்	シェーディング
சாயல்	日陰
சாயல்	シェード
சாயல்	フエ
விரிவாகப்	マドラサ
ஜெரோம்	ヒエロニムス
ஜெரோம்	ジェローム
தாரிக்	タリク
தனிமை	孤独
தனிமை	寂しい
டக்கர்	タッカー
வெயிலில்	リラックス
போலியான	フェイク
வீடியோவில்	ビデオ
வீடியோவில்	動画
முனைப்பு	イニシアチブ
சந்திப்புகள்	会議
சந்திப்புகள்	ミーティング
கரோல்	カロル
கரோல்	キャロル
தோரியம்	トリウム
தருக்க	論理
பைலட்	パイロット
நிரப்பும்	中身
நகங்கள்	ネイル
ஒட்டகம்	ラクダ
ஒட்டகம்	キャメル
விந்தை	ベイブ
விந்தை	ベーブ
கட்டில்	ベッド
ரான்	ロン
மன்	マン
விக்கிமேனியா	ウィキマニア
ஜில்	ジル
ஆதரவாளர்	サポーター
அசிசி	アッシジ
ஸ்பா	スパ
ஜெரார்ட்	ジェラード
பூக்களை	お花
கைதி	刑務所
கைதி	監獄
கைதி	囚人
கைதி	捕虜
முறைகேடு	虐待
முறைகேடு	誤用
பவுண்ட்	ポンド
பவுண்ட்	パウンド
மரடோனா	マラドーナ
நாடகாசிரியர்	劇作家
ஸ்மார்ட்	スマート
ஸ்மார்ட்	賢い
